title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,url,categoryName
Food World,2.9,223.0,P869+R83 RK Beech,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Food%20World&query_place_id=ChIJMybBhg9DOToRn8s-RfXmySk,Restaurant
Lucky Restaurant,4.3,6.0,,Visakhapatnam,Andhra Pradesh,IN,,+91 76590 76903,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Lucky%20Restaurant&query_place_id=ChIJuyPVWthpOToRH_Lf4LpzPDY,Restaurant
శ్రీ గణేష్ టిఫిన్స్ పార్లర్,,,"P833+JMR, Dr. BR Ambedkar Margam",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=%E0%B0%B6%E0%B1%8D%E0%B0%B0%E0%B1%80%20%E0%B0%97%E0%B0%A3%E0%B1%87%E0%B0%B7%E0%B1%8D%20%E0%B0%9F%E0%B0%BF%E0%B0%AB%E0%B0%BF%E0%B0%A8%E0%B1%8D%E0%B0%B8%E0%B1%8D%20%E0%B0%AA%E0%B0%BE%E0%B0%B0%E0%B1%8D%E0%B0%B2%E0%B0%B0%E0%B1%8D&query_place_id=ChIJVdxSXw9DOToROb6-LrbhkqE,Restaurant
G,3.5,2.0,P857+QV4,Visakhapatnam,Andhra Pradesh,IN,,,American restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=G&query_place_id=ChIJy_JfSy1DOToR5_PyrZyDbnc,American restaurant
Sai Siddharth restaurant,3.0,2.0,"14, KGH Down Rd",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sai%20Siddharth%20restaurant&query_place_id=ChIJ2_ohy6JDOToRf85s-zmCvMI,Restaurant
Bombay restaurant,3.8,659.0,"Jail Rd, opp. GVMC Beside Joyallukas",Visakhapatnam,Andhra Pradesh,IN,,,Biryani restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bombay%20restaurant&query_place_id=ChIJJ-mQwnVDOToRo95NXS94cPw,Biryani restaurant
The Foodwala.com,4.0,306.0,"Nowroji Rd, opp. VASANT MOTORS EXCLUSIVE",Visakhapatnam,Andhra Pradesh,IN,,+91 89198 98919,Biryani restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Foodwala.com&query_place_id=ChIJLRhuecdDOToRrj_YassgxyM,Biryani restaurant
Sam's Griddle,4.2,4241.0,"3rd Floor, Srikanya Canopy, Opp, Waltair Club",Visakhapatnam,Andhra Pradesh,IN,http://samsgriddle.com/,+91 94414 72444,American restaurant,Chinese restaurant,Indian restaurant,Italian restaurant,Lebanese restaurant,Mexican restaurant,,,,,https://www.google.com/maps/search/?api=1&query=Sam's%20Griddle&query_place_id=ChIJ7fS1wCZDOToRWMDfGzI8VeA,American restaurant
Midnight Cravings Vizag,5.0,3.0,"D.no - 7, z, 5-42, Panduranga Swamy Temple Rd, opposite Officers club",Visakhapatnam,Andhra Pradesh,IN,,,Biryani restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Midnight%20Cravings%20Vizag&query_place_id=ChIJh1SM3NBDOToRNZYBXwXeqYE,Biryani restaurant
Maa Nethi Vindu,3.8,906.0,P895+6GH,Visakhapatnam,Andhra Pradesh,IN,,,South Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Maa%20Nethi%20Vindu&query_place_id=ChIJS1PQcFFDOToRAhfiiOaLq5M,South Indian restaurant
BHAVANI BIRYANI POINT,,,"Judge Court, CMR Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 97019 44698,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=BHAVANI%20BIRYANI%20POINT&query_place_id=ChIJ-ZLachVDOToRWX-Lq42F1aU,Fast food restaurant
Panchali Kitchen,4.1,93.0,"58, 530002 10-5, 1, Waltair Main Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 93939 71555,North Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Panchali%20Kitchen&query_place_id=ChIJL3fZkxZDOToR0Sh5Iy2Q4O4,North Indian restaurant
Happy eat restaurant,4.4,17.0,"dno 10-40-17/2, Waltair Main Rd",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Happy%20eat%20restaurant&query_place_id=ChIJ2XsIHN1DOToR8vsN6tp2gqc,Restaurant
Embers Multi-cuisine Restaurant and Bar,4.1,28.0,"Hotel Meghalaya Ram, Waltair Main Rd",Visakhapatnam,Andhra Pradesh,IN,,,Family restaurant,Bar,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Embers%20Multi-cuisine%20Restaurant%20and%20Bar&query_place_id=ChIJXT-a2xVDOToRcXsQtesa7QU,Family restaurant
Devi meals & curry point,,,P8C5+RWH,Visakhapatnam,Andhra Pradesh,IN,,,Family restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Devi%20meals%20%26%20curry%20point&query_place_id=ChIJtXMKRgBDOToRjDidr764JZI,Family restaurant
Foodie Mama,4.0,653.0,"P8C5+RJ8, Ram Nagar Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 81798 90888,Biryani restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Foodie%20Mama&query_place_id=ChIJvXs9WD9DOToRSze0dySHSDQ,Biryani restaurant
SSS Good Foods,4.2,384.0,Waltair Main Rd,Visakhapatnam,Andhra Pradesh,IN,,+91 92466 27418,South Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=SSS%20Good%20Foods&query_place_id=ChIJNynWtxBDOToRk7JSVmmwpEg,South Indian restaurant
Keeranoor Biryani cafe,1.0,2.0,"Shop no 48, TSR Complex",Visakhapatnam,Andhra Pradesh,IN,,+91 73860 13245,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keeranoor%20Biryani%20cafe&query_place_id=ChIJD0fvgSNDOToRSxCIHagbjEY,Restaurant
Biryani Darbar,4.0,57.0,"10-7-21/1, behind Gvmc",Visakhapatnam,Andhra Pradesh,IN,,,Biryani restaurant,Chicken restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Biryani%20Darbar&query_place_id=ChIJP_76cfVDOToRplW31DWY_3M,Biryani restaurant
Bengal By The Bay,3.8,4.0,"10-2-8, Siripuram Cir",Visakhapatnam,Andhra Pradesh,IN,,,Bengali restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bengal%20By%20The%20Bay&query_place_id=ChIJCSk6q0FDOToR2dXHUYaWW0k,Bengali restaurant
Savera Restaurant And Bar,3.5,952.0,"P8F5+XFC, Rama Talkies Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 96406 79679,Wine bar,Bar,Restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Savera%20Restaurant%20And%20Bar&query_place_id=ChIJgfy9OzxDOToRNelDgUfUDgI,Wine bar
Midway Restaurant,2.9,22.0,opp. Sri raghavendra swamy temple,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Midway%20Restaurant&query_place_id=ChIJhSdYKdpDOToRELCr5zNzUzQ,Restaurant
SSR Bawarchi Restaurant,3.4,284.0,near KFC,Visakhapatnam,Andhra Pradesh,IN,,,Breakfast restaurant,Family restaurant,Fast food restaurant,Vegetarian restaurant,,,,,,,https://www.google.com/maps/search/?api=1&query=SSR%20Bawarchi%20Restaurant&query_place_id=ChIJH3uOMTxDOToR28rMsWWBzDs,Breakfast restaurant
Gana mama Fast food and Biryani Centre,4.1,310.0,P8G5+325,Visakhapatnam,Andhra Pradesh,IN,,+91 99514 85069,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Gana%20mama%20Fast%20food%20and%20Biryani%20Centre&query_place_id=ChIJZV8k4f5DOToRpxBm301DaTc,Fast food restaurant
Hotel Meghalaya,3.9,6734.0,"10-4-15, Ram Nagar Rd",Visakhapatnam,Andhra Pradesh,IN,http://hotelmeghalaya.com/,,Hotel,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Hotel%20Meghalaya&query_place_id=ChIJ_____xpDOToRIViQQ9DETnU,Hotel
"Domino's Pizza | Krishna Nagar, Visakhapatnam",3.2,191.0,"GRANDBAY HOTEL ROAD VISAKHAPATNAM ANDHRA PRADESH Ground Floor Shop No 2A and 2B Door No 15 3 16 1F2A and Door No 15, 3",Visakhapatnam,Andhra Pradesh,IN,https://www.dominos.co.in/store-locations/vishakhapatnam/the-landmark-building-vizag?src=local_gmb&utm_source=Google_GMB&utm_medium=GMB_SEO_urls_website,+91 1800 208 1234,Pizza restaurant,Italian restaurant,Pizza delivery,Pizza Takeout,Restaurant,,,,,,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza%20%7C%20Krishna%20Nagar%2C%20Visakhapatnam&query_place_id=ChIJ_69HJeFDOToREgindWyjrAs,Pizza restaurant
Sri Kaveri Tiffins,3.9,176.0,"Satya Surya Complex,RTC Complex, 48-19-1/79, Seethammapetha Rd, Main, Road",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,Breakfast restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sri%20Kaveri%20Tiffins&query_place_id=ChIJKbq9-BhDOToRzY-yv1roP3Q,Restaurant
Pastry Coffee n' Conversation,4.1,237.0,"Shop 21, Siripuram Cir",Visakhapatnam,Andhra Pradesh,IN,,+91 91009 31952,Cafe,Cake shop,Fast food restaurant,Italian restaurant,,,,,,,https://www.google.com/maps/search/?api=1&query=Pastry%20Coffee%20n'%20Conversation&query_place_id=ChIJv0GxnbJDOToRBmWeJjMnYDo,Cafe
Majlis Darbar Arabian Cuisine Visakhapatnam,4.1,2213.0,"Second FLOOR, Plot No. 244A UMA VINAYAGAR",Visakhapatnam,Andhra Pradesh,IN,,+91 891 461 1226,Middle Eastern restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Majlis%20Darbar%20Arabian%20Cuisine%20Visakhapatnam&query_place_id=ChIJ3WxFqTRDOToRmf1S_14GTBM,Middle Eastern restaurant
Karthika Restaurant,4.1,125.0,"Jail Rd, CMR Road",Visakhapatnam,Andhra Pradesh,IN,,+91 94401 31770,Family restaurant,Breakfast restaurant,Fast food restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Karthika%20Restaurant&query_place_id=ChIJj6rCZBdDOToR1v8QsL2bQoc,Family restaurant
Raju Gari Inti Vindhu,4.4,67.0,"10-53-287, seven hills hospital road",Visakhapatnam,Andhra Pradesh,IN,,+91 98883 79579,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Raju%20Gari%20Inti%20Vindhu&query_place_id=ChIJe9Te3wBDOToR9Msi1erOIiA,Restaurant
Spicy Dakshin Restaurant,3.0,3.0,"Sreemukha Complex, 48-9-1, 1st Ln, beside Budhil Park",Visakhapatnam,Andhra Pradesh,IN,,+91 99514 38186,Family restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Spicy%20Dakshin%20Restaurant&query_place_id=ChIJS0K_5kRDOToRjRZPCfk-cqw,Family restaurant
Vaishali,3.3,72.0,"Door No 10-4-15, RTC Complex Road, Asilameta Junction, Ram Nagar",Visakhapatnam,Andhra Pradesh,IN,http://hotelmeghalaya.com/,+91 89127 55141,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Vaishali&query_place_id=ChIJYd7Tfj5DOToRKiFQDF66TE8,Restaurant
KFC,4.1,689.0,47/13/1 Revenue Ward 15,Visakhapatnam,Andhra Pradesh,IN,https://restaurants.kfc.co.in/kfc-kfc-diamond-park-vishakapatnam-restaurants-sri-nagar-visakhapatnam-197671/Home?utm_source=locator&utm_medium=googleplaces,+91 79 4272 6066,Restaurant,Chicken restaurant,Fast food restaurant,Fried chicken takeaway,Non vegetarian restaurant,,,,,,https://www.google.com/maps/search/?api=1&query=KFC&query_place_id=ChIJuy9CdFRDOToRRN81ZGcDjkQ,Restaurant
North Indian food,4.0,4.0,"Krishnagar, Krishna Nagar, Maharani Peta, Visakhapatnam, Andhra Pradesh, 530002, shop no 8 , zilla parishad shopping complex",Visakhapatnam,Andhra Pradesh,IN,,,North Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=North%20Indian%20food&query_place_id=ChIJfawueZ5DOToRfxXjLdaAx30,North Indian restaurant
Sai Krishna Parlour,3.9,171.0,opp. Lalitha,Visakhapatnam,Andhra Pradesh,IN,,+91 98853 69777,South Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sai%20Krishna%20Parlour&query_place_id=ChIJz3yVQlVDOToRk9fbfAhpTqc,South Indian restaurant
Mayuri Restaurant,3.4,100.0,"P869+R8P, Beach Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 81069 40635,Family restaurant,Fast food restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mayuri%20Restaurant&query_place_id=ChIJ91Ewsm1DOToRWTkC0TluTCw,Family restaurant
SRI RAJU GARI MILITARY HOTEL,3.6,272.0,"D NO:7-5-42, opposite OFFICERS CLUB",Visakhapatnam,Andhra Pradesh,IN,https://instagram.com/raju_gari_miltary_hotel?igshid=YTQwZjQ0NmI0OA%3D%3D&utm_source=qr,+91 81860 03699,Chinese restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=SRI%20RAJU%20GARI%20MILITARY%20HOTEL&query_place_id=ChIJP5-TzAZDOToR4kZsssiN4FU,Chinese restaurant
Falak Irani Chai & Biriyani,4.5,2.0,10-29-10-11/1,Visakhapatnam,Andhra Pradesh,IN,,,Biryani restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Falak%20Irani%20Chai%20%26%20Biriyani&query_place_id=ChIJ74nJfQBDOToRUql8qnywVss,Biryani restaurant
The Food Factory,2.0,45.0,"Bible society of India, Ramanagar Road, near SevenHills Hospital",Visakhapatnam,Andhra Pradesh,IN,,,Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Food%20Factory&query_place_id=ChIJ0S2MBABDOToRvnAnRmSOchE,Indian restaurant
Bombay Food Zone Vizag,4.1,7.0,"10-31-16/1, Seven hills road",Visakhapatnam,Andhra Pradesh,IN,,+91 98858 88532,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bombay%20Food%20Zone%20Vizag&query_place_id=ChIJ90NanGFDOToRlwVeKTrruNk,Fast food restaurant
Swetha’s Food Hub,4.8,22.0,"Shop No, 2, 1st Ln",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Swetha%E2%80%99s%20Food%20Hub&query_place_id=ChIJE8I8cMZDOToRKE9Gk9XNqiY,Restaurant
"Grand Sairam Parlour, Dwarka Complex",3.4,541.0,"P8G4+5CC, Main Rd",Visakhapatnam,Andhra Pradesh,IN,,,Vegetarian restaurant,Fast food restaurant,Restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Grand%20Sairam%20Parlour%2C%20Dwarka%20Complex&query_place_id=ChIJO0OjYzxDOToR36mOYMzVZTs,Vegetarian restaurant
GREEN VALLEY RESTO CAFE,4.9,8.0,"Road, near Sampath Vinayaka Temple, behind Vinis Shopping Mall And Old Latha Hospital",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=GREEN%20VALLEY%20RESTO%20CAFE&query_place_id=ChIJu6UpeUhDOToRb9ufEUTwKkY,Restaurant
RuchiRa,3.7,57.0,"Ground Floor No. 9, 29-13",Visakhapatnam,Andhra Pradesh,IN,,+91 80190 62729,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=RuchiRa&query_place_id=ChIJE5E32p9DOToR8JNggAVX8sc,Restaurant
4 Seasons Bakery & Restaurant,4.1,1496.0,"10-1-12, Krishna Kamal Enclave, Telugu Talli Flyover",Visakhapatnam,Andhra Pradesh,IN,,+91 891 662 0068,Pizza restaurant,Bakery,Fast food restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=4%20Seasons%20Bakery%20%26%20Restaurant&query_place_id=ChIJq9hVFSNDOToRGZrLzzWLfjg,Pizza restaurant
Best Biryani,,,"RTC Complex, 41, Waltair Station Approach Rd, Near Water Tank",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Best%20Biryani&query_place_id=ChIJFxKkNiNDOToR_dcB5OPZViY,Restaurant
Ayyappa Biryani House,5.0,4.0,"Shop No.10, Dwaraka Bus station, beside Lalitha Jewellery",Visakhapatnam,Andhra Pradesh,IN,,,Biryani restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Ayyappa%20Biryani%20House&query_place_id=ChIJt-P8ZmdDOToRHzqZVP7iQhc,Biryani restaurant
Biriyani street,3.8,6.0,"1st floor, Hotel Royal Forte lane, near, RTC Complex Rd, opp. Gvmc out gate",Visakhapatnam,Andhra Pradesh,IN,,,Biryani restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Biriyani%20street&query_place_id=ChIJaevqaQBDOToRFOuFWfPOEYE,Biryani restaurant
Hotel Rockdale,4.4,11308.0,"11-5-1, Waltair Main Rd, beside ICICI Bank",Visakhapatnam,Andhra Pradesh,IN,http://www.hotelrockdale.com/,+91 89125 55510,Hotel,Banquet hall,Breakfast restaurant,Chinese restaurant,Continental restaurant,Convention center,Indian restaurant,Restaurant,Restaurant supply store,South Indian restaurant,https://www.google.com/maps/search/?api=1&query=Hotel%20Rockdale&query_place_id=ChIJqRApvhZDOToR6DrJflukB_c,Hotel
Real Deepak Punjabi Dhaba,4.1,4569.0,"Tirumala Arcade,Opposite Hotel Meghalaya",Visakhapatnam,Andhra Pradesh,IN,,+91 93931 09246,Punjabi restaurant,Dhaba,North Indian restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Real%20Deepak%20Punjabi%20Dhaba&query_place_id=ChIJVb3_37FpOToR0wOiIXWNmSk,Punjabi restaurant
Bombay Restaurant,3.7,3171.0,"10-50-11, 5, Waltair Main Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 891 666 1333,Biryani restaurant,Indian restaurant,Restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bombay%20Restaurant&query_place_id=ChIJiQhHoBVDOToR-ow_4Bmebr0,Biryani restaurant
Hotel Maa Nethi Vindu,3.8,7197.0,"10-32-2, Ramanagar Road",Visakhapatnam,Andhra Pradesh,IN,,+91 99598 81111,South Indian restaurant,Andhra restaurant,Box lunch supplier,Breakfast restaurant,Restaurant,Vegetarian restaurant,,,,,https://www.google.com/maps/search/?api=1&query=Hotel%20Maa%20Nethi%20Vindu&query_place_id=ChIJjcc5fRZDOToRRUM-PUj3flU,South Indian restaurant
Keerthana Restaurant,4.0,35.0,"P895+3JP, Waltair Main Rd",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keerthana%20Restaurant&query_place_id=ChIJqUC1x5tDOToRZUiyTWMuZ5E,Restaurant
Chickpet Donne Biryani House - Since 1975 Vizag Dwaraka Nagar,2.5,222.0,"D no 47-14-1 Ground floor Sai shopping center Dawaraka nagar, Station Road, opposite Chandu Sweets Building",Visakhapatnam,Andhra Pradesh,IN,http://www.chickpetdonnebiryanihouse.com/,+91 97422 23345,Biryani restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Chickpet%20Donne%20Biryani%20House%20-%20Since%201975%20Vizag%20Dwaraka%20Nagar&query_place_id=ChIJk1i_le9DOToRjTgJTlCikGE,Biryani restaurant
Flying Spaghetti Monster,4.2,3515.0,"G2 Sai Dakshita Complex G2 Waltair Main Road, Club main Gate",Visakhapatnam,Andhra Pradesh,IN,http://www.fsm.in/,+91 89125 66652,Italian restaurant,Mexican restaurant,Pizza restaurant,Restaurant,,,,,,,https://www.google.com/maps/search/?api=1&query=Flying%20Spaghetti%20Monster&query_place_id=ChIJf8MZAEBDOToRbV_EWNtQ6KE,Italian restaurant
Biryani Dabba Restaurant,2.4,18.0,"G2Sai Dakshita Complex, opposite to Waltair Club Road",Visakhapatnam,Andhra Pradesh,IN,,+91 63012 40338,Biryani restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Biryani%20Dabba%20Restaurant&query_place_id=ChIJd8VmWOFdOToRR_Yd89cWJqI,Biryani restaurant
Vizag Star Grand Multicuisine Family Restaurant,3.7,347.0,"@ Hotel Sowbhagya, old Jail road or, CMR Rd, beside SBI Bank",Visakhapatnam,Andhra Pradesh,IN,,+91 63011 47982,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Vizag%20Star%20Grand%20Multicuisine%20Family%20Restaurant&query_place_id=ChIJHzsxB3FDOToR7VemlpLnSCc,Restaurant
Dolphin Hotel,4.4,15645.0,"75 Feet Road, Dolphin Hotel Jct",Visakhapatnam,Andhra Pradesh,IN,http://www.dolphinhotelsvizag.com/,+91 891 662 2444,Hotel,Banquet hall,Bar,Buffet restaurant,Extended stay hotel,Gym,Swimming pool,Wedding venue,,,https://www.google.com/maps/search/?api=1&query=Dolphin%20Hotel&query_place_id=ChIJrdQHJBlDOToRhMfUQOgsdX4,Hotel
Naushakti Vihar Food Court,3.6,10.0,"ADMIN OFFICE, NAU SHAKTI VIHAR, SS-09",Visakhapatnam,Andhra Pradesh,IN,,,Family restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Naushakti%20Vihar%20Food%20Court&query_place_id=ChIJW5dCDGhDOToRW1bArw1OaqQ,Family restaurant
VIJAYA FOOD COURT,,,,Visakhapatnam,Andhra Pradesh,IN,,+91 91606 75389,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=VIJAYA%20FOOD%20COURT&query_place_id=ChIJn-tFwgNDOToR2113gER1K0E,Restaurant
శ్రీనివాస లైవ్ పిండి రుబ్బూలు,,,,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=%E0%B0%B6%E0%B1%8D%E0%B0%B0%E0%B1%80%E0%B0%A8%E0%B0%BF%E0%B0%B5%E0%B0%BE%E0%B0%B8%20%E0%B0%B2%E0%B1%88%E0%B0%B5%E0%B1%8D%20%E0%B0%AA%E0%B0%BF%E0%B0%82%E0%B0%A1%E0%B0%BF%20%E0%B0%B0%E0%B1%81%E0%B0%AC%E0%B1%8D%E0%B0%AC%E0%B1%82%E0%B0%B2%E0%B1%81&query_place_id=ChIJhWAicAFDOToReWyw4kHfOtE,Restaurant
Food Court,,,Manu Food Court,Visakhapatnam,Andhra Pradesh,IN,,,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Food%20Court&query_place_id=ChIJmZ7a-gtDOToR2Yo21-ABaTc,Fast food restaurant
MAYA FOOD COURT,,,,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=MAYA%20FOOD%20COURT&query_place_id=ChIJrSA_wgNDOToR3r0yHMtVHeo,Restaurant
Hot Chilli,4.8,25.0,"33-14-81, near Dabagardens",Visakhapatnam,Andhra Pradesh,IN,,+91 73311 55192,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Hot%20Chilli&query_place_id=ChIJ1R--WUBDOToRYBg3CQ7P9Wk,Restaurant
4 flavours,4.8,109.0,"Shop No - G3, Aarya Complex Allipuram Ward, near Leela Mahal Theatre",Visakhapatnam,Andhra Pradesh,IN,,+91 90324 84104,Restaurant,Chinese takeaway,Indian restaurant,Indian takeaway,,,,,,,https://www.google.com/maps/search/?api=1&query=4%20flavours&query_place_id=ChIJ7ShFRCZDOToRuHxcjxxWlSQ,Restaurant
అను టిఫిన్ సెంటర్,,,"1 Town Police Station, Rani Bomma, Vsp",Visakhapatnam,Andhra Pradesh,IN,,+91 99089 64116,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=%E0%B0%85%E0%B0%A8%E0%B1%81%20%E0%B0%9F%E0%B0%BF%E0%B0%AB%E0%B0%BF%E0%B0%A8%E0%B1%8D%20%E0%B0%B8%E0%B1%86%E0%B0%82%E0%B0%9F%E0%B0%B0%E0%B1%8D&query_place_id=ChIJLYfWSFVCOToRpudFkqVv4RE,Restaurant
SUKHI BHAVA FAST FOOD CENTER,4.7,10.0,P7MG+8GF,Visakhapatnam,Andhra Pradesh,IN,,+91 89856 48990,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=SUKHI%20BHAVA%20FAST%20FOOD%20CENTER&query_place_id=ChIJA2YenzxDOToRdruHMKKFc44,Fast food restaurant
TASTY BITES FOOD COURT,5.0,6.0,,Visakhapatnam,Andhra Pradesh,IN,,+91 81427 00726,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=TASTY%20BITES%20FOOD%20COURT&query_place_id=ChIJFa_AO89COToRuMgOkrLOqpQ,Restaurant
India Bawarchi,3.6,22.0,"shop no 31, 33-110, Chitralaya Rd, Opposite Leela Mahal Theatre",Visakhapatnam,Andhra Pradesh,IN,,,Non vegetarian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=India%20Bawarchi&query_place_id=ChIJLeBb9xtDOToRb7c3d-5IZFs,Non vegetarian restaurant
Celebration Time,4.7,126.0,"NGOs colony, akkayapalem, opposite to narayana em school",Visakhapatnam,Andhra Pradesh,IN,,+91 99855 58099,Family restaurant,Pizza restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Celebration%20Time&query_place_id=ChIJGWtc2W9DOToRIDoBEvmYiJM,Family restaurant
Sri Venkateshwara garden Restaurant,3.7,503.0,"46-15-38, Railway New Colony Rd,Dondaparithy Road, Near, Diamond Park Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 89125 29018,Biryani restaurant,Bar,Family restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sri%20Venkateshwara%20garden%20Restaurant&query_place_id=ChIJlz78eSRDOToRp_tpywh_Lv8,Biryani restaurant
Daawat Family Restaurant,4.3,26.0,"petrol bunk, opp. leelamahal",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Daawat%20Family%20Restaurant&query_place_id=ChIJ9ULzdfdDOToRIfkL5QFbByQ,Restaurant
B Eat Biryani Bazar,4.2,142.0,"P8M2+G47 49-43-27, Akkayyapalem 80 Feet Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 93939 66966,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=B%20Eat%20Biryani%20Bazar&query_place_id=ChIJt8yEHyNDOToRoHbII-WS-h4,Restaurant
THE CLOUD KITCHEN COMPANY,4.3,7.0,"49-42-35/3, near Masjid-e-noor",Visakhapatnam,Andhra Pradesh,IN,,+91 94909 20953,Italian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=THE%20CLOUD%20KITCHEN%20COMPANY&query_place_id=ChIJG7eWV4VDOToRWw8XYN91C8o,Italian restaurant
