"route_id,source_area,pub_name,pub_area,nearest_bus_stop,bus_number,bus_type,major_stops,distance_km,estimated_duration,ticket_price,first_bus,last_bus,frequency_minutes,walking_distance_from_stop_km,night_travel_friendly,description"
"1640,Steel Plant,Brew n Bistro,Dwaraka Nagar,Dwaraka Nagar Bus Stop,28V,APSRTC City Ordinary,Steel Plant â†’ Gajuwaka â†’ Ukkunagaram â†’ Daba Garden â†’ Siripuram â†’ Jagadamba,16,53 mins,25,05:30,22:30,20,0.3,Yes,""Take bus 28V from Steel Plant to Dwaraka Nagar Bus Stop, then walk 0.3km to Brew n Bistro in Dwaraka Nagar."""
"1641,Scindia,Brew n Bistro,Dwaraka Nagar,Dwaraka Nagar Bus Stop,350G,APSRTC City Ordinary,Scindia â†’ One Town â†’ Poorna Market â†’ Jagadamba â†’ Siripuram,12,40 mins,20,05:30,22:30,20,0.3,Yes,""Take bus 350G from Scindia to Dwaraka Nagar Bus Stop, then walk 0.3km to Brew n Bistro in Dwaraka Nagar."""
"1642,One Town,Brew n Bistro,Dwaraka Nagar,Dwaraka Nagar Bus Stop,101H,APSRTC City Ordinary,One Town â†’ Poorna Market â†’ Jagadamba â†’ Asilmetta â†’ Siripuram,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 101H from One Town to Dwaraka Nagar Bus Stop, then walk 0.3km to Brew n Bistro in Dwaraka Nagar."""
"1643,Poorna Market,Brew n Bistro,Dwaraka Nagar,Dwaraka Nagar Bus Stop,103H,APSRTC City Ordinary,Poorna Market â†’ One Town â†’ Jagadamba â†’ Siripuram â†’ Dwaraka Nagar,4,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 103H from Poorna Market to Dwaraka Nagar Bus Stop, then walk 0.3km to Brew n Bistro in Dwaraka Nagar."""
"1644,RK Beach,Brew n Bistro,Dwaraka Nagar,Dwaraka Nagar Bus Stop,900V,APSRTC City Ordinary,RK Beach â†’ Maharanipeta â†’ Jagadamba â†’ Siripuram â†’ Dwaraka Nagar,6,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 900V from RK Beach to Dwaraka Nagar Bus Stop, then walk 0.3km to Brew n Bistro in Dwaraka Nagar."""
"1645,Rushikonda,Brew n Bistro,Dwaraka Nagar,Dwaraka Nagar Bus Stop,218V,APSRTC City Ordinary,Rushikonda â†’ Lawson's Bay â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,12,40 mins,20,05:30,22:30,20,0.3,Yes,""Take bus 218V from Rushikonda to Dwaraka Nagar Bus Stop, then walk 0.3km to Brew n Bistro in Dwaraka Nagar."""
"1646,Lawson's Bay,Brew n Bistro,Dwaraka Nagar,Dwaraka Nagar Bus Stop,901W,APSRTC City Ordinary,Lawson's Bay â†’ Rushikonda â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,8,26 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 901W from Lawson's Bay to Dwaraka Nagar Bus Stop, then walk 0.3km to Brew n Bistro in Dwaraka Nagar."""
"1647,Hanumanthuwaka,Brew n Bistro,Dwaraka Nagar,Dwaraka Nagar Bus Stop,303G,APSRTC City Ordinary,Hanumanthuwaka â†’ Seethammadhara â†’ MVP Colony â†’ Maddilapalem â†’ Siripuram,9,30 mins,15,05:30,22:30,15,0.3,Yes,""Take bus 303G from Hanumanthuwaka to Dwaraka Nagar Bus Stop, then walk 0.3km to Brew n Bistro in Dwaraka Nagar."""
"1648,Arilova,Brew n Bistro,Dwaraka Nagar,Dwaraka Nagar Bus Stop,305G,APSRTC City Ordinary,Arilova â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,21,70 mins,35,05:30,21:00,25,0.3,Yes,""Take bus 305G from Arilova to Dwaraka Nagar Bus Stop, then walk 0.3km to Brew n Bistro in Dwaraka Nagar."""
"1649,Beach Road,Brew n Bistro,Dwaraka Nagar,Dwaraka Nagar Bus Stop,800G,APSRTC City Ordinary,Beach Road â†’ RK Beach â†’ Maharanipeta â†’ Jagadamba â†’ Siripuram,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 800G from Beach Road to Dwaraka Nagar Bus Stop, then walk 0.3km to Brew n Bistro in Dwaraka Nagar."""
"1650,Kailasagiri,Brew n Bistro,Dwaraka Nagar,Dwaraka Nagar Bus Stop,802G,APSRTC City Ordinary,Kailasagiri â†’ Beach Rd â†’ RK Beach â†’ Jagadamba â†’ Siripuram,10,33 mins,15,05:30,22:30,20,0.3,Yes,""Take bus 802G from Kailasagiri to Dwaraka Nagar Bus Stop, then walk 0.3km to Brew n Bistro in Dwaraka Nagar."""
"1651,Gajuwaka,Gravity Restobar,Siripuram,Siripuram Bus Stop,28D,APSRTC City Ordinary,Gajuwaka X Rd â†’ Ukkunagaram â†’ Steel Plant Gate â†’ Daba Garden â†’ Siripuram â†’ RTC Complex,17,56 mins,30,05:30,22:30,20,0.3,Yes,""Take bus 28D from Gajuwaka to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1652,Kommadi,Gravity Restobar,Siripuram,Siripuram Bus Stop,500A,APSRTC City Ordinary,Kommadi Jn â†’ Madhurawada â†’ Bheemunipatnam Rd â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,19,63 mins,30,05:30,22:30,25,0.3,Yes,""Take bus 500A from Kommadi to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1653,Madhurawada,Gravity Restobar,Siripuram,Siripuram Bus Stop,218A,APSRTC City Ordinary,Madhurawada â†’ Kommadi â†’ GITAM â†’ Rushikonda â†’ Seethammadhara â†’ MVP Colony,17,56 mins,30,05:30,22:30,20,0.3,Yes,""Take bus 218A from Madhurawada to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1654,PM Palem,Gravity Restobar,Siripuram,Siripuram Bus Stop,299B,APSRTC City Ordinary,PM Palem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,13,43 mins,20,05:30,22:30,20,0.3,Yes,""Take bus 299B from PM Palem to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1655,MVP Colony,Gravity Restobar,Siripuram,Siripuram Bus Stop,215B,APSRTC City Ordinary,MVP Colony Sector 7 â†’ Seethammadhara â†’ Maddilapalem â†’ Siripuram â†’ Jagadamba,6,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 215B from MVP Colony to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1656,Siripuram,Gravity Restobar,Siripuram,Siripuram Bus Stop,900,APSRTC City Ordinary,Siripuram Jn â†’ VIP Rd â†’ RTC Complex â†’ Dwaraka Nagar,1,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 900 from Siripuram to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1657,Dwaraka Nagar,Gravity Restobar,Siripuram,Siripuram Bus Stop,902B,APSRTC City Ordinary,Dwaraka Nagar â†’ Siripuram â†’ Jagadamba â†’ Maharanipeta,3,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 902B from Dwaraka Nagar to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1658,Maddilapalem,Gravity Restobar,Siripuram,Siripuram Bus Stop,211B,APSRTC City Ordinary,Maddilapalem â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram â†’ Jagadamba,6,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 211B from Maddilapalem to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1659,NAD Junction,Gravity Restobar,Siripuram,Siripuram Bus Stop,400B,APSRTC City Ordinary,NAD Jn â†’ Maddilapalem â†’ Seethammadhara â†’ Siripuram â†’ Jagadamba,14,46 mins,25,05:30,22:30,20,0.3,Yes,""Take bus 400B from NAD Junction to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1660,Seethammadhara,Gravity Restobar,Siripuram,Siripuram Bus Stop,213D,APSRTC City Ordinary,Seethammadhara â†’ Maddilapalem â†’ MVP Colony â†’ Siripuram â†’ Jagadamba,4,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 213D from Seethammadhara to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1661,Jagadamba,Gravity Restobar,Siripuram,Siripuram Bus Stop,905B,APSRTC City Ordinary,Jagadamba Jn â†’ Asilmetta â†’ Siripuram â†’ Dwaraka Nagar â†’ Waltair,3,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 905B from Jagadamba to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1662,Asilmetta,Gravity Restobar,Siripuram,Siripuram Bus Stop,907B,APSRTC City Ordinary,Asilmetta â†’ Jagadamba â†’ Siripuram â†’ Maharanipeta â†’ RK Beach,4,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 907B from Asilmetta to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1663,Railway Station,Gravity Restobar,Siripuram,Siripuram Bus Stop,909B,APSRTC City Ordinary,Railway Station â†’ RTC Complex â†’ Dwaraka Nagar â†’ Siripuram â†’ Jagadamba,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 909B from Railway Station to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1664,RTC Complex,Gravity Restobar,Siripuram,Siripuram Bus Stop,100B,APSRTC City Ordinary,RTC Complex â†’ Siripuram â†’ Dwaraka Nagar â†’ Jagadamba â†’ Waltair,4,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 100B from RTC Complex to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1665,Airport,Gravity Restobar,Siripuram,Siripuram Bus Stop,APTC-2,APSRTC City Ordinary,Airport â†’ Kommadi â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,12,40 mins,20,05:30,22:30,20,0.3,Yes,""Take bus APTC-2 from Airport to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1666,Pendurthi,Gravity Restobar,Siripuram,Siripuram Bus Stop,320B,APSRTC City Ordinary,Pendurthi â†’ Gopalapatnam â†’ Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony,23,76 mins,40,05:30,21:00,25,0.3,Limited,""Take bus 320B from Pendurthi to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1667,Gopalapatnam,Gravity Restobar,Siripuram,Siripuram Bus Stop,310B,APSRTC City Ordinary,Gopalapatnam â†’ Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,16,53 mins,25,05:30,22:30,20,0.3,Yes,""Take bus 310B from Gopalapatnam to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1668,Kurmannapalem,Gravity Restobar,Siripuram,Siripuram Bus Stop,330B,APSRTC City Ordinary,Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,18,60 mins,30,05:30,22:30,25,0.3,Yes,""Take bus 330B from Kurmannapalem to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1669,Auto Nagar,Gravity Restobar,Siripuram,Siripuram Bus Stop,402B,APSRTC City Ordinary,Auto Nagar â†’ NAD Jn â†’ Maddilapalem â†’ Siripuram â†’ Jagadamba,13,43 mins,20,05:30,22:30,20,0.3,Yes,""Take bus 402B from Auto Nagar to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1670,Steel Plant,Gravity Restobar,Siripuram,Siripuram Bus Stop,28Q,APSRTC City Ordinary,Steel Plant â†’ Gajuwaka â†’ Ukkunagaram â†’ Daba Garden â†’ Siripuram â†’ Jagadamba,15,50 mins,25,05:30,22:30,20,0.3,Yes,""Take bus 28Q from Steel Plant to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1671,Scindia,Gravity Restobar,Siripuram,Siripuram Bus Stop,350B,APSRTC City Ordinary,Scindia â†’ One Town â†’ Poorna Market â†’ Jagadamba â†’ Siripuram,11,36 mins,15,05:30,22:30,20,0.3,Yes,""Take bus 350B from Scindia to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1672,One Town,Gravity Restobar,Siripuram,Siripuram Bus Stop,101B,APSRTC City Ordinary,One Town â†’ Poorna Market â†’ Jagadamba â†’ Asilmetta â†’ Siripuram,4,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 101B from One Town to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1673,Poorna Market,Gravity Restobar,Siripuram,Siripuram Bus Stop,103B,APSRTC City Ordinary,Poorna Market â†’ One Town â†’ Jagadamba â†’ Siripuram â†’ Dwaraka Nagar,3,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 103B from Poorna Market to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1674,RK Beach,Gravity Restobar,Siripuram,Siripuram Bus Stop,900Q,APSRTC City Ordinary,RK Beach â†’ Maharanipeta â†’ Jagadamba â†’ Siripuram â†’ Dwaraka Nagar,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 900Q from RK Beach to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1675,Rushikonda,Gravity Restobar,Siripuram,Siripuram Bus Stop,218Q,APSRTC City Ordinary,Rushikonda â†’ Lawson's Bay â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,11,36 mins,15,05:30,22:30,20,0.3,Yes,""Take bus 218Q from Rushikonda to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1676,Lawson's Bay,Gravity Restobar,Siripuram,Siripuram Bus Stop,901Q,APSRTC City Ordinary,Lawson's Bay â†’ Rushikonda â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,7,23 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 901Q from Lawson's Bay to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1677,Hanumanthuwaka,Gravity Restobar,Siripuram,Siripuram Bus Stop,303B,APSRTC City Ordinary,Hanumanthuwaka â†’ Seethammadhara â†’ MVP Colony â†’ Maddilapalem â†’ Siripuram,9,30 mins,15,05:30,22:30,15,0.3,Yes,""Take bus 303B from Hanumanthuwaka to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1678,Arilova,Gravity Restobar,Siripuram,Siripuram Bus Stop,305B,APSRTC City Ordinary,Arilova â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,20,66 mins,35,05:30,22:30,25,0.3,Yes,""Take bus 305B from Arilova to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1679,Beach Road,Gravity Restobar,Siripuram,Siripuram Bus Stop,800B,APSRTC City Ordinary,Beach Road â†’ RK Beach â†’ Maharanipeta â†’ Jagadamba â†’ Siripuram,4,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 800B from Beach Road to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1680,Kailasagiri,Gravity Restobar,Siripuram,Siripuram Bus Stop,802B,APSRTC City Ordinary,Kailasagiri â†’ Beach Rd â†’ RK Beach â†’ Jagadamba â†’ Siripuram,9,30 mins,15,05:30,22:30,15,0.3,Yes,""Take bus 802B from Kailasagiri to Siripuram Bus Stop, then walk 0.3km to Gravity Restobar in Siripuram."""
"1681,Gajuwaka,Escape Nightclub,RK Beach,RK Beach Bus Stop,28A,APSRTC City Ordinary,Gajuwaka X Rd â†’ Ukkunagaram â†’ Steel Plant Gate â†’ Daba Garden â†’ Siripuram â†’ RTC Complex,20,66 mins,35,05:30,22:30,25,0.3,Yes,""Take bus 28A from Gajuwaka to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1682,Kommadi,Escape Nightclub,RK Beach,RK Beach Bus Stop,500D,APSRTC City Ordinary,Kommadi Jn â†’ Madhurawada â†’ Bheemunipatnam Rd â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,20,66 mins,35,05:30,22:30,25,0.3,Yes,""Take bus 500D from Kommadi to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1683,Madhurawada,Escape Nightclub,RK Beach,RK Beach Bus Stop,218D,APSRTC City Ordinary,Madhurawada â†’ Kommadi â†’ GITAM â†’ Rushikonda â†’ Seethammadhara â†’ MVP Colony,17,56 mins,30,05:30,22:30,20,0.3,Yes,""Take bus 218D from Madhurawada to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1684,PM Palem,Escape Nightclub,RK Beach,RK Beach Bus Stop,299D,APSRTC City Ordinary,PM Palem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,14,46 mins,25,05:30,22:30,20,0.3,Yes,""Take bus 299D from PM Palem to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1685,MVP Colony,Escape Nightclub,RK Beach,RK Beach Bus Stop,215C,APSRTC City Ordinary,MVP Colony Sector 7 â†’ Seethammadhara â†’ Maddilapalem â†’ Siripuram â†’ Jagadamba,8,26 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 215C from MVP Colony to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1686,Siripuram,Escape Nightclub,RK Beach,RK Beach Bus Stop,900B,APSRTC City Ordinary,Siripuram Jn â†’ VIP Rd â†’ RTC Complex â†’ Dwaraka Nagar,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 900B from Siripuram to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1687,Dwaraka Nagar,Escape Nightclub,RK Beach,RK Beach Bus Stop,902D,APSRTC City Ordinary,Dwaraka Nagar â†’ Siripuram â†’ Jagadamba â†’ Maharanipeta,6,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 902D from Dwaraka Nagar to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1688,Maddilapalem,Escape Nightclub,RK Beach,RK Beach Bus Stop,211D,APSRTC City Ordinary,Maddilapalem â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram â†’ Jagadamba,9,30 mins,15,05:30,22:30,15,0.3,Yes,""Take bus 211D from Maddilapalem to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1689,NAD Junction,Escape Nightclub,RK Beach,RK Beach Bus Stop,400D,APSRTC City Ordinary,NAD Jn â†’ Maddilapalem â†’ Seethammadhara â†’ Siripuram â†’ Jagadamba,17,56 mins,30,05:30,22:30,20,0.3,Yes,""Take bus 400D from NAD Junction to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1690,Seethammadhara,Escape Nightclub,RK Beach,RK Beach Bus Stop,213E,APSRTC City Ordinary,Seethammadhara â†’ Maddilapalem â†’ MVP Colony â†’ Siripuram â†’ Jagadamba,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 213E from Seethammadhara to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1691,Jagadamba,Escape Nightclub,RK Beach,RK Beach Bus Stop,905D,APSRTC City Ordinary,Jagadamba Jn â†’ Asilmetta â†’ Siripuram â†’ Dwaraka Nagar â†’ Waltair,3,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 905D from Jagadamba to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1692,Asilmetta,Escape Nightclub,RK Beach,RK Beach Bus Stop,907D,APSRTC City Ordinary,Asilmetta â†’ Jagadamba â†’ Siripuram â†’ Maharanipeta â†’ RK Beach,4,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 907D from Asilmetta to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1693,Railway Station,Escape Nightclub,RK Beach,RK Beach Bus Stop,909D,APSRTC City Ordinary,Railway Station â†’ RTC Complex â†’ Dwaraka Nagar â†’ Siripuram â†’ Jagadamba,7,23 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 909D from Railway Station to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1694,RTC Complex,Escape Nightclub,RK Beach,RK Beach Bus Stop,100D,APSRTC City Ordinary,RTC Complex â†’ Siripuram â†’ Dwaraka Nagar â†’ Jagadamba â†’ Waltair,7,23 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 100D from RTC Complex to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1695,Airport,Escape Nightclub,RK Beach,RK Beach Bus Stop,APTC-4,APSRTC City Ordinary,Airport â†’ Kommadi â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,14,46 mins,25,05:30,22:30,20,0.3,Yes,""Take bus APTC-4 from Airport to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1696,Pendurthi,Escape Nightclub,RK Beach,RK Beach Bus Stop,320D,APSRTC City Ordinary,Pendurthi â†’ Gopalapatnam â†’ Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony,26,86 mins,45,05:30,21:00,25,0.3,Limited,""Take bus 320D from Pendurthi to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1697,Gopalapatnam,Escape Nightclub,RK Beach,RK Beach Bus Stop,310D,APSRTC City Ordinary,Gopalapatnam â†’ Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,19,63 mins,30,05:30,22:30,25,0.3,Yes,""Take bus 310D from Gopalapatnam to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1698,Kurmannapalem,Escape Nightclub,RK Beach,RK Beach Bus Stop,330D,APSRTC City Ordinary,Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,21,70 mins,35,05:30,21:00,25,0.3,Yes,""Take bus 330D from Kurmannapalem to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1699,Auto Nagar,Escape Nightclub,RK Beach,RK Beach Bus Stop,402D,APSRTC City Ordinary,Auto Nagar â†’ NAD Jn â†’ Maddilapalem â†’ Siripuram â†’ Jagadamba,17,56 mins,30,05:30,22:30,20,0.3,Yes,""Take bus 402D from Auto Nagar to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1700,Steel Plant,Escape Nightclub,RK Beach,RK Beach Bus Stop,28R,APSRTC City Ordinary,Steel Plant â†’ Gajuwaka â†’ Ukkunagaram â†’ Daba Garden â†’ Siripuram â†’ Jagadamba,19,63 mins,30,05:30,22:30,25,0.3,Yes,""Take bus 28R from Steel Plant to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1701,Scindia,Escape Nightclub,RK Beach,RK Beach Bus Stop,350D,APSRTC City Ordinary,Scindia â†’ One Town â†’ Poorna Market â†’ Jagadamba â†’ Siripuram,13,43 mins,20,05:30,22:30,20,0.3,Yes,""Take bus 350D from Scindia to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1702,One Town,Escape Nightclub,RK Beach,RK Beach Bus Stop,101D,APSRTC City Ordinary,One Town â†’ Poorna Market â†’ Jagadamba â†’ Asilmetta â†’ Siripuram,6,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 101D from One Town to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1703,Poorna Market,Escape Nightclub,RK Beach,RK Beach Bus Stop,103D,APSRTC City Ordinary,Poorna Market â†’ One Town â†’ Jagadamba â†’ Siripuram â†’ Dwaraka Nagar,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 103D from Poorna Market to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1704,RK Beach,Escape Nightclub,RK Beach,RK Beach Bus Stop,900,APSRTC City Ordinary,RK Beach â†’ Maharanipeta â†’ Jagadamba â†’ Siripuram â†’ Dwaraka Nagar,1,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 900 from RK Beach to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1705,Rushikonda,Escape Nightclub,RK Beach,RK Beach Bus Stop,218S,APSRTC City Ordinary,Rushikonda â†’ Lawson's Bay â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,9,30 mins,15,05:30,22:30,15,0.3,Yes,""Take bus 218S from Rushikonda to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1706,Lawson's Bay,Escape Nightclub,RK Beach,RK Beach Bus Stop,901S,APSRTC City Ordinary,Lawson's Bay â†’ Rushikonda â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,6,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 901S from Lawson's Bay to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1707,Hanumanthuwaka,Escape Nightclub,RK Beach,RK Beach Bus Stop,303D,APSRTC City Ordinary,Hanumanthuwaka â†’ Seethammadhara â†’ MVP Colony â†’ Maddilapalem â†’ Siripuram,7,23 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 303D from Hanumanthuwaka to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1708,Arilova,Escape Nightclub,RK Beach,RK Beach Bus Stop,305D,APSRTC City Ordinary,Arilova â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,19,63 mins,30,05:30,22:30,25,0.3,Yes,""Take bus 305D from Arilova to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1709,Beach Road,Escape Nightclub,RK Beach,RK Beach Bus Stop,800D,APSRTC City Ordinary,Beach Road â†’ RK Beach â†’ Maharanipeta â†’ Jagadamba â†’ Siripuram,2,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 800D from Beach Road to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1710,Kailasagiri,Escape Nightclub,RK Beach,RK Beach Bus Stop,802D,APSRTC City Ordinary,Kailasagiri â†’ Beach Rd â†’ RK Beach â†’ Jagadamba â†’ Siripuram,7,23 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 802D from Kailasagiri to RK Beach Bus Stop, then walk 0.3km to Escape Nightclub in RK Beach."""
"1711,Gajuwaka,Wok Republic Lounge,MVP Colony,MVP Colony Bus Stop,400D,APSRTC City Ordinary,Gajuwaka X Rd â†’ Ukkunagaram â†’ Steel Plant Gate â†’ Daba Garden â†’ Siripuram â†’ RTC Complex,20,66 mins,35,05:30,22:30,25,0.3,Yes,""Take bus 400D from Gajuwaka to MVP Colony Bus Stop, then walk 0.3km to Wok Republic Lounge in MVP Colony."""
"1712,Kommadi,Wok Republic Lounge,MVP Colony,MVP Colony Bus Stop,500B,APSRTC City Ordinary,Kommadi Jn â†’ Madhurawada â†’ Bheemunipatnam Rd â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,12,40 mins,20,05:30,22:30,20,0.3,Yes,""Take bus 500B from Kommadi to MVP Colony Bus Stop, then walk 0.3km to Wok Republic Lounge in MVP Colony."""
