route_id,source_area,museum_name,museum_area,nearest_bus_stop,bus_number,bus_type,major_stops,distance_km,estimated_duration,ticket_price,first_bus,last_bus,frequency_minutes,walking_distance_from_stop_km,tourist_friendly,description
184,PM Palem,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,222,City Ordinary,PM Palem → Kommadi → Madhurawada → Arilova → MVP Colony → RK Beach,16.8,50 min,Rs.29,5:30 AM,10:30 PM,15,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 222 from PM Palem bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
185,MVP Colony,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,99,City Ordinary,MVP Colony → Maddilapalem → Seethammadhara → Jagadamba → Siripuram → RK Beach,9.3,28 min,Rs.18,5:30 AM,10:30 PM,10,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 99 from MVP Colony bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
186,Siripuram,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,28S,City Ordinary,Siripuram → Jagadamba → CMR Circle → RK Beach,3.6,11 min,Rs.12,5:30 AM,10:30 PM,10,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 28S from Siripuram bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
187,Dwaraka Nagar,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,5,City Ordinary,Dwaraka Nagar → Jagadamba → CMR Circle → Siripuram → RK Beach,4.0,12 min,Rs.12,5:30 AM,10:30 PM,10,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 5 from Dwaraka Nagar bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
188,Maddilapalem,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,99A,City Ordinary,Maddilapalem → NAD Junction → Seethammadhara → Jagadamba → CMR Circle → RK Beach,10.0,30 min,Rs.19,5:30 AM,10:30 PM,10,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 99A from Maddilapalem bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
189,NAD Junction,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,99,City Ordinary,NAD Junction → Seethammadhara → Maddilapalem → Jagadamba → RK Beach,9.0,27 min,Rs.18,5:30 AM,10:30 PM,15,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 99 from NAD Junction bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
190,Seethammadhara,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,99S,City Ordinary,Seethammadhara → Maddilapalem → Jagadamba → Siripuram → CMR Circle → RK Beach,10.0,30 min,Rs.19,5:30 AM,10:30 PM,15,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 99S from Seethammadhara bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
191,Jagadamba,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,5,City Ordinary,Jagadamba → CMR Circle → Siripuram → Beach Road → RK Beach,3.5,10 min,Rs.12,5:30 AM,10:30 PM,15,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 5 from Jagadamba bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
192,Asilmetta,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,5,City Ordinary,Asilmetta → Siripuram → CMR Circle → Beach Road → RK Beach,4.9,15 min,Rs.12,5:30 AM,10:30 PM,10,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 5 from Asilmetta bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
193,Railway Station,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,28,City Ordinary,Railway Station → RTC Complex → Jagadamba → Siripuram → Beach Road → RK Beach,4.3,13 min,Rs.12,5:30 AM,10:30 PM,15,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 28 from Railway Station bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
194,RTC Complex,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,5,City Ordinary,RTC Complex → Jagadamba → Siripuram → Beach Road → RK Beach,7.2,22 min,Rs.15,5:30 AM,10:30 PM,15,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 5 from RTC Complex bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
195,Airport,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,AIRPORT 400,City Ordinary,Airport → Gajuwaka → Steel Plant → NAD Junction → Jagadamba → RK Beach,22.0,1h 6min,Rs.36,5:30 AM,10:30 PM,20,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus AIRPORT 400 from Airport bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
196,Pendurthi,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,58,City Ordinary,Pendurthi → Gopalapatnam → Kurmannapalem → NAD Junction → Jagadamba → RK Beach,20.7,1h 2min,Rs.34,5:30 AM,10:30 PM,15,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 58 from Pendurthi bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
197,Gopalapatnam,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,58,City Ordinary,Gopalapatnam → Kurmannapalem → NAD Junction → Jagadamba → Siripuram → RK Beach,19.2,58 min,Rs.32,5:30 AM,10:30 PM,15,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 58 from Gopalapatnam bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
198,Kurmannapalem,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,58,City Ordinary,Kurmannapalem → NAD Junction → Seethammadhara → Jagadamba → Siripuram → RK Beach,20.6,1h 2min,Rs.34,5:30 AM,10:30 PM,20,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 58 from Kurmannapalem bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
199,Auto Nagar,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,999,City Ordinary,Auto Nagar → Steel Plant → NAD Junction → Seethammadhara → Jagadamba → RK Beach,17.4,52 min,Rs.29,5:30 AM,10:30 PM,15,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 999 from Auto Nagar bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
200,Steel Plant,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,28A,City Ordinary,Steel Plant → Auto Nagar → NAD Junction → Jagadamba → Siripuram → RK Beach,19.5,58 min,Rs.32,5:30 AM,10:30 PM,15,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 28A from Steel Plant bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
201,Scindia,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,28SC,City Ordinary,Scindia → Old Harbour → One Town → Poorna Market → Jagadamba → RK Beach,17.1,51 min,Rs.29,5:30 AM,10:30 PM,15,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 28SC from Scindia bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
202,One Town,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,28,City Ordinary,One Town → Poorna Market → Jagadamba → Siripuram → Beach Road → RK Beach,5.6,17 min,Rs.13,5:30 AM,10:30 PM,20,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 28 from One Town bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
203,Poorna Market,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,400,City Ordinary,Poorna Market → Jagadamba → Siripuram → CMR Circle → Beach Road → RK Beach,4.8,14 min,Rs.12,5:30 AM,10:30 PM,10,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 400 from Poorna Market bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
204,RK Beach,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,99RK,City Ordinary,RK Beach → Siripuram → CMR Circle → Beach Road → YMCA Junction,1.5,4 min,Rs.12,5:30 AM,10:30 PM,10,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 99RK from RK Beach bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
205,Rushikonda,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,52,City Ordinary,Rushikonda Beach → Lawson's Bay → Waltair → Beach Road → RK Beach,2.1,6 min,Rs.12,5:30 AM,10:30 PM,20,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 52 from Rushikonda bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
206,Lawson's Bay,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,52A,City Ordinary,Lawson's Bay → Waltair → CMR Circle → Siripuram → Beach Road → RK Beach,2.6,8 min,Rs.12,5:30 AM,10:30 PM,20,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 52A from Lawson's Bay bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
207,Hanumanthuwaka,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,222H,City Ordinary,Hanumanthuwaka → Arilova → MVP Colony → Maddilapalem → Jagadamba → RK Beach,16.1,48 min,Rs.28,5:30 AM,10:30 PM,15,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 222H from Hanumanthuwaka bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
208,Arilova,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,222,City Ordinary,Arilova → Hanumanthuwaka → MVP Colony → Maddilapalem → Jagadamba → RK Beach,9.8,29 min,Rs.19,5:30 AM,10:30 PM,10,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 222 from Arilova bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
209,Beach Road,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,5BR,City Ordinary,Beach Road → YMCA Junction → Siripuram → CMR Circle → RK Beach,1.2,4 min,Rs.12,5:30 AM,10:30 PM,10,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 5BR from Beach Road bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
210,Kailasagiri,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,52K,City Ordinary,Kailasagiri → Lawson's Bay → Waltair → Beach Road → RK Beach,2.6,8 min,Rs.12,5:30 AM,10:30 PM,10,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 52K from Kailasagiri bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
211,Gajuwaka,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,28C,City Ordinary,Gajuwaka → Steel Plant → Auto Nagar → NAD Junction → Jagadamba → Siripuram → RK Beach,15.3,46 min,Rs.26,5:30 AM,10:30 PM,20,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 28C from Gajuwaka bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
212,Kommadi,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,222A,City Ordinary,Kommadi → Madhurawada → Arilova → MVP Colony → Jagadamba → RK Beach,11.8,35 min,Rs.22,5:30 AM,10:30 PM,10,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 222A from Kommadi bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
213,Madhurawada,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,222A,City Ordinary,Madhurawada → Arilova → Hanumanthuwaka → MVP Colony → Jagadamba → RK Beach,14.5,44 min,Rs.25,5:30 AM,10:30 PM,10,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 222A from Madhurawada bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
214,PM Palem,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,222,City Ordinary,PM Palem → Kommadi → Madhurawada → Arilova → MVP Colony → RK Beach,17.7,53 min,Rs.30,5:30 AM,10:30 PM,15,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 222 from PM Palem bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
215,MVP Colony,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,99,City Ordinary,MVP Colony → Maddilapalem → Seethammadhara → Jagadamba → Siripuram → RK Beach,6.4,19 min,Rs.14,5:30 AM,10:30 PM,15,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 99 from MVP Colony bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
216,Siripuram,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,28S,City Ordinary,Siripuram → Jagadamba → CMR Circle → RK Beach,6.2,19 min,Rs.14,5:30 AM,10:30 PM,15,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 28S from Siripuram bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
217,Dwaraka Nagar,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,5C,City Ordinary,Dwaraka Nagar → Jagadamba → CMR Circle → Siripuram → RK Beach,5.7,17 min,Rs.13,5:30 AM,10:30 PM,10,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 5C from Dwaraka Nagar bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
218,Maddilapalem,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,99,City Ordinary,Maddilapalem → NAD Junction → Seethammadhara → Jagadamba → CMR Circle → RK Beach,6.1,18 min,Rs.14,5:30 AM,10:30 PM,20,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 99 from Maddilapalem bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
219,NAD Junction,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,99,City Ordinary,NAD Junction → Seethammadhara → Maddilapalem → Jagadamba → RK Beach,6.0,18 min,Rs.13,5:30 AM,10:30 PM,20,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 99 from NAD Junction bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
220,Seethammadhara,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,14,City Ordinary,Seethammadhara → Maddilapalem → Jagadamba → Siripuram → CMR Circle → RK Beach,9.5,28 min,Rs.18,5:30 AM,10:30 PM,20,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 14 from Seethammadhara bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
221,Jagadamba,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,14,City Ordinary,Jagadamba → CMR Circle → Siripuram → Beach Road → RK Beach,5.6,17 min,Rs.13,5:30 AM,10:30 PM,20,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 14 from Jagadamba bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
222,Asilmetta,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,5A,City Ordinary,Asilmetta → Siripuram → CMR Circle → Beach Road → RK Beach,5.4,16 min,Rs.13,5:30 AM,10:30 PM,20,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 5A from Asilmetta bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
223,Railway Station,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,5,City Ordinary,Railway Station → RTC Complex → Jagadamba → Siripuram → Beach Road → RK Beach,4.7,14 min,Rs.12,5:30 AM,10:30 PM,20,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 5 from Railway Station bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
224,RTC Complex,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,28,City Ordinary,RTC Complex → Jagadamba → Siripuram → Beach Road → RK Beach,5.6,17 min,Rs.13,5:30 AM,10:30 PM,10,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 28 from RTC Complex bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
225,Airport,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,999,City Ordinary,Airport → Gajuwaka → Steel Plant → NAD Junction → Jagadamba → RK Beach,14.2,43 min,Rs.25,5:30 AM,10:30 PM,15,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 999 from Airport bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
226,Pendurthi,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,58A,City Ordinary,Pendurthi → Gopalapatnam → Kurmannapalem → NAD Junction → Jagadamba → RK Beach,15.7,47 min,Rs.27,5:30 AM,10:30 PM,10,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 58A from Pendurthi bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
227,Gopalapatnam,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,58A,City Ordinary,Gopalapatnam → Kurmannapalem → NAD Junction → Jagadamba → Siripuram → RK Beach,14.8,44 min,Rs.26,5:30 AM,10:30 PM,20,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 58A from Gopalapatnam bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
228,Kurmannapalem,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,58A,City Ordinary,Kurmannapalem → NAD Junction → Seethammadhara → Jagadamba → Siripuram → RK Beach,20.1,1h 0min,Rs.33,5:30 AM,10:30 PM,10,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 58A from Kurmannapalem bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
229,Auto Nagar,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,28,City Ordinary,Auto Nagar → Steel Plant → NAD Junction → Seethammadhara → Jagadamba → RK Beach,20.1,1h 0min,Rs.33,5:30 AM,10:30 PM,20,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 28 from Auto Nagar bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
230,Steel Plant,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,28,City Ordinary,Steel Plant → Auto Nagar → NAD Junction → Jagadamba → Siripuram → RK Beach,20.0,1h 0min,Rs.33,5:30 AM,10:30 PM,20,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 28 from Steel Plant bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
231,Scindia,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,28S,City Ordinary,Scindia → Old Harbour → One Town → Poorna Market → Jagadamba → RK Beach,24.0,1h 12min,Rs.39,5:30 AM,10:30 PM,10,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 28S from Scindia bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
232,One Town,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,5,City Ordinary,One Town → Poorna Market → Jagadamba → Siripuram → Beach Road → RK Beach,6.2,19 min,Rs.14,5:30 AM,10:30 PM,10,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 5 from One Town bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
233,Poorna Market,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,28,City Ordinary,Poorna Market → Jagadamba → Siripuram → CMR Circle → Beach Road → RK Beach,6.1,18 min,Rs.14,5:30 AM,10:30 PM,15,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 28 from Poorna Market bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
234,RK Beach,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,99RK,City Ordinary,RK Beach → Siripuram → CMR Circle → Beach Road → YMCA Junction,1.9,6 min,Rs.12,5:30 AM,10:30 PM,15,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 99RK from RK Beach bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
235,Rushikonda,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,52,City Ordinary,Rushikonda Beach → Lawson's Bay → Waltair → Beach Road → RK Beach,2.2,7 min,Rs.12,5:30 AM,10:30 PM,15,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 52 from Rushikonda bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
236,Lawson's Bay,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,52,City Ordinary,Lawson's Bay → Waltair → CMR Circle → Siripuram → Beach Road → RK Beach,1.2,4 min,Rs.12,5:30 AM,10:30 PM,15,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 52 from Lawson's Bay bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
237,Hanumanthuwaka,Telugu Samskruthika Niketanam,Kailasagiri,Kailasagiri Cable Car Bus Stop,222,City Ordinary,Hanumanthuwaka → Arilova → MVP Colony → Maddilapalem → Jagadamba → RK Beach,10.2,31 min,Rs.19,5:30 AM,10:30 PM,20,0.4,Moderate - Kailasagiri stop; combine with cable car visit,Board APSRTC bus 222 from Hanumanthuwaka bus stop towards RK Beach/Beach Road. Alight at Kailasagiri Cable Car Bus Stop for Telugu Samskruthika Niketanam. Kailasagiri area.
