trip_id,source_area,theater_name,theater_area,distance_km,estimated_duration,rapido_bike_price,auto_price,cab_price,traffic_level,best_transport_option,peak_time,off_peak_time,nearest_landmarks,description
TR03217,Poorna Market,Simhadri Theatre Simhachalam,Simhachalam,10.2,24-34 mins,Rs.106-136,Rs.152-192,Rs.213-273,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Simhachalam Temple, Simhachalam Bus Stop",Travel from Poorna Market to Simhadri Theatre Simhachalam in Simhachalam. Distance approx 10.2 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03218,Poorna Market,Sri Lakshmi Theatre Pendurthi,Pendurthi,20.8,49-59 mins,Rs.191-221,Rs.279-319,Rs.372-432,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Pendurthi Market, Pendurthi Circle",Travel from Poorna Market to Sri Lakshmi Theatre Pendurthi in Pendurthi. Distance approx 20.8 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03219,Poorna Market,VPLEX Multiplex,Kommadi,15.2,36-46 mins,Rs.146-176,Rs.212-252,Rs.288-348,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Kommadi Junction, Madhurawada Flyover",Travel from Poorna Market to VPLEX Multiplex in Kommadi. Distance approx 15.2 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03220,Poorna Market,Ukkunagaram Talkies,Ukkunagaram,10.4,24-34 mins,Rs.108-138,Rs.154-194,Rs.216-276,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Ukkunagaram Main Road, Visakhapatnam",Travel from Poorna Market to Ukkunagaram Talkies in Ukkunagaram. Distance approx 10.4 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03221,Poorna Market,Rushikonda Cinemax,Rushikonda,14.2,34-44 mins,Rs.138-168,Rs.200-240,Rs.273-333,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Rushikonda Beach, IT Park",Travel from Poorna Market to Rushikonda Cinemax in Rushikonda. Distance approx 14.2 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03222,Poorna Market,Vasavi Theatre Asilmetta,Asilmetta,3.6,8-18 mins,Rs.53-83,Rs.73-113,Rs.114-174,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"Asilmetta Junction, Chitralaya Mall",Travel from Poorna Market to Vasavi Theatre Asilmetta in Asilmetta. Distance approx 3.6 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR03223,Poorna Market,INOX Chitralayaa Mall,Asilmetta,3.6,8-18 mins,Rs.53-83,Rs.73-113,Rs.114-174,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"Asilmetta Junction, Chitralaya Mall",Travel from Poorna Market to INOX Chitralayaa Mall in Asilmetta. Distance approx 3.6 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR03224,Poorna Market,Cinepolis Sree Kanya,Dwaraka Nagar,2.1,5-15 mins,Rs.41-71,Rs.55-95,Rs.91-151,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"CMR Mall, Dwaraka Nagar Signal, PVR Complex",Travel from Poorna Market to Cinepolis Sree Kanya in Dwaraka Nagar. Distance approx 2.1 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR03225,Poorna Market,Mukta A2 Cinemas,Kommadi,15.2,36-46 mins,Rs.146-176,Rs.212-252,Rs.288-348,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Kommadi Junction, Madhurawada Flyover",Travel from Poorna Market to Mukta A2 Cinemas in Kommadi. Distance approx 15.2 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03226,Poorna Market,Miraj Cinemas Vizag,Hanumanthawaka,1.9,5-15 mins,Rs.40-70,Rs.52-92,Rs.88-148,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Miraj Cinemas, Hanumanthawaka Junction",Travel from Poorna Market to Miraj Cinemas Vizag in Hanumanthawaka. Distance approx 1.9 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03227,Poorna Market,Sree Rama Picture Palace 4K Dolby Atmos,Gajuwaka,11.1,26-36 mins,Rs.113-143,Rs.163-203,Rs.226-286,Moderate,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Gajuwaka Bus Stand, Steel Plant Gate",Travel from Poorna Market to Sree Rama Picture Palace 4K Dolby Atmos in Gajuwaka. Distance approx 11.1 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR03228,Poorna Market,Kameswari Theatre,Gajuwaka,11.1,26-36 mins,Rs.113-143,Rs.163-203,Rs.226-286,Moderate,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Gajuwaka Bus Stand, Steel Plant Gate",Travel from Poorna Market to Kameswari Theatre in Gajuwaka. Distance approx 11.1 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR03229,Poorna Market,Sri Balajee Theatre Bheemunipatnam,Bheemunipatnam,34.3,82-92 mins,Rs.299-329,Rs.441-481,Rs.574-634,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Bheemunipatnam Main Road, Visakhapatnam",Travel from Poorna Market to Sri Balajee Theatre Bheemunipatnam in Bheemunipatnam. Distance approx 34.3 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03230,Poorna Market,Shanthi Theatre Gajuwaka,Gajuwaka,11.1,26-36 mins,Rs.113-143,Rs.163-203,Rs.226-286,Moderate,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Gajuwaka Bus Stand, Steel Plant Gate",Travel from Poorna Market to Shanthi Theatre Gajuwaka in Gajuwaka. Distance approx 11.1 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR03231,Poorna Market,Srinivasa Talkies Gajuwaka,Gajuwaka,11.1,26-36 mins,Rs.113-143,Rs.163-203,Rs.226-286,Moderate,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Gajuwaka Bus Stand, Steel Plant Gate",Travel from Poorna Market to Srinivasa Talkies Gajuwaka in Gajuwaka. Distance approx 11.1 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR03232,Poorna Market,Sri Mahalakshmi Theatre Gajuwaka,Gajuwaka,11.1,26-36 mins,Rs.113-143,Rs.163-203,Rs.226-286,Moderate,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Gajuwaka Bus Stand, Steel Plant Gate",Travel from Poorna Market to Sri Mahalakshmi Theatre Gajuwaka in Gajuwaka. Distance approx 11.1 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR03233,Poorna Market,Vijaya Theatre Gajuwaka,Gajuwaka,11.1,26-36 mins,Rs.113-143,Rs.163-203,Rs.226-286,Moderate,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Gajuwaka Bus Stand, Steel Plant Gate",Travel from Poorna Market to Vijaya Theatre Gajuwaka in Gajuwaka. Distance approx 11.1 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR03234,Poorna Market,Padmavathi Theatre NAD,NAD Junction,4.7,11-21 mins,Rs.62-92,Rs.86-126,Rs.130-190,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"NAD Junction Signal, NAD Post Office",Travel from Poorna Market to Padmavathi Theatre NAD in NAD Junction. Distance approx 4.7 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03235,Poorna Market,Swathi Theatre NAD,NAD Junction,4.7,11-21 mins,Rs.62-92,Rs.86-126,Rs.130-190,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"NAD Junction Signal, NAD Post Office",Travel from Poorna Market to Swathi Theatre NAD in NAD Junction. Distance approx 4.7 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03236,Poorna Market,Bharathi Theatre Old Town,Old Town,0.1,5-15 mins,Rs.25-55,Rs.31-71,Rs.61-121,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"One Town, Poorna Market, Old Gajapathi Road",Travel from Poorna Market to Bharathi Theatre Old Town in Old Town. Distance approx 0.1 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03237,Poorna Market,Navabharat Theatre Old Town,Old Town,0.1,5-15 mins,Rs.25-55,Rs.31-71,Rs.61-121,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"One Town, Poorna Market, Old Gajapathi Road",Travel from Poorna Market to Navabharat Theatre Old Town in Old Town. Distance approx 0.1 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03238,Poorna Market,Sri Krishna Theatre Seethammadhara,Seethammadhara,5.0,12-22 mins,Rs.65-95,Rs.90-130,Rs.135-195,Moderate,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Seethammadhara Signal, Kinnera Junction",Travel from Poorna Market to Sri Krishna Theatre Seethammadhara in Seethammadhara. Distance approx 5.0 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR03239,Poorna Market,Sailaja Theatre MVP Colony,MVP Colony,3.6,8-18 mins,Rs.53-83,Rs.73-113,Rs.114-174,Moderate,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"MVP Market, VMRDA Park, MVP Water Tank",Travel from Poorna Market to Sailaja Theatre MVP Colony in MVP Colony. Distance approx 3.6 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR03240,Poorna Market,Satyam Theatre Dwaraka Nagar,Dwaraka Nagar,2.1,5-15 mins,Rs.41-71,Rs.55-95,Rs.91-151,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"CMR Mall, Dwaraka Nagar Signal, PVR Complex",Travel from Poorna Market to Satyam Theatre Dwaraka Nagar in Dwaraka Nagar. Distance approx 2.1 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR03241,Poorna Market,Madhuri Theatre Akkayyapalem,Akkayyapalem,5.5,13-23 mins,Rs.69-99,Rs.96-136,Rs.142-202,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Akkayyapalem Junction, MVP Colony Road",Travel from Poorna Market to Madhuri Theatre Akkayyapalem in Akkayyapalem. Distance approx 5.5 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03242,Poorna Market,Jagdish Theatre Pendurthi,Pendurthi,20.8,49-59 mins,Rs.191-221,Rs.279-319,Rs.372-432,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Pendurthi Market, Pendurthi Circle",Travel from Poorna Market to Jagdish Theatre Pendurthi in Pendurthi. Distance approx 20.8 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03243,Poorna Market,Sri Sai Ram Theatre Anakapalli Road,Anakapalli Road,15.5,37-47 mins,Rs.149-179,Rs.216-256,Rs.292-352,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Anakapalli Road Main Road, Visakhapatnam",Travel from Poorna Market to Sri Sai Ram Theatre Anakapalli Road in Anakapalli Road. Distance approx 15.5 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03244,Poorna Market,Triveni Theatre Visakhapatnam,Jagadamba Junction,1.0,5-15 mins,Rs.33-63,Rs.42-82,Rs.75-135,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"Jagadamba Centre, Melody Theatre Road, City Bus Stand",Travel from Poorna Market to Triveni Theatre Visakhapatnam in Jagadamba Junction. Distance approx 1.0 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR03245,Poorna Market,Sri Ram Theatre Waltair,Waltair,7.0,16-26 mins,Rs.81-111,Rs.114-154,Rs.165-225,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Waltair Club, AU Campus, Waltair Junction",Travel from Poorna Market to Sri Ram Theatre Waltair in Waltair. Distance approx 7.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03246,Poorna Market,Padma Theatre Visakhapatnam,Asilmetta,3.6,8-18 mins,Rs.53-83,Rs.73-113,Rs.114-174,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"Asilmetta Junction, Chitralaya Mall",Travel from Poorna Market to Padma Theatre Visakhapatnam in Asilmetta. Distance approx 3.6 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR03247,Poorna Market,Geeta Theatre Visakhapatnam,Daba Gardens,4.1,9-19 mins,Rs.57-87,Rs.79-119,Rs.121-181,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Daba Gardens Main Road, Visakhapatnam",Travel from Poorna Market to Geeta Theatre Visakhapatnam in Daba Gardens. Distance approx 4.1 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03248,Poorna Market,New Roopa Theatre,Jagadamba Junction,1.0,5-15 mins,Rs.33-63,Rs.42-82,Rs.75-135,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"Jagadamba Centre, Melody Theatre Road, City Bus Stand",Travel from Poorna Market to New Roopa Theatre in Jagadamba Junction. Distance approx 1.0 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR03249,Poorna Market,Annapurna Theatre,Visakhapatnam City,1.0,5-15 mins,Rs.33-63,Rs.42-82,Rs.75-135,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"RTC Complex, Poorna Market, One Town",Travel from Poorna Market to Annapurna Theatre in Visakhapatnam City. Distance approx 1.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03250,Poorna Market,Santosh Theatre Dwaraka Nagar,Dwaraka Nagar,2.1,5-15 mins,Rs.41-71,Rs.55-95,Rs.91-151,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"CMR Mall, Dwaraka Nagar Signal, PVR Complex",Travel from Poorna Market to Santosh Theatre Dwaraka Nagar in Dwaraka Nagar. Distance approx 2.1 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR03251,Poorna Market,Vijetha Theatre,Akkayyapalem,5.5,13-23 mins,Rs.69-99,Rs.96-136,Rs.142-202,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Akkayyapalem Junction, MVP Colony Road",Travel from Poorna Market to Vijetha Theatre in Akkayyapalem. Distance approx 5.5 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03252,Poorna Market,Sri Rama Talkies Simhachalam,Simhachalam,10.2,24-34 mins,Rs.106-136,Rs.152-192,Rs.213-273,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Simhachalam Temple, Simhachalam Bus Stop",Travel from Poorna Market to Sri Rama Talkies Simhachalam in Simhachalam. Distance approx 10.2 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03253,Poorna Market,Bharath Theatre RTC Complex,RTC Complex,1.3,5-15 mins,Rs.35-65,Rs.45-85,Rs.79-139,High,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"RTC Complex Bus Stand, Railway Station Flyover",Travel from Poorna Market to Bharath Theatre RTC Complex in RTC Complex. Distance approx 1.3 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR03254,Poorna Market,Sri Devi Theatre,Visakhapatnam City,1.0,5-15 mins,Rs.33-63,Rs.42-82,Rs.75-135,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"RTC Complex, Poorna Market, One Town",Travel from Poorna Market to Sri Devi Theatre in Visakhapatnam City. Distance approx 1.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03255,Poorna Market,Balaji Theatre Maddilapalem,Maddilapalem,7.0,16-26 mins,Rs.81-111,Rs.114-154,Rs.165-225,Moderate,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"CMR Central Mall, Maddilapalem Market",Travel from Poorna Market to Balaji Theatre Maddilapalem in Maddilapalem. Distance approx 7.0 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR03256,Poorna Market,Mukthi Theatre Seethammadhara,Seethammadhara,5.0,12-22 mins,Rs.65-95,Rs.90-130,Rs.135-195,Moderate,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Seethammadhara Signal, Kinnera Junction",Travel from Poorna Market to Mukthi Theatre Seethammadhara in Seethammadhara. Distance approx 5.0 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR03257,Poorna Market,Sri Tirumala Theatre,Visakhapatnam City,1.0,5-15 mins,Rs.33-63,Rs.42-82,Rs.75-135,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"RTC Complex, Poorna Market, One Town",Travel from Poorna Market to Sri Tirumala Theatre in Visakhapatnam City. Distance approx 1.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03258,Poorna Market,New Pallavi Theatre,Visakhapatnam City,1.0,5-15 mins,Rs.33-63,Rs.42-82,Rs.75-135,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"RTC Complex, Poorna Market, One Town",Travel from Poorna Market to New Pallavi Theatre in Visakhapatnam City. Distance approx 1.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03259,Poorna Market,Kalyan Theatre,Visakhapatnam City,1.0,5-15 mins,Rs.33-63,Rs.42-82,Rs.75-135,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"RTC Complex, Poorna Market, One Town",Travel from Poorna Market to Kalyan Theatre in Visakhapatnam City. Distance approx 1.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03260,Poorna Market,Roshan Theatre Beach Road,Beach Road,7.0,16-26 mins,Rs.81-111,Rs.114-154,Rs.165-225,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"Beach Road, Kailasagiri Ropeway, RK Beach",Travel from Poorna Market to Roshan Theatre Beach Road in Beach Road. Distance approx 7.0 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR03261,Poorna Market,STBL Cine World,NH16,13.1,31-41 mins,Rs.129-159,Rs.187-227,Rs.256-316,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"NH16 Main Road, Visakhapatnam",Travel from Poorna Market to STBL Cine World in NH16. Distance approx 13.1 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03262,Poorna Market,Red Carpet Vizag,Waltair,7.0,16-26 mins,Rs.81-111,Rs.114-154,Rs.165-225,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Waltair Club, AU Campus, Waltair Junction",Travel from Poorna Market to Red Carpet Vizag in Waltair. Distance approx 7.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03263,Poorna Market,Sri Lakshmi Narasimha Theatre,Bapuji Nagar,2.7,6-16 mins,Rs.46-76,Rs.62-102,Rs.100-160,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Bapuji Nagar Main Road, Visakhapatnam",Travel from Poorna Market to Sri Lakshmi Narasimha Theatre in Bapuji Nagar. Distance approx 2.7 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03264,Poorna Market,SVC Likhita Theatre,Visakhapatnam,1.0,5-15 mins,Rs.33-63,Rs.42-82,Rs.75-135,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Visakhapatnam Main Road, Visakhapatnam",Travel from Poorna Market to SVC Likhita Theatre in Visakhapatnam. Distance approx 1.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03265,Poorna Market,Krishna Miniplex Movie Theatre,Visakhapatnam,1.0,5-15 mins,Rs.33-63,Rs.42-82,Rs.75-135,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Visakhapatnam Main Road, Visakhapatnam",Travel from Poorna Market to Krishna Miniplex Movie Theatre in Visakhapatnam. Distance approx 1.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03266,Poorna Market,Sharada Theatre,Yellamathota Road,1.5,5-15 mins,Rs.37-67,Rs.48-88,Rs.82-142,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Yellamathota Road Main Road, Visakhapatnam",Travel from Poorna Market to Sharada Theatre in Yellamathota Road. Distance approx 1.5 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03267,Poorna Market,Narasimha Theatre Simhachalam,Simhachalam,10.2,24-34 mins,Rs.106-136,Rs.152-192,Rs.213-273,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Simhachalam Temple, Simhachalam Bus Stop",Travel from Poorna Market to Narasimha Theatre Simhachalam in Simhachalam. Distance approx 10.2 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03268,Poorna Market,Mourya AC DTS Theatre,Gopalapatnam,9.3,22-32 mins,Rs.99-129,Rs.141-181,Rs.199-259,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Gopalapatnam Main Road, Visakhapatnam",Travel from Poorna Market to Mourya AC DTS Theatre in Gopalapatnam. Distance approx 9.3 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03269,Poorna Market,Gokul Theater,Rama Chandra Circle,2.3,5-15 mins,Rs.43-73,Rs.57-97,Rs.94-154,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Rama Chandra Circle Main Road, Visakhapatnam",Travel from Poorna Market to Gokul Theater in Rama Chandra Circle. Distance approx 2.3 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03270,Poorna Market,AVR Saptagiri Theatre 2K Dolby Atmos,Kothapeta,0.4,5-15 mins,Rs.28-58,Rs.34-74,Rs.66-126,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Kothapeta Main Road, Visakhapatnam",Travel from Poorna Market to AVR Saptagiri Theatre 2K Dolby Atmos in Kothapeta. Distance approx 0.4 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03271,Poorna Market,Srikanthi Theatre,Town Kotha Road,0.7,5-15 mins,Rs.30-60,Rs.38-78,Rs.70-130,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Town Kotha Road Main Road, Visakhapatnam",Travel from Poorna Market to Srikanthi Theatre in Town Kotha Road. Distance approx 0.7 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03272,Poorna Market,STBL Drive-in Theatre,Srikakulam Highway,18.2,43-53 mins,Rs.170-200,Rs.248-288,Rs.333-393,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Srikakulam Highway Main Road, Visakhapatnam",Travel from Poorna Market to STBL Drive-in Theatre in Srikakulam Highway. Distance approx 18.2 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03273,Poorna Market,Ganesh Theatre,Visakhapatnam,1.0,5-15 mins,Rs.33-63,Rs.42-82,Rs.75-135,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Visakhapatnam Main Road, Visakhapatnam",Travel from Poorna Market to Ganesh Theatre in Visakhapatnam. Distance approx 1.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03274,Poorna Market,Asian Mukta Cinemas VMR Mall,VMR Central Mall,5.5,13-23 mins,Rs.69-99,Rs.96-136,Rs.142-202,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"VMR Central Mall Main Road, Visakhapatnam",Travel from Poorna Market to Asian Mukta Cinemas VMR Mall in VMR Central Mall. Distance approx 5.5 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03275,Poorna Market,Sri Seetharamayya Cine Complex,Ootagadda,3.5,8-18 mins,Rs.53-83,Rs.72-112,Rs.112-172,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Ootagadda Main Road, Visakhapatnam",Travel from Poorna Market to Sri Seetharamayya Cine Complex in Ootagadda. Distance approx 3.5 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03276,Poorna Market,Raja Cine Max,Mangalapalem,9.7,23-33 mins,Rs.102-132,Rs.146-186,Rs.205-265,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Mangalapalem Main Road, Visakhapatnam",Travel from Poorna Market to Raja Cine Max in Mangalapalem. Distance approx 9.7 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03277,Poorna Market,Aruna Picture Palace,Visakhapatnam,1.0,5-15 mins,Rs.33-63,Rs.42-82,Rs.75-135,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Visakhapatnam Main Road, Visakhapatnam",Travel from Poorna Market to Aruna Picture Palace in Visakhapatnam. Distance approx 1.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03278,Poorna Market,Cinema Celebrations Mini Theatres,Lawsonsbay,8.9,21-31 mins,Rs.96-126,Rs.136-176,Rs.193-253,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Lawsonsbay Main Road, Visakhapatnam",Travel from Poorna Market to Cinema Celebrations Mini Theatres in Lawsonsbay. Distance approx 8.9 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03279,Poorna Market,SVC Cinemas,Rama Chandra Circle,2.3,5-15 mins,Rs.43-73,Rs.57-97,Rs.94-154,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Rama Chandra Circle Main Road, Visakhapatnam",Travel from Poorna Market to SVC Cinemas in Rama Chandra Circle. Distance approx 2.3 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR03280,Poorna Market,PVR Cinemas CMR Central,Maddilapalem,7.0,16-26 mins,Rs.81-111,Rs.114-154,Rs.165-225,Moderate,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"CMR Central Mall, Maddilapalem Market",Travel from Poorna Market to PVR Cinemas CMR Central in Maddilapalem. Distance approx 7.0 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
