S.No,From (Locality),Zone,Locality Distance from City Centre (km),To (Beach),Beach Alias,Approx Distance (km),Rapido Bike – Base Fare (₹),Rapido Bike – Per km (₹),Rapido Bike – Day Fare (₹),Rapido Bike – Night Fare (₹),Rapido Bike – Est. Travel Time,Rapido Auto – Base Fare (₹),Rapido Auto – Per km (₹),Rapido Auto – Day Fare (₹),Rapido Auto – Night Fare (₹),Rapido Auto – Est. Travel Time,Rapido Cab – Base Fare (₹),Rapido Cab – Per km (₹),Rapido Cab – Day Fare (₹),Rapido Cab – Night Fare (₹),Rapido Cab – Est. Travel Time,Cheapest Option,Day Fare Summary (Bike/Auto/Cab),Rapido App,From Locality Latitude,From Locality Longitude,Beach Latitude,Beach Longitude,Beach Distance from City (km)
330,Gopalapatnam,West,9,Appikonda Beach,,24.7,20,3,94,141,1h 26min,25,12,321,401,1h 39min,50,14,396,495,1h 14min,Rapido Bike,₹94 / ₹321 / ₹396,https://rapido.bike,17.76,83.28,17.9052,83.4694,27
331,Gopalapatnam,West,9,Mangamaripeta Beach,,7.8,20,3,43,64,27 min,25,12,119,149,31 min,50,14,159,199,23 min,Rapido Bike,₹43 / ₹119 / ₹159,https://rapido.bike,17.76,83.28,17.8261,83.4112,17
332,Gopalapatnam,West,9,Jodugullapalem Beach,,11.7,20,3,55,82,41 min,25,12,165,206,47 min,50,14,214,268,35 min,Rapido Bike,₹55 / ₹165 / ₹214,https://rapido.bike,17.76,83.28,17.856,83.434,20
333,Gopalapatnam,West,9,Mutyalammapalem Beach,,5.2,20,3,36,54,18 min,25,12,87,109,21 min,50,14,123,154,16 min,Rapido Bike,₹36 / ₹87 / ₹123,https://rapido.bike,17.76,83.28,17.692,83.272,10
334,Gopalapatnam,West,9,Pudimadaka Beach,,59.8,20,3,199,298,3h 29min,25,12,743,929,3h 59min,50,14,887,1109,2h 59min,Rapido Bike,₹199 / ₹743 / ₹887,https://rapido.bike,17.76,83.28,17.923,83.478,32
335,Gopalapatnam,West,9,Divis Beach,Divis Coastal Area,14.3,20,3,63,94,50 min,25,12,197,246,57 min,50,14,250,312,43 min,Rapido Bike,₹63 / ₹197 / ₹250,https://rapido.bike,17.76,83.28,17.869,83.448,22
336,Gopalapatnam,West,9,Kapuluppada Beach,,16.9,20,3,71,106,59 min,25,12,228,285,1h 8min,50,14,287,359,51 min,Rapido Bike,₹71 / ₹228 / ₹287,https://rapido.bike,17.76,83.28,17.861,83.441,21
337,Pendurthi,West,20,Ramakrishna Beach,RK Beach,24.7,20,3,94,141,1h 26min,25,12,321,401,1h 39min,50,14,396,495,1h 14min,Rapido Bike,₹94 / ₹321 / ₹396,https://rapido.bike,17.8,83.23,17.7231,83.3378,3
338,Pendurthi,West,20,Rushikonda Beach,Rushikonda,10.4,20,3,51,76,36 min,25,12,150,188,42 min,50,14,196,245,31 min,Rapido Bike,₹51 / ₹150 / ₹196,https://rapido.bike,17.8,83.23,17.784,83.3784,12
339,Pendurthi,West,20,Yarada Beach,,5.2,20,3,36,54,18 min,25,12,87,109,21 min,50,14,123,154,16 min,Rapido Bike,₹36 / ₹87 / ₹123,https://rapido.bike,17.8,83.23,17.6618,83.2776,14
340,Pendurthi,West,20,Bheemunipatnam Beach,Bheemili Beach,7.8,20,3,43,64,27 min,25,12,119,149,31 min,50,14,159,199,23 min,Rapido Bike,₹43 / ₹119 / ₹159,https://rapido.bike,17.8,83.23,17.8899,83.4547,24
341,Pendurthi,West,20,Lawson's Bay Beach,Lawsons Bay,20.8,20,3,82,123,1h 13min,25,12,275,344,1h 23min,50,14,341,426,1h 2min,Rapido Bike,₹82 / ₹275 / ₹341,https://rapido.bike,17.8,83.23,17.7393,83.3522,5
342,Pendurthi,West,20,Sagar Nagar Beach,,15.6,20,3,67,100,55 min,25,12,212,265,1h 2min,50,14,268,335,47 min,Rapido Bike,₹67 / ₹212 / ₹268,https://rapido.bike,17.8,83.23,17.7555,83.3637,7
343,Pendurthi,West,20,Gangavaram Beach,,10.4,20,3,51,76,36 min,25,12,150,188,42 min,50,14,196,245,31 min,Rapido Bike,₹51 / ₹150 / ₹196,https://rapido.bike,17.8,83.23,17.6367,83.2267,16
344,Pendurthi,West,20,Appikonda Beach,,10.4,20,3,51,76,36 min,25,12,150,188,42 min,50,14,196,245,31 min,Rapido Bike,₹51 / ₹150 / ₹196,https://rapido.bike,17.8,83.23,17.9052,83.4694,27
345,Pendurthi,West,20,Mangamaripeta Beach,,6.5,20,3,40,60,23 min,25,12,103,129,26 min,50,14,141,176,20 min,Rapido Bike,₹40 / ₹103 / ₹141,https://rapido.bike,17.8,83.23,17.8261,83.4112,17
346,Pendurthi,West,20,Jodugullapalem Beach,,2.6,20,3,28,42,9 min,25,12,56,70,10 min,50,14,86,108,8 min,Rapido Bike,₹28 / ₹56 / ₹86,https://rapido.bike,17.8,83.23,17.856,83.434,20
347,Pendurthi,West,20,Mutyalammapalem Beach,,19.5,20,3,78,117,1h 8min,25,12,259,324,1h 18min,50,14,323,404,58 min,Rapido Bike,₹78 / ₹259 / ₹323,https://rapido.bike,17.8,83.23,17.692,83.272,10
348,Pendurthi,West,20,Pudimadaka Beach,,45.5,20,3,156,234,2h 39min,25,12,571,714,3h 2min,50,14,687,859,2h 16min,Rapido Bike,₹156 / ₹571 / ₹687,https://rapido.bike,17.8,83.23,17.923,83.478,32
349,Pendurthi,West,20,Divis Beach,Divis Coastal Area,2,20,3,26,39,8 min,25,12,49,61,10 min,50,14,78,98,8 min,Rapido Bike,₹26 / ₹49 / ₹78,https://rapido.bike,17.8,83.23,17.869,83.448,22
350,Pendurthi,West,20,Kapuluppada Beach,,2.6,20,3,28,42,9 min,25,12,56,70,10 min,50,14,86,108,8 min,Rapido Bike,₹28 / ₹56 / ₹86,https://rapido.bike,17.8,83.23,17.861,83.441,21
351,Muralinagar,West,8,Ramakrishna Beach,RK Beach,9.1,20,3,47,70,32 min,25,12,134,168,36 min,50,14,177,221,27 min,Rapido Bike,₹47 / ₹134 / ₹177,https://rapido.bike,17.742,83.305,17.7231,83.3378,3
352,Muralinagar,West,8,Rushikonda Beach,Rushikonda,5.2,20,3,36,54,18 min,25,12,87,109,21 min,50,14,123,154,16 min,Rapido Bike,₹36 / ₹87 / ₹123,https://rapido.bike,17.742,83.305,17.784,83.3784,12
353,Muralinagar,West,8,Yarada Beach,,10.4,20,3,51,76,36 min,25,12,150,188,42 min,50,14,196,245,31 min,Rapido Bike,₹51 / ₹150 / ₹196,https://rapido.bike,17.742,83.305,17.6618,83.2776,14
354,Muralinagar,West,8,Bheemunipatnam Beach,Bheemili Beach,23.4,20,3,90,135,1h 22min,25,12,306,382,1h 34min,50,14,378,472,1h 10min,Rapido Bike,₹90 / ₹306 / ₹378,https://rapido.bike,17.742,83.305,17.8899,83.4547,24
355,Muralinagar,West,8,Lawson's Bay Beach,Lawsons Bay,5.2,20,3,36,54,18 min,25,12,87,109,21 min,50,14,123,154,16 min,Rapido Bike,₹36 / ₹87 / ₹123,https://rapido.bike,17.742,83.305,17.7393,83.3522,5
356,Muralinagar,West,8,Sagar Nagar Beach,,2,20,3,26,39,8 min,25,12,49,61,10 min,50,14,78,98,8 min,Rapido Bike,₹26 / ₹49 / ₹78,https://rapido.bike,17.742,83.305,17.7555,83.3637,7
357,Muralinagar,West,8,Gangavaram Beach,,5.2,20,3,36,54,18 min,25,12,87,109,21 min,50,14,123,154,16 min,Rapido Bike,₹36 / ₹87 / ₹123,https://rapido.bike,17.742,83.305,17.6367,83.2267,16
358,Muralinagar,West,8,Appikonda Beach,,26,20,3,98,147,1h 31min,25,12,337,421,1h 44min,50,14,414,518,1h 18min,Rapido Bike,₹98 / ₹337 / ₹414,https://rapido.bike,17.742,83.305,17.9052,83.4694,27
359,Muralinagar,West,8,Mangamaripeta Beach,,9.1,20,3,47,70,32 min,25,12,134,168,36 min,50,14,177,221,27 min,Rapido Bike,₹47 / ₹134 / ₹177,https://rapido.bike,17.742,83.305,17.8261,83.4112,17
360,Muralinagar,West,8,Jodugullapalem Beach,,13,20,3,59,88,46 min,25,12,181,226,52 min,50,14,232,290,39 min,Rapido Bike,₹59 / ₹181 / ₹232,https://rapido.bike,17.742,83.305,17.856,83.434,20
361,Muralinagar,West,8,Mutyalammapalem Beach,,3.9,20,3,32,48,14 min,25,12,72,90,16 min,50,14,105,131,12 min,Rapido Bike,₹32 / ₹72 / ₹105,https://rapido.bike,17.742,83.305,17.692,83.272,10
362,Muralinagar,West,8,Pudimadaka Beach,,61.1,20,3,203,304,3h 34min,25,12,758,948,4h 4min,50,14,905,1131,3h 3min,Rapido Bike,₹203 / ₹758 / ₹905,https://rapido.bike,17.742,83.305,17.923,83.478,32
363,Muralinagar,West,8,Divis Beach,Divis Coastal Area,15.6,20,3,67,100,55 min,25,12,212,265,1h 2min,50,14,268,335,47 min,Rapido Bike,₹67 / ₹212 / ₹268,https://rapido.bike,17.742,83.305,17.869,83.448,22
364,Muralinagar,West,8,Kapuluppada Beach,,18.2,20,3,75,112,1h 4min,25,12,243,304,1h 13min,50,14,305,381,55 min,Rapido Bike,₹75 / ₹243 / ₹305,https://rapido.bike,17.742,83.305,17.861,83.441,21
365,Arilova,West,10,Ramakrishna Beach,RK Beach,11.7,20,3,55,82,41 min,25,12,165,206,47 min,50,14,214,268,35 min,Rapido Bike,₹55 / ₹165 / ₹214,https://rapido.bike,17.71,83.265,17.7231,83.3378,3
366,Arilova,West,10,Rushikonda Beach,Rushikonda,2.6,20,3,28,42,9 min,25,12,56,70,10 min,50,14,86,108,8 min,Rapido Bike,₹28 / ₹56 / ₹86,https://rapido.bike,17.71,83.265,17.784,83.3784,12
367,Arilova,West,10,Yarada Beach,,7.8,20,3,43,64,27 min,25,12,119,149,31 min,50,14,159,199,23 min,Rapido Bike,₹43 / ₹119 / ₹159,https://rapido.bike,17.71,83.265,17.6618,83.2776,14
368,Arilova,West,10,Bheemunipatnam Beach,Bheemili Beach,20.8,20,3,82,123,1h 13min,25,12,275,344,1h 23min,50,14,341,426,1h 2min,Rapido Bike,₹82 / ₹275 / ₹341,https://rapido.bike,17.71,83.265,17.8899,83.4547,24
369,Arilova,West,10,Lawson's Bay Beach,Lawsons Bay,7.8,20,3,43,64,27 min,25,12,119,149,31 min,50,14,159,199,23 min,Rapido Bike,₹43 / ₹119 / ₹159,https://rapido.bike,17.71,83.265,17.7393,83.3522,5
370,Arilova,West,10,Sagar Nagar Beach,,2.6,20,3,28,42,9 min,25,12,56,70,10 min,50,14,86,108,8 min,Rapido Bike,₹28 / ₹56 / ₹86,https://rapido.bike,17.71,83.265,17.7555,83.3637,7
371,Arilova,West,10,Gangavaram Beach,,2.6,20,3,28,42,9 min,25,12,56,70,10 min,50,14,86,108,8 min,Rapido Bike,₹28 / ₹56 / ₹86,https://rapido.bike,17.71,83.265,17.6367,83.2267,16
372,Arilova,West,10,Appikonda Beach,,23.4,20,3,90,135,1h 22min,25,12,306,382,1h 34min,50,14,378,472,1h 10min,Rapido Bike,₹90 / ₹306 / ₹378,https://rapido.bike,17.71,83.265,17.9052,83.4694,27
373,Arilova,West,10,Mangamaripeta Beach,,6.5,20,3,40,60,23 min,25,12,103,129,26 min,50,14,141,176,20 min,Rapido Bike,₹40 / ₹103 / ₹141,https://rapido.bike,17.71,83.265,17.8261,83.4112,17
374,Arilova,West,10,Jodugullapalem Beach,,10.4,20,3,51,76,36 min,25,12,150,188,42 min,50,14,196,245,31 min,Rapido Bike,₹51 / ₹150 / ₹196,https://rapido.bike,17.71,83.265,17.856,83.434,20
375,Arilova,West,10,Mutyalammapalem Beach,,6.5,20,3,40,60,23 min,25,12,103,129,26 min,50,14,141,176,20 min,Rapido Bike,₹40 / ₹103 / ₹141,https://rapido.bike,17.71,83.265,17.692,83.272,10
376,Arilova,West,10,Pudimadaka Beach,,58.5,20,3,196,294,3h 25min,25,12,727,909,3h 54min,50,14,869,1086,2h 56min,Rapido Bike,₹196 / ₹727 / ₹869,https://rapido.bike,17.71,83.265,17.923,83.478,32
377,Arilova,West,10,Divis Beach,Divis Coastal Area,13,20,3,59,88,46 min,25,12,181,226,52 min,50,14,232,290,39 min,Rapido Bike,₹59 / ₹181 / ₹232,https://rapido.bike,17.71,83.265,17.869,83.448,22
378,Arilova,West,10,Kapuluppada Beach,,15.6,20,3,67,100,55 min,25,12,212,265,1h 2min,50,14,268,335,47 min,Rapido Bike,₹67 / ₹212 / ₹268,https://rapido.bike,17.71,83.265,17.861,83.441,21
379,Bheemunipatnam,North,26,Ramakrishna Beach,RK Beach,32.5,20,3,118,177,1h 54min,25,12,415,519,2h 10min,50,14,505,631,1h 38min,Rapido Bike,₹118 / ₹415 / ₹505,https://rapido.bike,17.8899,83.4547,17.7231,83.3378,3
380,Bheemunipatnam,North,26,Rushikonda Beach,Rushikonda,18.2,20,3,75,112,1h 4min,25,12,243,304,1h 13min,50,14,305,381,55 min,Rapido Bike,₹75 / ₹243 / ₹305,https://rapido.bike,17.8899,83.4547,17.784,83.3784,12
381,Bheemunipatnam,North,26,Yarada Beach,,13,20,3,59,88,46 min,25,12,181,226,52 min,50,14,232,290,39 min,Rapido Bike,₹59 / ₹181 / ₹232,https://rapido.bike,17.8899,83.4547,17.6618,83.2776,14
382,Bheemunipatnam,North,26,Bheemunipatnam Beach,Bheemili Beach,2,20,3,26,39,8 min,25,12,49,61,10 min,50,14,78,98,8 min,Rapido Bike,₹26 / ₹49 / ₹78,https://rapido.bike,17.8899,83.4547,17.8899,83.4547,24
383,Bheemunipatnam,North,26,Lawson's Bay Beach,Lawsons Bay,28.6,20,3,106,159,1h 40min,25,12,368,460,1h 54min,50,14,450,562,1h 26min,Rapido Bike,₹106 / ₹368 / ₹450,https://rapido.bike,17.8899,83.4547,17.7393,83.3522,5
384,Bheemunipatnam,North,26,Sagar Nagar Beach,,23.4,20,3,90,135,1h 22min,25,12,306,382,1h 34min,50,14,378,472,1h 10min,Rapido Bike,₹90 / ₹306 / ₹378,https://rapido.bike,17.8899,83.4547,17.7555,83.3637,7
385,Bheemunipatnam,North,26,Gangavaram Beach,,18.2,20,3,75,112,1h 4min,25,12,243,304,1h 13min,50,14,305,381,55 min,Rapido Bike,₹75 / ₹243 / ₹305,https://rapido.bike,17.8899,83.4547,17.6367,83.2267,16
386,Bheemunipatnam,North,26,Appikonda Beach,,2.6,20,3,28,42,9 min,25,12,56,70,10 min,50,14,86,108,8 min,Rapido Bike,₹28 / ₹56 / ₹86,https://rapido.bike,17.8899,83.4547,17.9052,83.4694,27
387,Bheemunipatnam,North,26,Mangamaripeta Beach,,14.3,20,3,63,94,50 min,25,12,197,246,57 min,50,14,250,312,43 min,Rapido Bike,₹63 / ₹197 / ₹250,https://rapido.bike,17.8899,83.4547,17.8261,83.4112,17
388,Bheemunipatnam,North,26,Jodugullapalem Beach,,10.4,20,3,51,76,36 min,25,12,150,188,42 min,50,14,196,245,31 min,Rapido Bike,₹51 / ₹150 / ₹196,https://rapido.bike,17.8899,83.4547,17.856,83.434,20
389,Bheemunipatnam,North,26,Mutyalammapalem Beach,,27.3,20,3,102,153,1h 36min,25,12,353,441,1h 49min,50,14,432,540,1h 22min,Rapido Bike,₹102 / ₹353 / ₹432,https://rapido.bike,17.8899,83.4547,17.692,83.272,10
390,Bheemunipatnam,North,26,Pudimadaka Beach,,37.7,20,3,133,200,2h 12min,25,12,477,596,2h 31min,50,14,578,722,1h 53min,Rapido Bike,₹133 / ₹477 / ₹578,https://rapido.bike,17.8899,83.4547,17.923,83.478,32
391,Bheemunipatnam,North,26,Divis Beach,Divis Coastal Area,7.8,20,3,43,64,27 min,25,12,119,149,31 min,50,14,159,199,23 min,Rapido Bike,₹43 / ₹119 / ₹159,https://rapido.bike,17.8899,83.4547,17.869,83.448,22
392,Bheemunipatnam,North,26,Kapuluppada Beach,,5.2,20,3,36,54,18 min,25,12,87,109,21 min,50,14,123,154,16 min,Rapido Bike,₹36 / ₹87 / ₹123,https://rapido.bike,17.8899,83.4547,17.861,83.441,21
393,Anakapalle,North,42,Ramakrishna Beach,RK Beach,53.3,20,3,180,270,3h 7min,25,12,665,831,3h 33min,50,14,796,995,2h 40min,Rapido Bike,₹180 / ₹665 / ₹796,https://rapido.bike,17.691,82.999,17.7231,83.3378,3
394,Anakapalle,North,42,Rushikonda Beach,Rushikonda,39,20,3,137,206,2h 16min,25,12,493,616,2h 36min,50,14,596,745,1h 57min,Rapido Bike,₹137 / ₹493 / ₹596,https://rapido.bike,17.691,82.999,17.784,83.3784,12
395,Anakapalle,North,42,Yarada Beach,,33.8,20,3,121,182,1h 58min,25,12,431,539,2h 15min,50,14,523,654,1h 41min,Rapido Bike,₹121 / ₹431 / ₹523,https://rapido.bike,17.691,82.999,17.6618,83.2776,14
396,Anakapalle,North,42,Bheemunipatnam Beach,Bheemili Beach,20.8,20,3,82,123,1h 13min,25,12,275,344,1h 23min,50,14,341,426,1h 2min,Rapido Bike,₹82 / ₹275 / ₹341,https://rapido.bike,17.691,82.999,17.8899,83.4547,24
397,Anakapalle,North,42,Lawson's Bay Beach,Lawsons Bay,49.4,20,3,168,252,2h 53min,25,12,618,772,3h 18min,50,14,742,928,2h 28min,Rapido Bike,₹168 / ₹618 / ₹742,https://rapido.bike,17.691,82.999,17.7393,83.3522,5
398,Anakapalle,North,42,Sagar Nagar Beach,,44.2,20,3,153,230,2h 35min,25,12,555,694,2h 57min,50,14,669,836,2h 13min,Rapido Bike,₹153 / ₹555 / ₹669,https://rapido.bike,17.691,82.999,17.7555,83.3637,7
399,Anakapalle,North,42,Gangavaram Beach,,39,20,3,137,206,2h 16min,25,12,493,616,2h 36min,50,14,596,745,1h 57min,Rapido Bike,₹137 / ₹493 / ₹596,https://rapido.bike,17.691,82.999,17.6367,83.2267,16
400,Anakapalle,North,42,Appikonda Beach,,18.2,20,3,75,112,1h 4min,25,12,243,304,1h 13min,50,14,305,381,55 min,Rapido Bike,₹75 / ₹243 / ₹305,https://rapido.bike,17.691,82.999,17.9052,83.4694,27
401,Anakapalle,North,42,Mangamaripeta Beach,,35.1,20,3,125,188,2h 3min,25,12,446,558,2h 20min,50,14,541,676,1h 45min,Rapido Bike,₹125 / ₹446 / ₹541,https://rapido.bike,17.691,82.999,17.8261,83.4112,17
402,Anakapalle,North,42,Jodugullapalem Beach,,31.2,20,3,114,171,1h 49min,25,12,399,499,2h 5min,50,14,487,609,1h 34min,Rapido Bike,₹114 / ₹399 / ₹487,https://rapido.bike,17.691,82.999,17.856,83.434,20
403,Anakapalle,North,42,Mutyalammapalem Beach,,48.1,20,3,164,246,2h 48min,25,12,602,752,3h 12min,50,14,723,904,2h 24min,Rapido Bike,₹164 / ₹602 / ₹723,https://rapido.bike,17.691,82.999,17.692,83.272,10
404,Anakapalle,North,42,Pudimadaka Beach,,16.9,20,3,71,106,59 min,25,12,228,285,1h 8min,50,14,287,359,51 min,Rapido Bike,₹71 / ₹228 / ₹287,https://rapido.bike,17.691,82.999,17.923,83.478,32
405,Anakapalle,North,42,Divis Beach,Divis Coastal Area,28.6,20,3,106,159,1h 40min,25,12,368,460,1h 54min,50,14,450,562,1h 26min,Rapido Bike,₹106 / ₹368 / ₹450,https://rapido.bike,17.691,82.999,17.869,83.448,22
406,Anakapalle,North,42,Kapuluppada Beach,,26,20,3,98,147,1h 31min,25,12,337,421,1h 44min,50,14,414,518,1h 18min,Rapido Bike,₹98 / ₹337 / ₹414,https://rapido.bike,17.691,82.999,17.861,83.441,21
407,Airport (VSKP),South,15,Ramakrishna Beach,RK Beach,18.2,20,3,75,112,1h 4min,25,12,243,304,1h 13min,50,14,305,381,55 min,Rapido Bike,₹75 / ₹243 / ₹305,https://rapido.bike,17.7214,83.2245,17.7231,83.3378,3
408,Airport (VSKP),South,15,Rushikonda Beach,Rushikonda,3.9,20,3,32,48,14 min,25,12,72,90,16 min,50,14,105,131,12 min,Rapido Bike,₹32 / ₹72 / ₹105,https://rapido.bike,17.7214,83.2245,17.784,83.3784,12
409,Airport (VSKP),South,15,Yarada Beach,,2,20,3,26,39,8 min,25,12,49,61,10 min,50,14,78,98,8 min,Rapido Bike,₹26 / ₹49 / ₹78,https://rapido.bike,17.7214,83.2245,17.6618,83.2776,14
410,Airport (VSKP),South,15,Bheemunipatnam Beach,Bheemili Beach,14.3,20,3,63,94,50 min,25,12,197,246,57 min,50,14,250,312,43 min,Rapido Bike,₹63 / ₹197 / ₹250,https://rapido.bike,17.7214,83.2245,17.8899,83.4547,24
411,Airport (VSKP),South,15,Lawson's Bay Beach,Lawsons Bay,14.3,20,3,63,94,50 min,25,12,197,246,57 min,50,14,250,312,43 min,Rapido Bike,₹63 / ₹197 / ₹250,https://rapido.bike,17.7214,83.2245,17.7393,83.3522,5
412,Airport (VSKP),South,15,Sagar Nagar Beach,,9.1,20,3,47,70,32 min,25,12,134,168,36 min,50,14,177,221,27 min,Rapido Bike,₹47 / ₹134 / ₹177,https://rapido.bike,17.7214,83.2245,17.7555,83.3637,7
413,Airport (VSKP),South,15,Gangavaram Beach,,3.9,20,3,32,48,14 min,25,12,72,90,16 min,50,14,105,131,12 min,Rapido Bike,₹32 / ₹72 / ₹105,https://rapido.bike,17.7214,83.2245,17.6367,83.2267,16
414,Airport (VSKP),South,15,Appikonda Beach,,16.9,20,3,71,106,59 min,25,12,228,285,1h 8min,50,14,287,359,51 min,Rapido Bike,₹71 / ₹228 / ₹287,https://rapido.bike,17.7214,83.2245,17.9052,83.4694,27
415,Airport (VSKP),South,15,Mangamaripeta Beach,,2,20,3,26,39,8 min,25,12,49,61,10 min,50,14,78,98,8 min,Rapido Bike,₹26 / ₹49 / ₹78,https://rapido.bike,17.7214,83.2245,17.8261,83.4112,17
416,Airport (VSKP),South,15,Jodugullapalem Beach,,3.9,20,3,32,48,14 min,25,12,72,90,16 min,50,14,105,131,12 min,Rapido Bike,₹32 / ₹72 / ₹105,https://rapido.bike,17.7214,83.2245,17.856,83.434,20
417,Airport (VSKP),South,15,Mutyalammapalem Beach,,13,20,3,59,88,46 min,25,12,181,226,52 min,50,14,232,290,39 min,Rapido Bike,₹59 / ₹181 / ₹232,https://rapido.bike,17.7214,83.2245,17.692,83.272,10
418,Airport (VSKP),South,15,Pudimadaka Beach,,52,20,3,176,264,3h 2min,25,12,649,811,3h 28min,50,14,778,972,2h 36min,Rapido Bike,₹176 / ₹649 / ₹778,https://rapido.bike,17.7214,83.2245,17.923,83.478,32
419,Airport (VSKP),South,15,Divis Beach,Divis Coastal Area,6.5,20,3,40,60,23 min,25,12,103,129,26 min,50,14,141,176,20 min,Rapido Bike,₹40 / ₹103 / ₹141,https://rapido.bike,17.7214,83.2245,17.869,83.448,22
420,Airport (VSKP),South,15,Kapuluppada Beach,,9.1,20,3,47,70,32 min,25,12,134,168,36 min,50,14,177,221,27 min,Rapido Bike,₹47 / ₹134 / ₹177,https://rapido.bike,17.7214,83.2245,17.861,83.441,21
