trip_id,source_area,park_name,park_area,distance_km,estimated_duration,rapido_bike_price,auto_price,cab_price,traffic_level,best_transport_option,peak_time,off_peak_time,nearest_landmarks,description
TRP02392,One Town,Lawsons Bay Nature Park,Lawsons Bay,3,7 mins,Rs 35,Rs 40,Rs 95,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","Lawson's Bay Colony Beach, Vizag Naval Base",Travel from One Town to Lawsons Bay Nature Park in Lawsons Bay. Distance approx 3 km with high traffic. Route via major Vizag roads.
TRP02393,One Town,Lawsons Bay Park,Lawsons Bay,4,10 mins,Rs 40,Rs 55,Rs 110,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","Lawson's Bay Colony Beach, Vizag Naval Base",Travel from One Town to Lawsons Bay Park in Lawsons Bay. Distance approx 4 km with high traffic. Route via major Vizag roads.
TRP02394,One Town,Lawsons Bay Public Park,Lawsons Bay,5,13 mins,Rs 50,Rs 65,Rs 120,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","Lawson's Bay Colony Beach, Vizag Naval Base",Travel from One Town to Lawsons Bay Public Park in Lawsons Bay. Distance approx 5 km with high traffic. Route via major Vizag roads.
TRP02395,One Town,Lawsons Bay Sunrise Park,Lawsons Bay,3,7 mins,Rs 35,Rs 40,Rs 95,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","Lawson's Bay Colony Beach, Vizag Naval Base",Travel from One Town to Lawsons Bay Sunrise Park in Lawsons Bay. Distance approx 3 km with high traffic. Route via major Vizag roads.
TRP02396,One Town,MVP Botanical Park,MVP Colony,6,15 mins,Rs 55,Rs 80,Rs 135,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","MVP Water Tank, MVP Market, Rythu Bazaar",Travel from One Town to MVP Botanical Park in MVP Colony. Distance approx 6 km with high traffic. Route via major Vizag roads.
TRP02397,One Town,MVP Colony Community Park,MVP Colony,7,18 mins,Rs 65,Rs 90,Rs 150,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","MVP Water Tank, MVP Market, Rythu Bazaar",Travel from One Town to MVP Colony Community Park in MVP Colony. Distance approx 7 km with high traffic. Route via major Vizag roads.
TRP02398,One Town,MVP Eco Park,MVP Colony,5,12 mins,Rs 50,Rs 65,Rs 120,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","MVP Water Tank, MVP Market, Rythu Bazaar",Travel from One Town to MVP Eco Park in MVP Colony. Distance approx 5 km with high traffic. Route via major Vizag roads.
TRP02399,One Town,MVP Green Meadows Park,MVP Colony,6,15 mins,Rs 55,Rs 80,Rs 135,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","MVP Water Tank, MVP Market, Rythu Bazaar",Travel from One Town to MVP Green Meadows Park in MVP Colony. Distance approx 6 km with high traffic. Route via major Vizag roads.
TRP02400,One Town,MVP Palm Garden,MVP Colony,7,18 mins,Rs 65,Rs 90,Rs 150,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","MVP Water Tank, MVP Market, Rythu Bazaar",Travel from One Town to MVP Palm Garden in MVP Colony. Distance approx 7 km with high traffic. Route via major Vizag roads.
TRP02401,One Town,MVP Sunrise Park,MVP Colony,5,12 mins,Rs 50,Rs 65,Rs 120,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","MVP Water Tank, MVP Market, Rythu Bazaar",Travel from One Town to MVP Sunrise Park in MVP Colony. Distance approx 5 km with high traffic. Route via major Vizag roads.
TRP02402,One Town,Madhurawada Botanical Park,Madhurawada,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Madhurawada Junction, DLF Cybercity, Infosys Campus",Travel from One Town to Madhurawada Botanical Park in Madhurawada. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP02403,One Town,Madhurawada Central Park,Madhurawada,15,38 mins,Rs 130,Rs 185,Rs 260,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Madhurawada Junction, DLF Cybercity, Infosys Campus",Travel from One Town to Madhurawada Central Park in Madhurawada. Distance approx 15 km with medium traffic. Route via major Vizag roads.
TRP02404,One Town,Madhurawada Children Park,Madhurawada,13,32 mins,Rs 115,Rs 160,Rs 235,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Madhurawada Junction, DLF Cybercity, Infosys Campus",Travel from One Town to Madhurawada Children Park in Madhurawada. Distance approx 13 km with medium traffic. Route via major Vizag roads.
TRP02405,One Town,Madhurawada Hill Park,Madhurawada,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Madhurawada Junction, DLF Cybercity, Infosys Campus",Travel from One Town to Madhurawada Hill Park in Madhurawada. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP02406,One Town,Madhurawada Sunrise Garden,Madhurawada,15,38 mins,Rs 130,Rs 185,Rs 260,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Madhurawada Junction, DLF Cybercity, Infosys Campus",Travel from One Town to Madhurawada Sunrise Garden in Madhurawada. Distance approx 15 km with medium traffic. Route via major Vizag roads.
TRP02407,One Town,Madhurawada Urban Park,Madhurawada,13,32 mins,Rs 115,Rs 160,Rs 235,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Madhurawada Junction, DLF Cybercity, Infosys Campus",Travel from One Town to Madhurawada Urban Park in Madhurawada. Distance approx 13 km with medium traffic. Route via major Vizag roads.
TRP02408,One Town,PM Palem Eco Valley,PM Palem,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from One Town to PM Palem Eco Valley in PM Palem. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP02409,One Town,PM Palem Green Valley Park,PM Palem,15,38 mins,Rs 130,Rs 185,Rs 260,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from One Town to PM Palem Green Valley Park in PM Palem. Distance approx 15 km with medium traffic. Route via major Vizag roads.
TRP02410,One Town,PM Palem Heritage Park,PM Palem,13,32 mins,Rs 115,Rs 160,Rs 235,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from One Town to PM Palem Heritage Park in PM Palem. Distance approx 13 km with medium traffic. Route via major Vizag roads.
TRP02411,One Town,PM Palem Lake View Park,PM Palem,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from One Town to PM Palem Lake View Park in PM Palem. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP02412,One Town,PM Palem Nature Park,PM Palem,15,38 mins,Rs 130,Rs 185,Rs 260,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from One Town to PM Palem Nature Park in PM Palem. Distance approx 15 km with medium traffic. Route via major Vizag roads.
TRP02413,One Town,PM Palem Public Park,PM Palem,13,32 mins,Rs 115,Rs 160,Rs 235,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from One Town to PM Palem Public Park in PM Palem. Distance approx 13 km with medium traffic. Route via major Vizag roads.
TRP02414,One Town,Rushikonda Bay Park,Rushikonda,17,43 mins,Rs 145,Rs 210,Rs 290,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from One Town to Rushikonda Bay Park in Rushikonda. Distance approx 17 km with medium traffic. Route via major Vizag roads.
TRP02415,One Town,Rushikonda Beach Park,Rushikonda,18,46 mins,Rs 155,Rs 220,Rs 305,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from One Town to Rushikonda Beach Park in Rushikonda. Distance approx 18 km with medium traffic. Route via major Vizag roads.
TRP02416,One Town,Rushikonda Green Garden,Rushikonda,16,40 mins,Rs 135,Rs 200,Rs 275,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from One Town to Rushikonda Green Garden in Rushikonda. Distance approx 16 km with medium traffic. Route via major Vizag roads.
TRP02417,One Town,Rushikonda Hill Garden,Rushikonda,17,43 mins,Rs 145,Rs 210,Rs 290,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from One Town to Rushikonda Hill Garden in Rushikonda. Distance approx 17 km with medium traffic. Route via major Vizag roads.
TRP02418,One Town,Rushikonda Ocean Park,Rushikonda,18,46 mins,Rs 155,Rs 220,Rs 305,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from One Town to Rushikonda Ocean Park in Rushikonda. Distance approx 18 km with medium traffic. Route via major Vizag roads.
TRP02419,One Town,Rushikonda Palm Park,Rushikonda,16,40 mins,Rs 135,Rs 200,Rs 275,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from One Town to Rushikonda Palm Park in Rushikonda. Distance approx 16 km with medium traffic. Route via major Vizag roads.
TRP02420,One Town,Seaside Green Park,Visakhapatnam,4,10 mins,Rs 40,Rs 55,Rs 110,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","Visakhapatnam City Center, GVMC Office",Travel from One Town to Seaside Green Park in Visakhapatnam. Distance approx 4 km with high traffic. Route via major Vizag roads.
TRP02421,One Town,Seethammadhara Botanical Garden,Seethammadhara,7,18 mins,Rs 65,Rs 90,Rs 150,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from One Town to Seethammadhara Botanical Garden in Seethammadhara. Distance approx 7 km with high traffic. Route via major Vizag roads.
TRP02422,One Town,Seethammadhara Eco Garden,Seethammadhara,5,12 mins,Rs 50,Rs 65,Rs 120,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from One Town to Seethammadhara Eco Garden in Seethammadhara. Distance approx 5 km with high traffic. Route via major Vizag roads.
TRP02423,One Town,Seethammadhara Family Park,Seethammadhara,6,15 mins,Rs 55,Rs 80,Rs 135,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from One Town to Seethammadhara Family Park in Seethammadhara. Distance approx 6 km with high traffic. Route via major Vizag roads.
TRP02424,One Town,Seethammadhara Lake View Park,Seethammadhara,7,18 mins,Rs 65,Rs 90,Rs 150,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from One Town to Seethammadhara Lake View Park in Seethammadhara. Distance approx 7 km with high traffic. Route via major Vizag roads.
TRP02425,One Town,Seethammadhara Sunrise Park,Seethammadhara,5,12 mins,Rs 50,Rs 65,Rs 120,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from One Town to Seethammadhara Sunrise Park in Seethammadhara. Distance approx 5 km with high traffic. Route via major Vizag roads.
TRP02426,One Town,Seethammadhara Valley Garden,Seethammadhara,6,15 mins,Rs 55,Rs 80,Rs 135,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from One Town to Seethammadhara Valley Garden in Seethammadhara. Distance approx 6 km with high traffic. Route via major Vizag roads.
TRP02427,One Town,Simhachalam Eco Park,Simhachalam,23,58 mins,Rs 195,Rs 280,Rs 375,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Simhachalam Temple, Simhachalam Bus Stop",Travel from One Town to Simhachalam Eco Park in Simhachalam. Distance approx 23 km with medium traffic. Route via major Vizag roads.
TRP02428,One Town,Simhachalam Green Valley,Simhachalam,21,52 mins,Rs 175,Rs 260,Rs 345,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Simhachalam Temple, Simhachalam Bus Stop",Travel from One Town to Simhachalam Green Valley in Simhachalam. Distance approx 21 km with medium traffic. Route via major Vizag roads.
TRP02429,One Town,Simhachalam Heritage Garden,Simhachalam,22,55 mins,Rs 185,Rs 270,Rs 360,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Simhachalam Temple, Simhachalam Bus Stop",Travel from One Town to Simhachalam Heritage Garden in Simhachalam. Distance approx 22 km with medium traffic. Route via major Vizag roads.
TRP02430,One Town,Simhachalam Hill Park,Simhachalam,23,58 mins,Rs 195,Rs 280,Rs 375,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Simhachalam Temple, Simhachalam Bus Stop",Travel from One Town to Simhachalam Hill Park in Simhachalam. Distance approx 23 km with medium traffic. Route via major Vizag roads.
TRP02431,One Town,Simhachalam Nature Valley,Simhachalam,21,52 mins,Rs 175,Rs 260,Rs 345,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Simhachalam Temple, Simhachalam Bus Stop",Travel from One Town to Simhachalam Nature Valley in Simhachalam. Distance approx 21 km with medium traffic. Route via major Vizag roads.
TRP02432,One Town,Simhachalam Public Park,Simhachalam,22,55 mins,Rs 185,Rs 270,Rs 360,Medium,Cab,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Simhachalam Temple, Simhachalam Bus Stop",Travel from One Town to Simhachalam Public Park in Simhachalam. Distance approx 22 km with medium traffic. Route via major Vizag roads.
TRP02433,One Town,Steel City Eco Park,Steel City,12,31 mins,Rs 105,Rs 150,Rs 220,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RINL Steel Plant Gate, RSP Township, BHPV Colony",Travel from One Town to Steel City Eco Park in Steel City. Distance approx 12 km with medium traffic. Route via major Vizag roads.
TRP02434,One Town,Steel Plant Botanical Garden,Steel Plant,10,25 mins,Rs 90,Rs 125,Rs 190,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RINL Steel Plant Gate, RSP Township, BHPV Colony",Travel from One Town to Steel Plant Botanical Garden in Steel Plant. Distance approx 10 km with medium traffic. Route via major Vizag roads.
TRP02435,One Town,Steel Plant Green Park,Steel Plant,11,28 mins,Rs 95,Rs 140,Rs 205,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RINL Steel Plant Gate, RSP Township, BHPV Colony",Travel from One Town to Steel Plant Green Park in Steel Plant. Distance approx 11 km with medium traffic. Route via major Vizag roads.
TRP02436,One Town,Steel Plant Lake View Park,Steel Plant,12,31 mins,Rs 105,Rs 150,Rs 220,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RINL Steel Plant Gate, RSP Township, BHPV Colony",Travel from One Town to Steel Plant Lake View Park in Steel Plant. Distance approx 12 km with medium traffic. Route via major Vizag roads.
TRP02437,One Town,Yendada Eco Valley,Yendada,16,40 mins,Rs 135,Rs 200,Rs 275,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Yendada Junction, Sheelanagar, Mangamaripeta",Travel from One Town to Yendada Eco Valley in Yendada. Distance approx 16 km with medium traffic. Route via major Vizag roads.
TRP02438,One Town,Yendada Hill View Park,Yendada,17,43 mins,Rs 145,Rs 210,Rs 290,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Yendada Junction, Sheelanagar, Mangamaripeta",Travel from One Town to Yendada Hill View Park in Yendada. Distance approx 17 km with medium traffic. Route via major Vizag roads.
TRP02439,One Town,Yendada Nature Garden,Yendada,18,46 mins,Rs 155,Rs 220,Rs 305,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Yendada Junction, Sheelanagar, Mangamaripeta",Travel from One Town to Yendada Nature Garden in Yendada. Distance approx 18 km with medium traffic. Route via major Vizag roads.
TRP02440,One Town,Yendada Public Garden,Yendada,16,40 mins,Rs 135,Rs 200,Rs 275,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Yendada Junction, Sheelanagar, Mangamaripeta",Travel from One Town to Yendada Public Garden in Yendada. Distance approx 16 km with medium traffic. Route via major Vizag roads.
TRP02441,One Town,Yendada Sunrise Park,Yendada,17,43 mins,Rs 145,Rs 210,Rs 290,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Yendada Junction, Sheelanagar, Mangamaripeta",Travel from One Town to Yendada Sunrise Park in Yendada. Distance approx 17 km with medium traffic. Route via major Vizag roads.
TRP02442,One Town,Yendada Valley Park,Yendada,18,46 mins,Rs 155,Rs 220,Rs 305,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Yendada Junction, Sheelanagar, Mangamaripeta",Travel from One Town to Yendada Valley Park in Yendada. Distance approx 18 km with medium traffic. Route via major Vizag roads.
TRP02443,Poorna Market,All Abilities Park,Beach Road,2,5 mins,Rs 25,Rs 30,Rs 80,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","RK Beach, Appughar, Submarine Museum, INS Kurusura",Travel from Poorna Market to All Abilities Park in Beach Road. Distance approx 2 km with high traffic. Route via major Vizag roads.
TRP02444,Poorna Market,Biodiversity Park Botanical Garden,Pedda Waltair,5,12 mins,Rs 50,Rs 65,Rs 120,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","Pedda Waltair, AU Campus, Bheemunipatnam Road",Travel from Poorna Market to Biodiversity Park Botanical Garden in Pedda Waltair. Distance approx 5 km with high traffic. Route via major Vizag roads.
TRP02445,Poorna Market,Children Traffic Park,MVP Colony,6,15 mins,Rs 55,Rs 80,Rs 135,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","MVP Water Tank, MVP Market, Rythu Bazaar",Travel from Poorna Market to Children Traffic Park in MVP Colony. Distance approx 6 km with high traffic. Route via major Vizag roads.
TRP02446,Poorna Market,Dragon Park,Chinna Waltair,2,5 mins,Rs 25,Rs 30,Rs 80,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","Chinna Waltair Road, Visakha Museum, AU Hill",Travel from Poorna Market to Dragon Park in Chinna Waltair. Distance approx 2 km with high traffic. Route via major Vizag roads.
TRP02447,Poorna Market,Gokul Park,Beach Road,3,8 mins,Rs 35,Rs 40,Rs 95,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","RK Beach, Appughar, Submarine Museum, INS Kurusura",Travel from Poorna Market to Gokul Park in Beach Road. Distance approx 3 km with high traffic. Route via major Vizag roads.
TRP02448,Poorna Market,Indira Gandhi Children Park,Maharani Peta,4,11 mins,Rs 40,Rs 55,Rs 110,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","Maharani Peta, Town Hall, Post Office Road",Travel from Poorna Market to Indira Gandhi Children Park in Maharani Peta. Distance approx 4 km with high traffic. Route via major Vizag roads.
TRP02449,Poorna Market,Indira Gandhi Zoological Park,NH16 Road,13,32 mins,Rs 115,Rs 160,Rs 235,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Indira Gandhi Zoo, Kambalakonda, NH16",Travel from Poorna Market to Indira Gandhi Zoological Park in NH16 Road. Distance approx 13 km with medium traffic. Route via major Vizag roads.
TRP02450,Poorna Market,Kambalakonda Eco Tourism Park,Kambalakonda,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Kambalakonda Reserve Forest, Indira Gandhi Zoo, NH16",Travel from Poorna Market to Kambalakonda Eco Tourism Park in Kambalakonda. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP02451,Poorna Market,Lumbini Park,Beach Road,4,11 mins,Rs 40,Rs 55,Rs 110,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","RK Beach, Appughar, Submarine Museum, INS Kurusura",Travel from Poorna Market to Lumbini Park in Beach Road. Distance approx 4 km with high traffic. Route via major Vizag roads.
TRP02452,Poorna Market,Mudasarlova Park,Hanumanthavaka,4,12 mins,Rs 40,Rs 55,Rs 110,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Mudasarlova Reservoir, Hanumanthuwaka Junction",Travel from Poorna Market to Mudasarlova Park in Hanumanthavaka. Distance approx 4 km with medium traffic. Route via major Vizag roads.
TRP02453,Poorna Market,Radha Krishna Beach Park,RK Beach,3,8 mins,Rs 35,Rs 40,Rs 95,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","RK Beach, Appughar, Submarine Museum, INS Kurusura",Travel from Poorna Market to Radha Krishna Beach Park in RK Beach. Distance approx 3 km with high traffic. Route via major Vizag roads.
TRP02454,Poorna Market,Sagar Nagar View Point Park,Sagar Nagar,17,43 mins,Rs 145,Rs 210,Rs 290,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Sagar Nagar Beach, Vizag Lighthouse, RK Beach",Travel from Poorna Market to Sagar Nagar View Point Park in Sagar Nagar. Distance approx 17 km with medium traffic. Route via major Vizag roads.
TRP02455,Poorna Market,Saraswathi Park,Daba Gardens,2,5 mins,Rs 25,Rs 30,Rs 80,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","Daba Gardens, Gnanapuram, Town Hall",Travel from Poorna Market to Saraswathi Park in Daba Gardens. Distance approx 2 km with high traffic. Route via major Vizag roads.
TRP02456,Poorna Market,Shivaji Park,MVP Colony,5,12 mins,Rs 50,Rs 65,Rs 120,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","MVP Water Tank, MVP Market, Rythu Bazaar",Travel from Poorna Market to Shivaji Park in MVP Colony. Distance approx 5 km with high traffic. Route via major Vizag roads.
TRP02457,Poorna Market,Tenneti Park,Beach Road,4,11 mins,Rs 40,Rs 55,Rs 110,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","RK Beach, Appughar, Submarine Museum, INS Kurusura",Travel from Poorna Market to Tenneti Park in Beach Road. Distance approx 4 km with high traffic. Route via major Vizag roads.
TRP02458,Poorna Market,VMRDA Kailasagiri,Kailasagiri,4,12 mins,Rs 40,Rs 55,Rs 110,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Kailasagiri Ropeway, Shiva-Parvati Statue, Sea View Point",Travel from Poorna Market to VMRDA Kailasagiri in Kailasagiri. Distance approx 4 km with medium traffic. Route via major Vizag roads.
TRP02459,Poorna Market,VMRDA Park (VUDA Park),Beach Road,3,8 mins,Rs 35,Rs 40,Rs 95,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","RK Beach, Appughar, Submarine Museum, INS Kurusura",Travel from Poorna Market to VMRDA Park (VUDA Park) in Beach Road. Distance approx 3 km with high traffic. Route via major Vizag roads.
TRP02460,Poorna Market,YSR Central Park,Dwaraka Nagar,6,15 mins,Rs 55,Rs 80,Rs 135,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","Dwaraka Nagar Circle, Central Park, RTC Complex",Travel from Poorna Market to YSR Central Park in Dwaraka Nagar. Distance approx 6 km with high traffic. Route via major Vizag roads.
TRP02461,Poorna Market,Zen Park,CBM Compound / Ram Nagar,2,5 mins,Rs 25,Rs 30,Rs 80,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","CBM Compound, Ram Nagar, Gitam College",Travel from Poorna Market to Zen Park in CBM Compound / Ram Nagar. Distance approx 2 km with high traffic. Route via major Vizag roads.
TRP02462,Poorna Market,Akkayyapalem Children Park,Akkayyapalem,5,12 mins,Rs 50,Rs 65,Rs 120,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","Akkayyapalem Junction, Seethammadhara Flyover",Travel from Poorna Market to Akkayyapalem Children Park in Akkayyapalem. Distance approx 5 km with high traffic. Route via major Vizag roads.
TRP02463,Poorna Market,Akkayyapalem Mini Park,Akkayyapalem,6,15 mins,Rs 55,Rs 80,Rs 135,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","Akkayyapalem Junction, Seethammadhara Flyover",Travel from Poorna Market to Akkayyapalem Mini Park in Akkayyapalem. Distance approx 6 km with high traffic. Route via major Vizag roads.
TRP02464,Poorna Market,Akkayyapalem Recreation Park,Akkayyapalem,4,9 mins,Rs 40,Rs 55,Rs 110,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","Akkayyapalem Junction, Seethammadhara Flyover",Travel from Poorna Market to Akkayyapalem Recreation Park in Akkayyapalem. Distance approx 4 km with high traffic. Route via major Vizag roads.
TRP02465,Poorna Market,Akkayyapalem Urban Garden,Akkayyapalem,5,12 mins,Rs 50,Rs 65,Rs 120,High,Rapido Bike,"8-10 AM, 5-8 PM","11 AM-4 PM, after 9 PM","Akkayyapalem Junction, Seethammadhara Flyover",Travel from Poorna Market to Akkayyapalem Urban Garden in Akkayyapalem. Distance approx 5 km with high traffic. Route via major Vizag roads.
TRP02466,Poorna Market,Arilova Children Park,Arilova,13,33 mins,Rs 115,Rs 160,Rs 235,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Arilova Main Road, GVMC Office, NAD Junction",Travel from Poorna Market to Arilova Children Park in Arilova. Distance approx 13 km with medium traffic. Route via major Vizag roads.
TRP02467,Poorna Market,Arilova City Garden,Arilova,11,27 mins,Rs 95,Rs 140,Rs 205,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Arilova Main Road, GVMC Office, NAD Junction",Travel from Poorna Market to Arilova City Garden in Arilova. Distance approx 11 km with medium traffic. Route via major Vizag roads.
TRP02468,Poorna Market,Arilova Green Valley Park,Arilova,12,30 mins,Rs 105,Rs 150,Rs 220,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Arilova Main Road, GVMC Office, NAD Junction",Travel from Poorna Market to Arilova Green Valley Park in Arilova. Distance approx 12 km with medium traffic. Route via major Vizag roads.
