route_id,source_area,park_name,park_area,nearest_bus_stop,bus_number,bus_type,major_stops,distance_km,estimated_duration,ticket_price,first_bus,last_bus,frequency_minutes,walking_distance_from_stop_km,tourist_friendly,description
VSK-3082,NAD Junction,Simhachalam Hill Park,Simhachalam,Simhachalam Bus Stop,400,City Ordinary,NAD Junction Jagadamba Siripuram RK Beach Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from NAD Junction to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Hill Park in Simhachalam."
VSK-3083,One Town,Simhachalam Hill Park,Simhachalam,Simhachalam Bus Stop,60,City Ordinary,One Town RTC Complex Dwaraka Nagar Jagadamba Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 60 from One Town to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Hill Park in Simhachalam."
VSK-3084,PM Palem,Simhachalam Hill Park,Simhachalam,Simhachalam Bus Stop,301,City Ordinary,PM Palem Madhurawada Seethammadhara MVP Colony Simhachalam,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 301 from PM Palem to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Hill Park in Simhachalam."
VSK-3085,Pendurthi,Simhachalam Hill Park,Simhachalam,Simhachalam Bus Stop,104,City Ordinary,Pendurthi Gopalapatnam Kommadi Madhurawada Simhachalam,20,60 mins,25,0530,2200,30,0.2,Yes,"Take APSRTC bus 104 from Pendurthi to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Hill Park in Simhachalam."
VSK-3086,Poorna Market,Simhachalam Hill Park,Simhachalam,Simhachalam Bus Stop,60,City Ordinary,Poorna Market Jagadamba Siripuram RK Beach Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 60 from Poorna Market to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Hill Park in Simhachalam."
VSK-3087,RK Beach,Simhachalam Hill Park,Simhachalam,Simhachalam Bus Stop,500,City Ordinary,RK Beach Jagadamba Siripuram Dwaraka Nagar Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 500 from RK Beach to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Hill Park in Simhachalam."
VSK-3088,RTC Complex,Simhachalam Hill Park,Simhachalam,Simhachalam Bus Stop,500,City Ordinary,RTC Complex Dwaraka Nagar Jagadamba Siripuram Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 500 from RTC Complex to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Hill Park in Simhachalam."
VSK-3089,Railway Station,Simhachalam Hill Park,Simhachalam,Simhachalam Bus Stop,60,City Ordinary,Railway Station RTC Complex Dwaraka Nagar Jagadamba Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 60 from Railway Station to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Hill Park in Simhachalam."
VSK-3090,Rushikonda,Simhachalam Hill Park,Simhachalam,Simhachalam Bus Stop,300,City Ordinary,Rushikonda Madhurawada MVP Colony Seethammadhara Simhachalam,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 300 from Rushikonda to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Hill Park in Simhachalam."
VSK-3091,Scindia,Simhachalam Hill Park,Simhachalam,Simhachalam Bus Stop,300,City Ordinary,Scindia Madhurawada PM Palem MVP Colony Simhachalam,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 300 from Scindia to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Hill Park in Simhachalam."
VSK-3092,Seethammadhara,Simhachalam Hill Park,Simhachalam,Simhachalam Bus Stop,205,City Ordinary,Seethammadhara MVP Colony Maddilapalem Jagadamba Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 205 from Seethammadhara to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Hill Park in Simhachalam."
VSK-3093,Siripuram,Simhachalam Hill Park,Simhachalam,Simhachalam Bus Stop,500,City Ordinary,Siripuram Jagadamba RK Beach Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 500 from Siripuram to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Hill Park in Simhachalam."
VSK-3094,Steel Plant,Simhachalam Hill Park,Simhachalam,Simhachalam Bus Stop,400,City Ordinary,Steel Plant NAD Junction Jagadamba Siripuram Simhachalam,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 400 from Steel Plant to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Hill Park in Simhachalam."
VSK-3095,Airport,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,410,City Ordinary,Airport Kommadi Madhurawada MVP Colony Simhachalam,20,60 mins,25,0530,2200,30,0.2,Yes,"Take APSRTC bus 410 from Airport to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3096,Arilova,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,400,City Ordinary,Arilova Gajuwaka Steel Plant NAD Junction Simhachalam,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 400 from Arilova to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3097,Asilmetta,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,505,City Ordinary,Asilmetta Dwaraka Nagar RTC Complex Jagadamba Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 505 from Asilmetta to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3098,Auto Nagar,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,400,City Ordinary,Auto Nagar Gajuwaka Steel Plant NAD Junction Simhachalam,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 400 from Auto Nagar to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3099,Beach Road,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,500,City Ordinary,Beach Road RK Beach Jagadamba Siripuram Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 500 from Beach Road to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3100,Dwaraka Nagar,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,503,City Ordinary,Dwaraka Nagar RTC Complex Jagadamba Siripuram Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 503 from Dwaraka Nagar to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3101,Gajuwaka,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,400,City Ordinary,Gajuwaka Junction Steel Plant NAD Junction Jagadamba Siripuram Simhachalam,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 400 from Gajuwaka to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3102,Gopalapatnam,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,410,City Ordinary,Gopalapatnam Kommadi Madhurawada MVP Colony Simhachalam,20,60 mins,25,0530,2200,30,0.2,Yes,"Take APSRTC bus 410 from Gopalapatnam to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3103,Hanumanthuwaka,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,400,City Ordinary,Hanumanthuwaka Gajuwaka NAD Junction Jagadamba Simhachalam,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 400 from Hanumanthuwaka to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3104,Jagadamba,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,500,City Ordinary,Jagadamba Siripuram RK Beach Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 500 from Jagadamba to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3105,Kailasagiri,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,500E,Express,Kailasagiri Lawsons Bay RK Beach Jagadamba Simhachalam,15,45 mins,20,0600,2100,30,0.2,Yes,"Take APSRTC bus 500E from Kailasagiri to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3106,Kommadi,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,401,City Ordinary,Kommadi Junction Madhurawada MVP Colony Seethammadhara Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 401 from Kommadi to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3107,Kurmannapalem,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,106,City Ordinary,Kurmannapalem Gopalapatnam Kommadi Madhurawada Simhachalam,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 106 from Kurmannapalem to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3108,Lawsons Bay,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,500,City Ordinary,Lawsons Bay Kailasagiri RK Beach Jagadamba Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 500 from Lawsons Bay to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3109,MVP Colony,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,202,City Ordinary,MVP Colony Seethammadhara Maddilapalem Jagadamba Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 202 from MVP Colony to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3110,Maddilapalem,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,203,City Ordinary,Maddilapalem Seethammadhara MVP Colony Jagadamba Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 203 from Maddilapalem to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3111,Madhurawada,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,300,City Ordinary,Madhurawada PM Palem MVP Colony Seethammadhara Simhachalam,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 300 from Madhurawada to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3112,NAD Junction,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,400,City Ordinary,NAD Junction Jagadamba Siripuram RK Beach Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from NAD Junction to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3113,One Town,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,60,City Ordinary,One Town RTC Complex Dwaraka Nagar Jagadamba Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 60 from One Town to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3114,PM Palem,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,301,City Ordinary,PM Palem Madhurawada Seethammadhara MVP Colony Simhachalam,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 301 from PM Palem to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3115,Pendurthi,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,104,City Ordinary,Pendurthi Gopalapatnam Kommadi Madhurawada Simhachalam,20,60 mins,25,0530,2200,30,0.2,Yes,"Take APSRTC bus 104 from Pendurthi to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3116,Poorna Market,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,60,City Ordinary,Poorna Market Jagadamba Siripuram RK Beach Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 60 from Poorna Market to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3117,RK Beach,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,500,City Ordinary,RK Beach Jagadamba Siripuram Dwaraka Nagar Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 500 from RK Beach to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3118,RTC Complex,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,500,City Ordinary,RTC Complex Dwaraka Nagar Jagadamba Siripuram Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 500 from RTC Complex to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3119,Railway Station,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,60,City Ordinary,Railway Station RTC Complex Dwaraka Nagar Jagadamba Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 60 from Railway Station to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3120,Rushikonda,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,300,City Ordinary,Rushikonda Madhurawada MVP Colony Seethammadhara Simhachalam,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 300 from Rushikonda to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3121,Scindia,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,300,City Ordinary,Scindia Madhurawada PM Palem MVP Colony Simhachalam,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 300 from Scindia to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3122,Seethammadhara,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,205,City Ordinary,Seethammadhara MVP Colony Maddilapalem Jagadamba Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 205 from Seethammadhara to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3123,Siripuram,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,500,City Ordinary,Siripuram Jagadamba RK Beach Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 500 from Siripuram to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3124,Steel Plant,Simhachalam Nature Valley,Simhachalam,Simhachalam Bus Stop,400,City Ordinary,Steel Plant NAD Junction Jagadamba Siripuram Simhachalam,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 400 from Steel Plant to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Nature Valley in Simhachalam."
VSK-3125,Airport,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,410,City Ordinary,Airport Kommadi Madhurawada MVP Colony Simhachalam,20,60 mins,25,0530,2200,30,0.2,Yes,"Take APSRTC bus 410 from Airport to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3126,Arilova,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,400,City Ordinary,Arilova Gajuwaka Steel Plant NAD Junction Simhachalam,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 400 from Arilova to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3127,Asilmetta,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,505,City Ordinary,Asilmetta Dwaraka Nagar RTC Complex Jagadamba Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 505 from Asilmetta to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3128,Auto Nagar,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,400,City Ordinary,Auto Nagar Gajuwaka Steel Plant NAD Junction Simhachalam,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 400 from Auto Nagar to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3129,Beach Road,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,500,City Ordinary,Beach Road RK Beach Jagadamba Siripuram Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 500 from Beach Road to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3130,Dwaraka Nagar,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,503,City Ordinary,Dwaraka Nagar RTC Complex Jagadamba Siripuram Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 503 from Dwaraka Nagar to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3131,Gajuwaka,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,400,City Ordinary,Gajuwaka Junction Steel Plant NAD Junction Jagadamba Siripuram Simhachalam,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 400 from Gajuwaka to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3132,Gopalapatnam,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,410,City Ordinary,Gopalapatnam Kommadi Madhurawada MVP Colony Simhachalam,20,60 mins,25,0530,2200,30,0.2,Yes,"Take APSRTC bus 410 from Gopalapatnam to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3133,Hanumanthuwaka,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,400,City Ordinary,Hanumanthuwaka Gajuwaka NAD Junction Jagadamba Simhachalam,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 400 from Hanumanthuwaka to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3134,Jagadamba,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,500,City Ordinary,Jagadamba Siripuram RK Beach Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 500 from Jagadamba to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3135,Kailasagiri,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,500E,Express,Kailasagiri Lawsons Bay RK Beach Jagadamba Simhachalam,15,45 mins,20,0600,2100,30,0.2,Yes,"Take APSRTC bus 500E from Kailasagiri to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3136,Kommadi,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,401,City Ordinary,Kommadi Junction Madhurawada MVP Colony Seethammadhara Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 401 from Kommadi to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3137,Kurmannapalem,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,106,City Ordinary,Kurmannapalem Gopalapatnam Kommadi Madhurawada Simhachalam,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 106 from Kurmannapalem to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3138,Lawsons Bay,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,500,City Ordinary,Lawsons Bay Kailasagiri RK Beach Jagadamba Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 500 from Lawsons Bay to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3139,MVP Colony,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,202,City Ordinary,MVP Colony Seethammadhara Maddilapalem Jagadamba Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 202 from MVP Colony to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3140,Maddilapalem,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,203,City Ordinary,Maddilapalem Seethammadhara MVP Colony Jagadamba Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 203 from Maddilapalem to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3141,Madhurawada,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,300,City Ordinary,Madhurawada PM Palem MVP Colony Seethammadhara Simhachalam,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 300 from Madhurawada to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3142,NAD Junction,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,400,City Ordinary,NAD Junction Jagadamba Siripuram RK Beach Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from NAD Junction to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3143,One Town,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,60,City Ordinary,One Town RTC Complex Dwaraka Nagar Jagadamba Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 60 from One Town to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3144,PM Palem,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,301,City Ordinary,PM Palem Madhurawada Seethammadhara MVP Colony Simhachalam,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 301 from PM Palem to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3145,Pendurthi,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,104,City Ordinary,Pendurthi Gopalapatnam Kommadi Madhurawada Simhachalam,20,60 mins,25,0530,2200,30,0.2,Yes,"Take APSRTC bus 104 from Pendurthi to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3146,Poorna Market,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,60,City Ordinary,Poorna Market Jagadamba Siripuram RK Beach Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 60 from Poorna Market to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3147,RK Beach,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,500,City Ordinary,RK Beach Jagadamba Siripuram Dwaraka Nagar Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 500 from RK Beach to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3148,RTC Complex,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,500,City Ordinary,RTC Complex Dwaraka Nagar Jagadamba Siripuram Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 500 from RTC Complex to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3149,Railway Station,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,60,City Ordinary,Railway Station RTC Complex Dwaraka Nagar Jagadamba Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 60 from Railway Station to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3150,Rushikonda,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,300,City Ordinary,Rushikonda Madhurawada MVP Colony Seethammadhara Simhachalam,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 300 from Rushikonda to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3151,Scindia,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,300,City Ordinary,Scindia Madhurawada PM Palem MVP Colony Simhachalam,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 300 from Scindia to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3152,Seethammadhara,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,205,City Ordinary,Seethammadhara MVP Colony Maddilapalem Jagadamba Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 205 from Seethammadhara to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3153,Siripuram,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,500,City Ordinary,Siripuram Jagadamba RK Beach Simhachalam,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 500 from Siripuram to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3154,Steel Plant,Simhachalam Public Park,Simhachalam,Simhachalam Bus Stop,400,City Ordinary,Steel Plant NAD Junction Jagadamba Siripuram Simhachalam,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 400 from Steel Plant to Simhachalam Bus Stop, then walk 0.2 km to Simhachalam Public Park in Simhachalam."
VSK-3155,Airport,Steel City Eco Park,Steel City,Steel Plant Gate Bus Stop,410,City Ordinary,Airport Kommadi Madhurawada MVP Colony Steel City,20,60 mins,25,0530,2200,30,0.2,Yes,"Take APSRTC bus 410 from Airport to Steel Plant Gate Bus Stop, then walk 0.2 km to Steel City Eco Park in Steel City."
VSK-3156,Arilova,Steel City Eco Park,Steel City,Steel Plant Gate Bus Stop,400,City Ordinary,Arilova Gajuwaka Steel Plant NAD Junction Steel City,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 400 from Arilova to Steel Plant Gate Bus Stop, then walk 0.2 km to Steel City Eco Park in Steel City."
VSK-3157,Asilmetta,Steel City Eco Park,Steel City,Steel Plant Gate Bus Stop,505,City Ordinary,Asilmetta Dwaraka Nagar RTC Complex Jagadamba Steel City,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 505 from Asilmetta to Steel Plant Gate Bus Stop, then walk 0.2 km to Steel City Eco Park in Steel City."
VSK-3158,Auto Nagar,Steel City Eco Park,Steel City,Steel Plant Gate Bus Stop,400,City Ordinary,Auto Nagar Gajuwaka Steel Plant NAD Junction Steel City,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 400 from Auto Nagar to Steel Plant Gate Bus Stop, then walk 0.2 km to Steel City Eco Park in Steel City."
VSK-3159,Beach Road,Steel City Eco Park,Steel City,Steel Plant Gate Bus Stop,500,City Ordinary,Beach Road RK Beach Jagadamba Siripuram Steel City,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 500 from Beach Road to Steel Plant Gate Bus Stop, then walk 0.2 km to Steel City Eco Park in Steel City."
VSK-3160,Dwaraka Nagar,Steel City Eco Park,Steel City,Steel Plant Gate Bus Stop,503,City Ordinary,Dwaraka Nagar RTC Complex Jagadamba Siripuram Steel City,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 503 from Dwaraka Nagar to Steel Plant Gate Bus Stop, then walk 0.2 km to Steel City Eco Park in Steel City."
