title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,url,categoryName,openingTime,closingTime,timingDetails,darshanFee,specialDarshanFee,entryDetails,expectedBudget,mainGod,speciality,dressCode,bestTimeToVisit,prasadamAvailable,festivalsCelebrated,parkingAvailability,photographyAllowed,crowdLevel,nearbyAttractions,googleMapsUrl,verificationStatus
MercuryLingam Temple Pamula Narsaiah,5.0,1.0,"P869+XGW, Beach Rd",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=MercuryLingam%20Temple%20Pamula%20Narsaiah&query_place_id=ChIJR1QQTOFDOToRUZPZ1xlXlhQ,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Shiva,Popular Shiva temple with regular abhishekam poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Maha Shivaratri, Mondays, Karthika Masam",Available – udi (holy ash) prasadam; sweet prasadam,"Maha Shivaratri, Karthika Masam, Navaratri",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"RK Beach (1 km), Submarine Museum (2 km), Kailasagiri (6 km)",https://www.google.com/maps/search/?api=1&query=MercuryLingam%20Temple%20Pamula%20Narsaiah%20Visakhapatnam,Timing needs local confirmation
Sri Lalitha Peetham ( శ్రీ సిద్ధేశ్వరి పీఠ పాలిత శ్రీ లలితా పీఠం),4.8,376.0,P8J2+8R5,Visakhapatnam,Andhra Pradesh,IN,https://www.siddheswaripeetham.org/present-swamiji/sri-lalitha-peetham/,+91 98492 86779,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Sri%20Lalitha%20Peetham%20(%20%E0%B0%B6%E0%B1%8D%E0%B0%B0%E0%B1%80%20%E0%B0%B8%E0%B0%BF%E0%B0%A6%E0%B1%8D%E0%B0%A7%E0%B1%87%E0%B0%B6%E0%B1%8D%E0%B0%B5%E0%B0%B0%E0%B0%BF%20%E0%B0%AA%E0%B1%80%E0%B0%A0%20%E0%B0%AA%E0%B0%BE%E0%B0%B2%E0%B0%BF%E0%B0%A4%20%E0%B0%B6%E0%B1%8D%E0%B0%B0%E0%B1%80%20%E0%B0%B2%E0%B0%B2%E0%B0%BF%E0%B0%A4%E0%B0%BE%20%E0%B0%AA%E0%B1%80%E0%B0%A0%E0%B0%82)&query_place_id=ChIJ9zzat1JDOToRD6BIuJEGY7w,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Goddess Parvathi,Local temple serving the community with daily poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Major Hindu festivals, Temple anniversary",Limited street parking available,Allowed outside; restricted inside sanctum,Medium; High during festivals,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Sri%20Lalitha%20Peetham%20%28%20%E0%B0%B6%E0%B1%8D%E0%B0%B0%E0%B1%80%20%E0%B0%B8%E0%B0%BF%E0%B0%A6%E0%B1%8D%E0%B0%A7%E0%B1%87%E0%B0%B6%E0%B1%8D%E0%B0%B5%E0%B0%B0%E0%B0%BF%20%E0%B0%AA%E0%B1%80%E0%B0%A0%20%E0%B0%AA%E0%B0%BE%E0%B0%B2%E0%B0%BF%E0%B0%A4%20%E0%B0%B6%E0%B1%8D%E0%B0%B0%E0%B1%80%20%E0%B0%B2%E0%B0%B2%E0%B0%BF%E0%B0%A4%E0%B0%BE%20%E0%B0%AA%E0%B1%80%E0%B0%A0%E0%B0%82%29%20Visakhapatnam,Estimated local temple details
Sri Thondam Vinayakudi Temple,4.7,104.0,P8J2+XJC,Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Sri%20Thondam%20Vinayakudi%20Temple&query_place_id=ChIJtRQTgC9DOToRNImB71QPWDg,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Presiding deity of the temple,Local temple serving the community with daily poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Major Hindu festivals, Temple anniversary",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Sri%20Thondam%20Vinayakudi%20Temple%20Visakhapatnam,Timing needs local confirmation
Shyamala Devi Temple,4.8,27.0,P8J2+6VF,Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Shyamala%20Devi%20Temple&query_place_id=ChIJzfvqCCVDOToRZUI8Naqx-nY,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Goddess (Ammavari Devi),Local temple serving the community with daily poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Major Hindu festivals, Temple anniversary",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Shyamala%20Devi%20Temple%20Visakhapatnam,Timing needs local confirmation
Sri Venugopala Swamy Temple,4.5,220.0,"H No: 45-40, 35/2, Akkayyapalem Main Rd",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Sri%20Venugopala%20Swamy%20Temple&query_place_id=ChIJlUZfuy5DOToRc-EuTeTNF0E,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Sri Venkateswara Swamy (Lord Vishnu),Local temple serving the community with daily poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Brahmotsavam, Vaikunta Ekadasi, Navaratri",Limited street parking available,Allowed outside; restricted inside sanctum,Medium; High during festivals,"MVP Colony, Siripuram, RK Beach (5 km)",https://www.google.com/maps/search/?api=1&query=Sri%20Venugopala%20Swamy%20Temple%20Visakhapatnam,Estimated local temple details
Lakshmi ganapati temple,4.5,2.0,P8G5+JRJ,Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Lakshmi%20ganapati%20temple&query_place_id=ChIJ13xAnRlDOToRrJ8X-29bhCI,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Ganesha (Vinayaka),Popular Ganesh temple; especially crowded on Vinayaka Chaturthi,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Tuesdays, Vinayaka Chaturthi, early morning",Available,"Vinayaka Chaturthi, Sankashti Chaturthi, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Lakshmi%20ganapati%20temple%20Visakhapatnam,Timing needs local confirmation
Hindu Temples,4.0,4.0,"14-26-11, Angati Street, Maharani Peta",Visakhapatnam,Andhra Pradesh,IN,,+91 97053 35095,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Hindu%20Temples&query_place_id=ChIJ94OANhBDOToRd5GypKYhDWo,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Presiding deity of the temple,Local temple serving the community with daily poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Major Hindu festivals, Temple anniversary",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Hindu%20Temples%20Visakhapatnam,Timing needs local confirmation
Sri Sri Chintamani Ganesh Temple,4.7,19.0,"No 46/15/40, Kummari Vari St",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Sri%20Sri%20Chintamani%20Ganesh%20Temple&query_place_id=ChIJTxKl8thCOToRLTM8YkO36vM,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Ganesha (Vinayaka),Popular Ganesh temple; especially crowded on Vinayaka Chaturthi,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Tuesdays, Vinayaka Chaturthi, early morning",Available,"Vinayaka Chaturthi, Sankashti Chaturthi, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Sri%20Sri%20Chintamani%20Ganesh%20Temple%20Visakhapatnam,Timing needs local confirmation
Sivalayam Temple,4.0,5.0,P7MX+6PV,Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Sivalayam%20Temple&query_place_id=ChIJ93D1T4lDOToRmxHSaHmh90Y,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Shiva,Popular Shiva temple with regular abhishekam poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Maha Shivaratri, Mondays, Karthika Masam",Available,"Maha Shivaratri, Karthika Masam, Navaratri",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Sivalayam%20Temple%20Visakhapatnam,Timing needs local confirmation
Kanaka Durga Temple,4.8,33.0,P7JX+47H,Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Kanaka%20Durga%20Temple&query_place_id=ChIJk2LAcSZDOToREZjN1suSkUw,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Goddess Durga,Powerful Durga temple especially active during Navaratri,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Fridays, Navaratri, early morning",Available,"Navaratri, Dasara, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Kanaka%20Durga%20Temple%20Visakhapatnam,Timing needs local confirmation
"DONDAPARTHY,NEAR YERUKAMAMBA TEMPLE",4.2,47.0,"VENKATARAJU NAGAR,",Visakhapatnam,Andhra Pradesh,IN,,+91 98480 90260,Apartment building,,,https://www.google.com/maps/search/?api=1&query=DONDAPARTHY%2CNEAR%20YERUKAMAMBA%20TEMPLE&query_place_id=ChIJlywOnSZDOToRD95SLId0ZM4,Apartment building,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Presiding deity of the temple,Local temple serving the community with daily poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Major Hindu festivals, Temple anniversary",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=DONDAPARTHY%2CNEAR%20YERUKAMAMBA%20TEMPLE%20Visakhapatnam,Timing needs local confirmation
Lakshmi hayagreeva shilpasala,4.5,236.0,opp Sri Lalitha Peetham ( శ్రీ సిద్ధేశ్వరి పీఠ పాలిత శ్రీ లలితా పీఠం),Visakhapatnam,Andhra Pradesh,IN,,+91 90308 03518,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Lakshmi%20hayagreeva%20shilpasala&query_place_id=ChIJ0-aiDyVDOToRhn7qCWp5XBc,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Goddess Lakshmi,Auspicious Lakshmi temple for prosperity and wealth blessings,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Fridays, Varalakshmi Vratam, Navaratri",Available,"Varalakshmi Vratam, Navaratri, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,Medium; High during festivals,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Lakshmi%20hayagreeva%20shilpasala%20Visakhapatnam,Estimated local temple details
Laxmi Ganapathi Temple,4.9,9.0,P8J2+5XG,Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Laxmi%20Ganapathi%20Temple&query_place_id=ChIJqy8oFyVDOToRqH59mJFjhT4,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Ganesha (Vinayaka),Popular Ganesh temple; especially crowded on Vinayaka Chaturthi,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Tuesdays, Vinayaka Chaturthi, early morning",Available,"Vinayaka Chaturthi, Sankashti Chaturthi, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Laxmi%20Ganapathi%20Temple%20Visakhapatnam,Timing needs local confirmation
Sri Sri Rama Anjaneya Swamy Temple,4.3,7.0,"Shop No:40-20-29/1, Railway New Colony Rd, Near Main Road",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Sri%20Sri%20Rama%20Anjaneya%20Swamy%20Temple&query_place_id=ChIJGQnzQSRDOToRs5rgeHbJuU8,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Rama,Traditional Rama temple with daily Ramayana recitation,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Rama Navami, Vaikunta Ekadasi, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Sri%20Sri%20Rama%20Anjaneya%20Swamy%20Temple%20Visakhapatnam,Timing needs local confirmation
Asilmetta,,,,Visakhapatnam,Andhra Pradesh,IN,,,,,,https://www.google.com/maps/search/?api=1&query=Asilmetta&query_place_id=ChIJx8TNQUdDOToRPdF9w0mdnY8,,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Presiding deity of the temple,Local temple serving the community with daily poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Major Hindu festivals, Temple anniversary",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Asilmetta%20Visakhapatnam,Timing needs local confirmation
Yo Vizag,4.5,79.0,"2nd Floor, Vinayagar Sree Maruti Enclave, 9-18-1",Visakhapatnam,Andhra Pradesh,IN,https://www.yovizag.com/,+91 89125 08150,Media house,Publisher,,https://www.google.com/maps/search/?api=1&query=Yo%20Vizag&query_place_id=ChIJcT1BpkBDOToR0dSqyvNE9Ns,Media house,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Presiding deity of the temple,Local temple serving the community with daily poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Major Hindu festivals, Temple anniversary",Limited street parking available,Allowed outside; restricted inside sanctum,Low to Medium,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Yo%20Vizag%20Visakhapatnam,Timing needs local confirmation
Sri Varaha Lakshmi Narasimha Swamy Temple (Simhachalam),4.7,66668.0,"Q782+G6V, Simhachalam Road, Near Gopalpattam Police Station, Simhachalam",Visakhapatnam,Andhra Pradesh,IN,https://www.simhachalam.ap.gov.in/,+91 891 276 4949,Hindu temple,Tourist attraction,,https://www.google.com/maps/search/?api=1&query=Simhachalam+Varaha+Lakshmi+Narasimha+Swamy+Temple+Visakhapatnam,Hindu temple,04:00 AM,09:00 PM,"04:00 AM - 01:00 PM, 03:00 PM - 09:00 PM | Suprabhata Seva 04:00 AM | Afternoon break 1–3 PM",Free general darshan,₹100 special darshan; ₹300 VIP darshan; Sevas from ₹50,"Free entry; paid special darshan tickets at counter and online; Rs 300 tickets near entrance, Rs 100 tickets deeper in queue",₹300 - ₹1500 per person | ₹1000 - ₹5000 for family | ₹2000+ during Chandanotsavam,Sri Varaha Lakshmi Narasimha Swamy (Lord Vishnu as Narasimha),"Most famous temple in Vizag; 11th-century hilltop temple on Simhachalam Hill; unique Chandanotsavam where deity is covered with sandalwood; blend of Kalinga, Chalukya & Chola architecture",Traditional wear mandatory; dhoti/saree preferred; no western wear inside,"Chandanotsavam (Akshaya Tritiya), early morning, October to March","Available – laddu prasadam, anna prasadam in annadanam hall","Chandanotsavam, Kalyanotsavam, Brahmotsavam, Vaikunta Ekadasi, Navaratri",Large free parking at hilltop; shuttle bus from foothill available,Strictly prohibited inside temple,High always; Very crowded on weekends and during Chandanotsavam,"Kailasagiri (10 km), Rushikonda Beach (12 km), Araku Valley (100 km)",https://www.google.com/maps/search/?api=1&query=Simhachalam+Varaha+Lakshmi+Narasimha+Swamy+Temple+Visakhapatnam,Verified major temple details
ISKCON Temple Visakhapatnam (Sri Sri Radha Damodar Temple),4.6,2402.0,"Hare Krishna Land, Dr NTR Beach Road, Sagar Nagar, Rushikonda",Visakhapatnam,Andhra Pradesh,IN,https://iskconvizag.com/,+91 891 252 8376,Hindu temple,Tourist attraction,,https://www.google.com/maps/search/?api=1&query=ISKCON+Temple+Visakhapatnam+Sagar+Nagar,Hindu temple,04:30 AM,08:30 PM,"04:30 AM - 12:30 PM, 04:00 PM - 08:30 PM | Mangala Aarti 04:30 AM | Darshan Aarti 07:30 AM | Evening Aarti 07:00 PM",Free,Donation-based special poojas,Free entry; prasadam hall; guest rooms available on advance booking,₹200 - ₹800 per person | ₹500 - ₹2000 for family,Sri Sri Radha Damodar (Lord Krishna and Radha),"ISKCON temple on scenic beach road; grand complex with magnificent architecture; regular Hare Krishna kirtans, Bhagavatam classes, prasadam distribution",Traditional/modest attire; no shorts or sleeveless inside,"Janmashtami, Radhashtami, Gaura Purnima, early morning aarti",Available daily – full meals (anna prasadam); Govinda's restaurant on premises,"Janmashtami, Radhashtami, Gaura Purnima, Ratha Yatra, Diwali",Free parking in temple complex,Allowed outside; restricted inside main temple,Medium; Very crowded on Janmashtami,"Rushikonda Beach (1 km), Kailasagiri (5 km), Indira Gandhi Zoo (4 km)",https://www.google.com/maps/search/?api=1&query=ISKCON+Temple+Visakhapatnam+Sagar+Nagar,Verified major temple details
"Sri Nookambica Ammavari Temple (Nookalamma Temple), Anakapalle",4.6,8450.0,"Gavarapalem, Anakapalli",Anakapalle,Andhra Pradesh,IN,,+91 94910 00713,Hindu temple,Tourist attraction,,https://www.google.com/maps/search/?api=1&query=Sri+Nookambica+Ammavari+Temple+Anakapalle+Visakhapatnam,Hindu temple,05:30 AM,07:30 PM,"05:30 AM - 12:00 PM, 04:00 PM - 07:30 PM | Month-long Nookalamma Jathara around Ugadi",Free,₹50 archana,Free entry; large jathara fair during festival season,₹200 - ₹800 per person | ₹500 - ₹2000 during Jathara,Goddess Nookambika Ammavaru (Sri Anagha Devi – Shakti form),"Ancient temple built in 1450 AD; one of the nine Shakti forms; biggest Nookalamma Jathara celebrated before Ugadi draws thousands from Andhra Pradesh, Telangana and Odisha",Traditional wear preferred,"Nookalamma Jathara (March/April), Tuesdays, Fridays",Available – anna prasadam during Jathara,"Nookalamma Jathara, Ugadi, Navaratri, Diwali, Makara Sankranti",Ample parking during Jathara; limited otherwise,Allowed outside; restricted inside sanctum,Very crowded during Jathara; Medium otherwise,"Anakapalle town, Simhachalam (35 km), Devipuram (15 km)",https://www.google.com/maps/search/?api=1&query=Sri+Nookambica+Ammavari+Temple+Anakapalle+Visakhapatnam,Verified major temple details
"Sri Sahasrakshi Meru Temple, Devipuram",4.7,4320.0,"Devipuram Village, Sabbavaram Mandal",Anakapalle,Andhra Pradesh,IN,https://devipuram.com/,,Hindu temple,Tourist attraction,,https://www.google.com/maps/search/?api=1&query=Sri+Sahasrakshi+Meru+Temple+Devipuram+Anakapalle,Hindu temple,06:00 AM,07:00 PM,"06:00 AM - 12:00 PM, 04:00 PM - 07:00 PM",Free,Special poojas on donation basis,Free entry; tantric Sri Vidya worship tradition,₹300 - ₹1000 per person,Goddess Sahasrakshi (Devi with thousand eyes) – Sri Chakra Meru,Unique 3D Sri Chakra temple; the entire structure is built as a Sri Meru with 2000 goddess idols representing Sri Vidya upasana; one of the rarest temples in India,Traditional/modest attire,"Navaratri, Devi Jayanti, early morning",Available,"Navaratri, Lalitha Jayanti, Devi Poojas",Available,Allowed outside; check inside,Medium; High during Navaratri,"Anakapalle (15 km), Nookambica Temple (15 km), Simhachalam (50 km)",https://www.google.com/maps/search/?api=1&query=Sri+Sahasrakshi+Meru+Temple+Devipuram+Anakapalle,Verified major temple details
Thotlakonda Buddhist Heritage Site,4.3,2890.0,"Thotlakonda Hill, Bheemunipatnam Road, Mangamaripeta",Visakhapatnam,Andhra Pradesh,IN,,,Buddhist temple,Tourist attraction,Historical landmark,https://www.google.com/maps/search/?api=1&query=Thotlakonda+Buddhist+Heritage+Site+Visakhapatnam,Buddhist temple,09:00 AM,05:00 PM,09:00 AM - 05:00 PM | Closed on national holidays,₹20 entry fee,N/A,Archaeological site; ticket at entry gate; guided tours available,₹100 - ₹400 per person,Lord Buddha,"2nd century BC Buddhist monastery complex on hilltop; excavated remains of mahachaityastupa, viharas, and cisterns; panoramic sea views from 130m height",Comfortable clothing; no dress code,October to February; Buddha Purnima,Not applicable,Buddha Jayanti (Buddha Purnima),Free parking available,Allowed throughout,Low to Medium; popular on weekends,"Bheemunipatnam Beach (5 km), Rushikonda Beach (8 km), INS Kursura Museum (20 km)",https://www.google.com/maps/search/?api=1&query=Thotlakonda+Buddhist+Heritage+Site+Visakhapatnam,Verified major temple details
"Sri Kala Bhairava Temple, Simhachalam Road",4.5,1230.0,"Simhachalam Sontyam Road, Simhachalam",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Sri+Kala+Bhairava+Temple+Simhachalam+Visakhapatnam,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Sri Varaha Lakshmi Narasimha Swamy,Auspicious Lakshmi temple for prosperity and wealth blessings,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Fridays, Varalakshmi Vratam, Navaratri",Available,"Varalakshmi Vratam, Navaratri, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,High on weekends; Very crowded during festivals,"Simhachalam Temple, Kailasagiri (10 km), Rushikonda Beach (12 km)",https://www.google.com/maps/search/?api=1&query=Sri%20Kala%20Bhairava%20Temple%2C%20Simhachalam%20Road%20Visakhapatnam,Estimated local temple details
"Sri Kotilingeswara Swamy Temple, Visakhapatnam",4.5,1870.0,"Kotilingeswara Nagar, Kommadi, Bheemunipatnam Road",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,Tourist attraction,,https://www.google.com/maps/search/?api=1&query=Sri+Kotilingeswara+Swamy+Temple+Visakhapatnam,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Shiva,Popular Shiva temple with regular abhishekam poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Maha Shivaratri, Mondays, Karthika Masam",Available,"Maha Shivaratri, Karthika Masam, Navaratri",Limited street parking available,Allowed outside; restricted inside sanctum,High on weekends; Very crowded during festivals,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Sri%20Kotilingeswara%20Swamy%20Temple%2C%20Visakhapatnam%20Visakhapatnam,Estimated local temple details
"Sri Kamakshi Amman Temple, Visakhapatnam",4.6,980.0,"Asilmetta Junction, Waltair Main Road",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Sri+Kamakshi+Amman+Temple+Visakhapatnam,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Goddess (Ammavari Devi),Local temple serving the community with daily poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Major Hindu festivals, Temple anniversary",Limited street parking available,Allowed outside; restricted inside sanctum,Medium; High during festivals,"Waltair Club, RK Beach (2 km), Andhra University",https://www.google.com/maps/search/?api=1&query=Sri%20Kamakshi%20Amman%20Temple%2C%20Visakhapatnam%20Visakhapatnam,Estimated local temple details
