trip_id,source_area,cafe_name,cafe_area,distance_km,estimated_duration,rapido_bike_price,auto_price,cab_price,traffic_level,best_transport_option,peak_time,off_peak_time,nearest_landmarks,description
TRP04113,Madhurawada,Yippee noodles shop,Siripuram,11.5,38-43 mins,â‚¹100,â‚¹145,â‚¹185,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from Madhurawada to Yippee noodles shop in Siripuram. Road distance approx 11.5 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04114,PM Palem,Yippee noodles shop,Siripuram,4.5,15-20 mins,â‚¹45,â‚¹60,â‚¹85,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from PM Palem to Yippee noodles shop in Siripuram. Road distance approx 4.5 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04115,MVP Colony,Yippee noodles shop,Siripuram,4.1,14-19 mins,â‚¹40,â‚¹55,â‚¹80,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from MVP Colony to Yippee noodles shop in Siripuram. Road distance approx 4.1 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04116,Siripuram,Yippee noodles shop,Siripuram,1.5,8-13 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from Siripuram to Yippee noodles shop in Siripuram. Road distance approx 1.5 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04117,Dwaraka Nagar,Yippee noodles shop,Siripuram,2.2,9-14 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from Dwaraka Nagar to Yippee noodles shop in Siripuram. Road distance approx 2.2 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04118,Maddilapalem,Yippee noodles shop,Siripuram,2.9,10-15 mins,â‚¹30,â‚¹40,â‚¹65,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from Maddilapalem to Yippee noodles shop in Siripuram. Road distance approx 2.9 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04119,NAD Junction,Yippee noodles shop,Siripuram,6.5,22-27 mins,â‚¹60,â‚¹85,â‚¹115,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from NAD Junction to Yippee noodles shop in Siripuram. Road distance approx 6.5 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04120,Seethammadhara,Yippee noodles shop,Siripuram,3.6,12-17 mins,â‚¹40,â‚¹50,â‚¹70,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from Seethammadhara to Yippee noodles shop in Siripuram. Road distance approx 3.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04121,Jagadamba,Yippee noodles shop,Siripuram,2.5,11-16 mins,â‚¹30,â‚¹35,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from Jagadamba to Yippee noodles shop in Siripuram. Road distance approx 2.5 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04122,Asilmetta,Yippee noodles shop,Siripuram,2,9-14 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from Asilmetta to Yippee noodles shop in Siripuram. Road distance approx 2.0 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04123,Railway Station,Yippee noodles shop,Siripuram,3.3,14-19 mins,â‚¹35,â‚¹45,â‚¹70,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from Railway Station to Yippee noodles shop in Siripuram. Road distance approx 3.3 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04124,RTC Complex,Yippee noodles shop,Siripuram,4.2,18-23 mins,â‚¹45,â‚¹55,â‚¹80,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from RTC Complex to Yippee noodles shop in Siripuram. Road distance approx 4.2 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04125,Airport,Yippee noodles shop,Siripuram,13.2,44-49 mins,â‚¹115,â‚¹165,â‚¹205,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from Airport to Yippee noodles shop in Siripuram. Road distance approx 13.2 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04126,Pendurthi,Yippee noodles shop,Siripuram,16.8,56-61 mins,â‚¹145,â‚¹210,â‚¹255,Moderate-High,Cab,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from Pendurthi to Yippee noodles shop in Siripuram. Road distance approx 16.8 km with moderate-high traffic. Cab recommended for this route in Visakhapatnam.
TRP04127,Gopalapatnam,Yippee noodles shop,Siripuram,9.5,32-37 mins,â‚¹85,â‚¹120,â‚¹155,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from Gopalapatnam to Yippee noodles shop in Siripuram. Road distance approx 9.5 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04128,Kurmannapalem,Yippee noodles shop,Siripuram,8.7,29-34 mins,â‚¹80,â‚¹110,â‚¹145,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from Kurmannapalem to Yippee noodles shop in Siripuram. Road distance approx 8.7 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04129,Auto Nagar,Yippee noodles shop,Siripuram,10,33-38 mins,â‚¹90,â‚¹125,â‚¹160,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from Auto Nagar to Yippee noodles shop in Siripuram. Road distance approx 10.0 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04130,Steel Plant,Yippee noodles shop,Siripuram,12,40-45 mins,â‚¹105,â‚¹150,â‚¹190,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from Steel Plant to Yippee noodles shop in Siripuram. Road distance approx 12.0 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04131,Scindia,Yippee noodles shop,Siripuram,4,13-18 mins,â‚¹40,â‚¹55,â‚¹80,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from Scindia to Yippee noodles shop in Siripuram. Road distance approx 4.0 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04132,One Town,Yippee noodles shop,Siripuram,2.3,10-15 mins,â‚¹25,â‚¹35,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from One Town to Yippee noodles shop in Siripuram. Road distance approx 2.3 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04133,Poorna Market,Yippee noodles shop,Siripuram,2.7,12-17 mins,â‚¹30,â‚¹40,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from Poorna Market to Yippee noodles shop in Siripuram. Road distance approx 2.7 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04134,RK Beach,Yippee noodles shop,Siripuram,3.6,15-20 mins,â‚¹40,â‚¹50,â‚¹70,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from RK Beach to Yippee noodles shop in Siripuram. Road distance approx 3.6 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04135,Rushikonda,Yippee noodles shop,Siripuram,14.7,49-54 mins,â‚¹125,â‚¹180,â‚¹230,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from Rushikonda to Yippee noodles shop in Siripuram. Road distance approx 14.7 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04136,Lawson's Bay,Yippee noodles shop,Siripuram,6.8,23-28 mins,â‚¹65,â‚¹90,â‚¹115,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from Lawson's Bay to Yippee noodles shop in Siripuram. Road distance approx 6.8 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04137,Hanumanthuwaka,Yippee noodles shop,Siripuram,7,23-28 mins,â‚¹65,â‚¹90,â‚¹120,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from Hanumanthuwaka to Yippee noodles shop in Siripuram. Road distance approx 7.0 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04138,Arilova,Yippee noodles shop,Siripuram,7.3,24-29 mins,â‚¹65,â‚¹95,â‚¹125,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from Arilova to Yippee noodles shop in Siripuram. Road distance approx 7.3 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04139,Beach Road,Yippee noodles shop,Siripuram,4.8,21-26 mins,â‚¹45,â‚¹65,â‚¹90,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from Beach Road to Yippee noodles shop in Siripuram. Road distance approx 4.8 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04140,Kailasagiri,Yippee noodles shop,Siripuram,9.7,32-37 mins,â‚¹85,â‚¹120,â‚¹160,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram Circle,Travel from Kailasagiri to Yippee noodles shop in Siripuram. Road distance approx 9.7 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04141,Gajuwaka,Continental Chai And Cafe,Jagadamba,12.6,42-47 mins,â‚¹110,â‚¹155,â‚¹200,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from Gajuwaka to Continental Chai And Cafe in Jagadamba. Road distance approx 12.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04142,Kommadi,Continental Chai And Cafe,Jagadamba,15.9,53-58 mins,â‚¹135,â‚¹195,â‚¹245,Moderate-High,Cab,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from Kommadi to Continental Chai And Cafe in Jagadamba. Road distance approx 15.9 km with moderate-high traffic. Cab recommended for this route in Visakhapatnam.
TRP04143,Madhurawada,Continental Chai And Cafe,Jagadamba,14,47-52 mins,â‚¹120,â‚¹175,â‚¹220,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from Madhurawada to Continental Chai And Cafe in Jagadamba. Road distance approx 14.0 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04144,PM Palem,Continental Chai And Cafe,Jagadamba,3.7,12-17 mins,â‚¹40,â‚¹50,â‚¹75,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from PM Palem to Continental Chai And Cafe in Jagadamba. Road distance approx 3.7 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04145,MVP Colony,Continental Chai And Cafe,Jagadamba,6.2,21-26 mins,â‚¹60,â‚¹80,â‚¹110,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from MVP Colony to Continental Chai And Cafe in Jagadamba. Road distance approx 6.2 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04146,Siripuram,Continental Chai And Cafe,Jagadamba,2.5,11-16 mins,â‚¹30,â‚¹35,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from Siripuram to Continental Chai And Cafe in Jagadamba. Road distance approx 2.5 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04147,Dwaraka Nagar,Continental Chai And Cafe,Jagadamba,4.7,20-25 mins,â‚¹45,â‚¹60,â‚¹90,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from Dwaraka Nagar to Continental Chai And Cafe in Jagadamba. Road distance approx 4.7 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04148,Maddilapalem,Continental Chai And Cafe,Jagadamba,4.5,15-20 mins,â‚¹45,â‚¹60,â‚¹85,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from Maddilapalem to Continental Chai And Cafe in Jagadamba. Road distance approx 4.5 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04149,NAD Junction,Continental Chai And Cafe,Jagadamba,4.6,15-20 mins,â‚¹45,â‚¹60,â‚¹85,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from NAD Junction to Continental Chai And Cafe in Jagadamba. Road distance approx 4.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04150,Seethammadhara,Continental Chai And Cafe,Jagadamba,5.7,19-24 mins,â‚¹55,â‚¹75,â‚¹100,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from Seethammadhara to Continental Chai And Cafe in Jagadamba. Road distance approx 5.7 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04151,Jagadamba,Continental Chai And Cafe,Jagadamba,1.5,8-13 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from Jagadamba to Continental Chai And Cafe in Jagadamba. Road distance approx 1.5 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04152,Asilmetta,Continental Chai And Cafe,Jagadamba,2,9-14 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from Asilmetta to Continental Chai And Cafe in Jagadamba. Road distance approx 2.0 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04153,Railway Station,Continental Chai And Cafe,Jagadamba,2,9-14 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from Railway Station to Continental Chai And Cafe in Jagadamba. Road distance approx 2.0 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04154,RTC Complex,Continental Chai And Cafe,Jagadamba,2,9-14 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from RTC Complex to Continental Chai And Cafe in Jagadamba. Road distance approx 2.0 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04155,Airport,Continental Chai And Cafe,Jagadamba,11.2,37-42 mins,â‚¹100,â‚¹140,â‚¹180,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from Airport to Continental Chai And Cafe in Jagadamba. Road distance approx 11.2 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04156,Pendurthi,Continental Chai And Cafe,Jagadamba,16.6,55-60 mins,â‚¹140,â‚¹205,â‚¹255,Moderate-High,Cab,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from Pendurthi to Continental Chai And Cafe in Jagadamba. Road distance approx 16.6 km with moderate-high traffic. Cab recommended for this route in Visakhapatnam.
TRP04157,Gopalapatnam,Continental Chai And Cafe,Jagadamba,9.6,32-37 mins,â‚¹85,â‚¹120,â‚¹155,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from Gopalapatnam to Continental Chai And Cafe in Jagadamba. Road distance approx 9.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04158,Kurmannapalem,Continental Chai And Cafe,Jagadamba,6.5,22-27 mins,â‚¹60,â‚¹85,â‚¹115,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from Kurmannapalem to Continental Chai And Cafe in Jagadamba. Road distance approx 6.5 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04159,Auto Nagar,Continental Chai And Cafe,Jagadamba,7.5,25-30 mins,â‚¹70,â‚¹95,â‚¹125,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from Auto Nagar to Continental Chai And Cafe in Jagadamba. Road distance approx 7.5 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04160,Steel Plant,Continental Chai And Cafe,Jagadamba,9.6,32-37 mins,â‚¹85,â‚¹120,â‚¹155,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from Steel Plant to Continental Chai And Cafe in Jagadamba. Road distance approx 9.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04161,Scindia,Continental Chai And Cafe,Jagadamba,6.2,21-26 mins,â‚¹60,â‚¹80,â‚¹110,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from Scindia to Continental Chai And Cafe in Jagadamba. Road distance approx 6.2 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04162,One Town,Continental Chai And Cafe,Jagadamba,2,9-14 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from One Town to Continental Chai And Cafe in Jagadamba. Road distance approx 2.0 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04163,Poorna Market,Continental Chai And Cafe,Jagadamba,2,9-14 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from Poorna Market to Continental Chai And Cafe in Jagadamba. Road distance approx 2.0 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04164,RK Beach,Continental Chai And Cafe,Jagadamba,5.9,25-30 mins,â‚¹55,â‚¹75,â‚¹105,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from RK Beach to Continental Chai And Cafe in Jagadamba. Road distance approx 5.9 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04165,Rushikonda,Continental Chai And Cafe,Jagadamba,17.2,57-62 mins,â‚¹145,â‚¹210,â‚¹265,Moderate-High,Cab,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from Rushikonda to Continental Chai And Cafe in Jagadamba. Road distance approx 17.2 km with moderate-high traffic. Cab recommended for this route in Visakhapatnam.
TRP04166,Lawson's Bay,Continental Chai And Cafe,Jagadamba,9.3,31-36 mins,â‚¹85,â‚¹120,â‚¹150,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from Lawson's Bay to Continental Chai And Cafe in Jagadamba. Road distance approx 9.3 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04167,Hanumanthuwaka,Continental Chai And Cafe,Jagadamba,5,17-22 mins,â‚¹50,â‚¹65,â‚¹90,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from Hanumanthuwaka to Continental Chai And Cafe in Jagadamba. Road distance approx 5.0 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04168,Arilova,Continental Chai And Cafe,Jagadamba,5.2,17-22 mins,â‚¹50,â‚¹70,â‚¹95,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from Arilova to Continental Chai And Cafe in Jagadamba. Road distance approx 5.2 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04169,Beach Road,Continental Chai And Cafe,Jagadamba,7.2,31-36 mins,â‚¹65,â‚¹90,â‚¹125,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from Beach Road to Continental Chai And Cafe in Jagadamba. Road distance approx 7.2 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04170,Kailasagiri,Continental Chai And Cafe,Jagadamba,12.1,40-45 mins,â‚¹105,â‚¹150,â‚¹190,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Rama Talkies Road, Srinagar",Travel from Kailasagiri to Continental Chai And Cafe in Jagadamba. Road distance approx 12.1 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04171,Gajuwaka,Creams & Cafe,Jagadamba,12.6,42-47 mins,â‚¹110,â‚¹155,â‚¹200,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from Gajuwaka to Creams & Cafe in Jagadamba. Road distance approx 12.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04172,Kommadi,Creams & Cafe,Jagadamba,15.9,53-58 mins,â‚¹135,â‚¹195,â‚¹245,Moderate-High,Cab,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from Kommadi to Creams & Cafe in Jagadamba. Road distance approx 15.9 km with moderate-high traffic. Cab recommended for this route in Visakhapatnam.
TRP04173,Madhurawada,Creams & Cafe,Jagadamba,14,47-52 mins,â‚¹120,â‚¹175,â‚¹220,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from Madhurawada to Creams & Cafe in Jagadamba. Road distance approx 14.0 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04174,PM Palem,Creams & Cafe,Jagadamba,3.7,12-17 mins,â‚¹40,â‚¹50,â‚¹75,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from PM Palem to Creams & Cafe in Jagadamba. Road distance approx 3.7 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04175,MVP Colony,Creams & Cafe,Jagadamba,6.2,21-26 mins,â‚¹60,â‚¹80,â‚¹110,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from MVP Colony to Creams & Cafe in Jagadamba. Road distance approx 6.2 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04176,Siripuram,Creams & Cafe,Jagadamba,2.5,11-16 mins,â‚¹30,â‚¹35,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from Siripuram to Creams & Cafe in Jagadamba. Road distance approx 2.5 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04177,Dwaraka Nagar,Creams & Cafe,Jagadamba,4.7,20-25 mins,â‚¹45,â‚¹60,â‚¹90,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from Dwaraka Nagar to Creams & Cafe in Jagadamba. Road distance approx 4.7 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04178,Maddilapalem,Creams & Cafe,Jagadamba,4.5,15-20 mins,â‚¹45,â‚¹60,â‚¹85,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from Maddilapalem to Creams & Cafe in Jagadamba. Road distance approx 4.5 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
