trip_id,source_area,hospital_name,hospital_area,distance_km,estimated_duration,rapido_bike_price,auto_price,cab_price,traffic_level,best_transport_option,peak_time,off_peak_time,nearest_landmarks,emergency_fastest_option,description
2376,Arilova,HCG Cancer Hospital Visakhapatnam,Dwaraka Nagar,3.9,9-14 min,Rs 64,Rs 78,Rs 100,Low,Rapido Bike (good balance of speed and cost),19-34 min,5-14 min,"Chinnagadili, Dwaraka Nagar",Rapido Bike (fastest in traffic),"Travel from Arilova to HCG Cancer Hospital Visakhapatnam in Dwaraka Nagar, Visakhapatnam. Distance approx 3.9 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2377,Arilova,Homi Bhabha Cancer Hospital,Aganampudi,5.6,13-21 min,Rs 88,Rs 112,Rs 122,Moderate,Rapido Bike (good balance of speed and cost),23-38 min,8-21 min,"Near Aganampudi, Steel Plant Area",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to Homi Bhabha Cancer Hospital in Aganampudi, Visakhapatnam. Distance approx 5.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2378,Arilova,Behara Hospital,Siripuram,4.4,10-18 min,Rs 71,Rs 88,Rs 107,Moderate,Rapido Bike (good balance of speed and cost),20-35 min,5-18 min,"Siripuram, Near Income Tax Office",Rapido Bike (fastest in traffic),"Travel from Arilova to Behara Hospital in Siripuram, Visakhapatnam. Distance approx 4.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2379,Arilova,Andhra Hospitals Visakhapatnam,Dwaraka Nagar,3.8,9-14 min,Rs 63,Rs 76,Rs 99,Low,Rapido Bike (good balance of speed and cost),19-34 min,5-14 min,Dwaraka Nagar 1st Lane,Rapido Bike (fastest in traffic),"Travel from Arilova to Andhra Hospitals Visakhapatnam in Dwaraka Nagar, Visakhapatnam. Distance approx 3.8 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2380,Arilova,Medicover Women & Child Hospital,MVP Colony,4.4,10-18 min,Rs 71,Rs 88,Rs 107,Moderate,Rapido Bike (good balance of speed and cost),20-35 min,5-18 min,"MVP Colony, Near Sector 5",Rapido Bike (fastest in traffic),"Travel from Arilova to Medicover Women & Child Hospital in MVP Colony, Visakhapatnam. Distance approx 4.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2381,Arilova,Omega Cancer Hospital,Waltair Main Road,5.3,12-20 min,Rs 84,Rs 106,Rs 118,Moderate,Rapido Bike (good balance of speed and cost),22-37 min,7-20 min,"Near Waltair Main Road, Opp YMCA",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to Omega Cancer Hospital in Waltair Main Road, Visakhapatnam. Distance approx 5.3 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2382,Arilova,RK Hospital Gajuwaka,Gajuwaka,11.4,27-39 min,Rs 169,Rs 228,Rs 198,Moderate to High,Rapido Bike or Auto (cost effective),37-52 min,22-39 min,"Gajuwaka BC Road, Near Post Office",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to RK Hospital Gajuwaka in Gajuwaka, Visakhapatnam. Distance approx 11.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2383,Arilova,Kala Hospital Vizag,Madhavadhara,2.5,7-12 min,Rs 45,Rs 50,Rs 82,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,47-1-104 Dwaraka Nagar Area,Rapido Bike (fastest in traffic),"Travel from Arilova to Kala Hospital Vizag in Madhavadhara, Visakhapatnam. Distance approx 2.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2384,Arilova,NAD Hospital Gopalapatnam,NAD Junction,2.1,7-12 min,Rs 39,Rs 42,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"NAD Junction, Gopalapatnam Road",Rapido Bike (fastest in traffic),"Travel from Arilova to NAD Hospital Gopalapatnam in NAD Junction, Visakhapatnam. Distance approx 2.1 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2385,Arilova,Pavan Sai Hospital,PM Palem,10.5,25-37 min,Rs 157,Rs 210,Rs 186,Moderate to High,Rapido Bike or Auto (cost effective),35-50 min,20-37 min,"PM Palem, Near Bheemunipatnam Road",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to Pavan Sai Hospital in PM Palem, Visakhapatnam. Distance approx 10.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2386,Arilova,Keerthana Hospital,Gopalapatnam,0.5,7-12 min,Rs 30,Rs 40,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Gopalapatnam Main Road, Near BSNL",Rapido Bike (fastest in traffic),"Travel from Arilova to Keerthana Hospital in Gopalapatnam, Visakhapatnam. Distance approx 0.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2387,Arilova,Tirumala Jyoti Hospital,Pendurthi,12.0,28-40 min,Rs 178,Rs 240,Rs 206,Moderate to High,Rapido Bike or Auto (cost effective),38-53 min,23-40 min,"Pendurthi Main Road, Near Bus Stand",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to Tirumala Jyoti Hospital in Pendurthi, Visakhapatnam. Distance approx 12.0 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2388,Arilova,Lakshmi Hospital Pendurthi,Pendurthi,12.0,28-40 min,Rs 178,Rs 240,Rs 206,Moderate to High,Rapido Bike or Auto (cost effective),38-53 min,23-40 min,"Pendurthi, Near Police Station",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to Lakshmi Hospital Pendurthi in Pendurthi, Visakhapatnam. Distance approx 12.0 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2389,Arilova,Govt ENT Hospital Vizag,One Town,6.6,15-23 min,Rs 102,Rs 132,Rs 135,Moderate,Rapido Bike (good balance of speed and cost),25-40 min,10-23 min,"Near King George Hospital, One Town",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to Govt ENT Hospital Vizag in One Town, Visakhapatnam. Distance approx 6.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2390,Arilova,Visakha Eye Hospital,Peda Waltair,5.5,13-21 min,Rs 87,Rs 110,Rs 121,Moderate,Rapido Bike (good balance of speed and cost),23-38 min,8-21 min,"Waltair Main Road, Peda Waltair",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to Visakha Eye Hospital in Peda Waltair, Visakhapatnam. Distance approx 5.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2391,Arilova,Dr Benerje's Medikon Hospital,MVP Colony,4.4,10-18 min,Rs 71,Rs 88,Rs 107,Moderate,Rapido Bike (good balance of speed and cost),20-35 min,5-18 min,MVP Colony Sector 7,Rapido Bike (fastest in traffic),"Travel from Arilova to Dr Benerje's Medikon Hospital in MVP Colony, Visakhapatnam. Distance approx 4.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2392,Arilova,ECHS Polyclinic Visakhapatnam,Mulagada,3.4,8-13 min,Rs 57,Rs 68,Rs 94,Low,Rapido Bike (good balance of speed and cost),18-33 min,5-13 min,"Mulagada, Near Steel Plant Area",Rapido Bike (fastest in traffic),"Travel from Arilova to ECHS Polyclinic Visakhapatnam in Mulagada, Visakhapatnam. Distance approx 3.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2393,Arilova,Sanjivani Hospital,NAD Junction,2.1,7-12 min,Rs 39,Rs 42,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"NAD Junction, Near Gopalapatnam",Rapido Bike (fastest in traffic),"Travel from Arilova to Sanjivani Hospital in NAD Junction, Visakhapatnam. Distance approx 2.1 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2394,Arilova,GJ Hospitals & Trauma Centre,Maddilapalem,4.1,9-14 min,Rs 67,Rs 82,Rs 103,Low,Rapido Bike (good balance of speed and cost),19-34 min,5-14 min,"Maddilapalem, Near Railway Quarters",Rapido Bike (fastest in traffic),"Travel from Arilova to GJ Hospitals & Trauma Centre in Maddilapalem, Visakhapatnam. Distance approx 4.1 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2395,Arilova,A Plus Hospitals,MVP Colony,4.4,10-18 min,Rs 71,Rs 88,Rs 107,Moderate,Rapido Bike (good balance of speed and cost),20-35 min,5-18 min,"MVP Colony, Near Sector 9 Junction",Rapido Bike (fastest in traffic),"Travel from Arilova to A Plus Hospitals in MVP Colony, Visakhapatnam. Distance approx 4.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2396,Arilova,Amma Hospital,Srinagar,4.8,11-19 min,Rs 77,Rs 96,Rs 112,Moderate,Rapido Bike (good balance of speed and cost),21-36 min,6-19 min,Near RTC Complex Area,Rapido Bike (fastest in traffic),"Travel from Arilova to Amma Hospital in Srinagar, Visakhapatnam. Distance approx 4.8 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2397,Arilova,Sri Vivekananda Hospital,Kurmannapalem,2.6,7-12 min,Rs 46,Rs 52,Rs 83,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Kurmannapalem, Near Auto Nagar",Rapido Bike (fastest in traffic),"Travel from Arilova to Sri Vivekananda Hospital in Kurmannapalem, Visakhapatnam. Distance approx 2.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2398,Arilova,Apoorva Hospital,Dwaraka Nagar,3.9,9-14 min,Rs 64,Rs 78,Rs 100,Low,Rapido Bike (good balance of speed and cost),19-34 min,5-14 min,Dwaraka Nagar 3rd Division,Rapido Bike (fastest in traffic),"Travel from Arilova to Apoorva Hospital in Dwaraka Nagar, Visakhapatnam. Distance approx 3.9 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2399,Arilova,Simhagiri Hospital,Pendurthi,12.0,28-40 min,Rs 178,Rs 240,Rs 206,Moderate to High,Rapido Bike or Auto (cost effective),38-53 min,23-40 min,"Pendurthi, Near Gopalapatnam Road",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to Simhagiri Hospital in Pendurthi, Visakhapatnam. Distance approx 12.0 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2400,Arilova,Ariya Hospital,Gopalapatnam,0.5,7-12 min,Rs 30,Rs 40,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Gopalapatnam Circle, Near Fish Market",Rapido Bike (fastest in traffic),"Travel from Arilova to Ariya Hospital in Gopalapatnam, Visakhapatnam. Distance approx 0.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2401,Arilova,Mother & Child Hospital,Kommadi,8.4,20-32 min,Rs 127,Rs 168,Rs 159,Moderate to High,Rapido Bike or Auto (cost effective),30-45 min,15-32 min,"Kommadi Junction, Madhurawada Road",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to Mother & Child Hospital in Kommadi, Visakhapatnam. Distance approx 8.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2402,Arilova,Varma Hospitals,Siripuram,4.6,11-19 min,Rs 74,Rs 92,Rs 109,Moderate,Rapido Bike (good balance of speed and cost),21-36 min,6-19 min,"Siripuram, Near Jagadamba",Rapido Bike (fastest in traffic),"Travel from Arilova to Varma Hospitals in Siripuram, Visakhapatnam. Distance approx 4.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2403,Arilova,Sai Spoorthy Hospital,Gajuwaka,11.4,27-39 min,Rs 169,Rs 228,Rs 198,Moderate to High,Rapido Bike or Auto (cost effective),37-52 min,22-39 min,"Gajuwaka, Near Ukkunagaram",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to Sai Spoorthy Hospital in Gajuwaka, Visakhapatnam. Distance approx 11.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2404,Arilova,Q1 Hospitals,PM Palem,10.5,25-37 min,Rs 157,Rs 210,Rs 186,Moderate to High,Rapido Bike or Auto (cost effective),35-50 min,20-37 min,"PM Palem, Near Bheemunipatnam Road",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to Q1 Hospitals in PM Palem, Visakhapatnam. Distance approx 10.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2405,Arilova,INHS Kalyani Naval Hospital,Steel Plant Area,8.4,20-32 min,Rs 127,Rs 168,Rs 159,Moderate to High,Rapido Bike or Auto (cost effective),30-45 min,15-32 min,"Naval Base Area, Near Steel Plant",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to INHS Kalyani Naval Hospital in Steel Plant Area, Visakhapatnam. Distance approx 8.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2406,Arilova,Damayanthi Hospitals,NAD Junction,2.2,7-12 min,Rs 40,Rs 44,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"NAD Junction, Near Gopalapatnam",Rapido Bike (fastest in traffic),"Travel from Arilova to Damayanthi Hospitals in NAD Junction, Visakhapatnam. Distance approx 2.2 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2407,Arilova,Vijayasri Hospital,Auto Nagar,4.6,11-19 min,Rs 74,Rs 92,Rs 109,Moderate,Rapido Bike (good balance of speed and cost),21-36 min,6-19 min,"Auto Nagar, Near Industrial Area",Rapido Bike (fastest in traffic),"Travel from Arilova to Vijayasri Hospital in Auto Nagar, Visakhapatnam. Distance approx 4.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2408,Arilova,Mahanthi Hospital,Gajuwaka,11.3,27-39 min,Rs 168,Rs 226,Rs 196,Moderate to High,Rapido Bike or Auto (cost effective),37-52 min,22-39 min,"Gajuwaka, Near Kommuri Center",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to Mahanthi Hospital in Gajuwaka, Visakhapatnam. Distance approx 11.3 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2409,Arilova,MGR Hospital,Gajuwaka,11.2,26-38 min,Rs 166,Rs 224,Rs 195,Moderate to High,Rapido Bike or Auto (cost effective),36-51 min,21-38 min,Gajuwaka BC Road,Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to MGR Hospital in Gajuwaka, Visakhapatnam. Distance approx 11.2 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2410,Arilova,Pearl Vision Eye Hospital,MVP Colony,4.5,10-18 min,Rs 73,Rs 90,Rs 108,Moderate,Rapido Bike (good balance of speed and cost),20-35 min,5-18 min,"MVP Colony Sector 7, Near Temple",Rapido Bike (fastest in traffic),"Travel from Arilova to Pearl Vision Eye Hospital in MVP Colony, Visakhapatnam. Distance approx 4.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2411,Arilova,LG Hospitals,Scindia,7.5,18-26 min,Rs 115,Rs 150,Rs 147,Moderate,Rapido Bike (good balance of speed and cost),28-43 min,13-26 min,"Scindia, Near BHEL Colony",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to LG Hospitals in Scindia, Visakhapatnam. Distance approx 7.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2412,Arilova,Sree Sivani Multispeciality Hospital,Gopalapatnam,0.5,7-12 min,Rs 30,Rs 40,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,Gopalapatnam Main Road,Rapido Bike (fastest in traffic),"Travel from Arilova to Sree Sivani Multispeciality Hospital in Gopalapatnam, Visakhapatnam. Distance approx 0.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2413,Arilova,Harshitha Hospital,Hanumanthuwaka,7.6,18-26 min,Rs 116,Rs 152,Rs 148,Moderate,Rapido Bike (good balance of speed and cost),28-43 min,13-26 min,"Hanumanthuwaka, Near Asilmetta Road",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to Harshitha Hospital in Hanumanthuwaka, Visakhapatnam. Distance approx 7.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2414,Arilova,Baba Hospital,One Town,6.7,16-24 min,Rs 103,Rs 134,Rs 137,Moderate,Rapido Bike (good balance of speed and cost),26-41 min,11-24 min,"One Town, Near RTC Complex",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to Baba Hospital in One Town, Visakhapatnam. Distance approx 6.7 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2415,Arilova,Sri Dhanvanthari Hospital,Pendurthi,12.0,28-40 min,Rs 178,Rs 240,Rs 206,Moderate to High,Rapido Bike or Auto (cost effective),38-53 min,23-40 min,"Pendurthi, Near Old Bus Stand",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to Sri Dhanvanthari Hospital in Pendurthi, Visakhapatnam. Distance approx 12.0 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2416,Arilova,Rainbow Eye Hospital,Arilova,0.0,7-12 min,Rs 30,Rs 40,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Arilova, Near Care Hospital",Rapido Bike (fastest in traffic),"Travel from Arilova to Rainbow Eye Hospital in Arilova, Visakhapatnam. Distance approx 0.0 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2417,Arilova,Dinesh Orthopaedics Hospital,Madhurawada,8.8,21-33 min,Rs 133,Rs 176,Rs 164,Moderate to High,Rapido Bike or Auto (cost effective),31-46 min,16-33 min,"Madhurawada, Near Kommadi Junction",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to Dinesh Orthopaedics Hospital in Madhurawada, Visakhapatnam. Distance approx 8.8 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2418,Arilova,Visakha Gynaec Hospital Pendurthi,Pendurthi,12.0,28-40 min,Rs 178,Rs 240,Rs 206,Moderate to High,Rapido Bike or Auto (cost effective),38-53 min,23-40 min,"Pendurthi, Near Police Station",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to Visakha Gynaec Hospital Pendurthi in Pendurthi, Visakhapatnam. Distance approx 12.0 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2419,Arilova,St Ann's Jubilee Memorial Hospital,Jagadamba,5.4,12-20 min,Rs 85,Rs 108,Rs 120,Moderate,Rapido Bike (good balance of speed and cost),22-37 min,7-20 min,"Jagadamba Junction, Near Old Town",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to St Ann's Jubilee Memorial Hospital in Jagadamba, Visakhapatnam. Distance approx 5.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2420,Arilova,Andhra Mahila Sabha Hospital,Jagadamba,5.4,12-20 min,Rs 85,Rs 108,Rs 120,Moderate,Rapido Bike (good balance of speed and cost),22-37 min,7-20 min,"Jagadamba, Near Post Office",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to Andhra Mahila Sabha Hospital in Jagadamba, Visakhapatnam. Distance approx 5.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2421,Arilova,Dr Adams Hospital Gynaec Care,Asilmetta,5.5,13-21 min,Rs 87,Rs 110,Rs 121,Moderate,Rapido Bike (good balance of speed and cost),23-38 min,8-21 min,"Asilmetta Junction, Near CBM",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to Dr Adams Hospital Gynaec Care in Asilmetta, Visakhapatnam. Distance approx 5.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2422,Arilova,Kims Cuddles Maternity Hospital,Seethammadhara,4.4,10-18 min,Rs 71,Rs 88,Rs 107,Moderate,Rapido Bike (good balance of speed and cost),20-35 min,5-18 min,"Seethammadhara, Near Big Bazaar",Rapido Bike (fastest in traffic),"Travel from Arilova to Kims Cuddles Maternity Hospital in Seethammadhara, Visakhapatnam. Distance approx 4.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2423,Arilova,Apex Ions Hospital,Dwaraka Nagar,3.8,9-14 min,Rs 63,Rs 76,Rs 99,Low,Rapido Bike (good balance of speed and cost),19-34 min,5-14 min,"Dwaraka Nagar, Near Visakha School",Rapido Bike (fastest in traffic),"Travel from Arilova to Apex Ions Hospital in Dwaraka Nagar, Visakhapatnam. Distance approx 3.8 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2424,Arilova,Sn Hospital,Gajuwaka,11.2,26-38 min,Rs 166,Rs 224,Rs 195,Moderate to High,Rapido Bike or Auto (cost effective),36-51 min,21-38 min,"Gajuwaka, Steel Plant Area",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to Sn Hospital in Gajuwaka, Visakhapatnam. Distance approx 11.2 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2425,Arilova,Chroma Eye Hospital,MVP Colony,4.5,10-18 min,Rs 73,Rs 90,Rs 108,Moderate,Rapido Bike (good balance of speed and cost),20-35 min,5-18 min,"MVP Colony Sector 8, Near Park",Rapido Bike (fastest in traffic),"Travel from Arilova to Chroma Eye Hospital in MVP Colony, Visakhapatnam. Distance approx 4.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2426,Arilova,Dr Agarwals Eye Hospital,Siripuram,4.6,11-19 min,Rs 74,Rs 92,Rs 109,Moderate,Rapido Bike (good balance of speed and cost),21-36 min,6-19 min,"Siripuram, Opposite Income Tax Office",Rapido Bike (fastest in traffic),"Travel from Arilova to Dr Agarwals Eye Hospital in Siripuram, Visakhapatnam. Distance approx 4.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2427,Arilova,Hcg Cancer Hospital Bhimili Road,Bheemunipatnam,21.8,52-72 min,Rs 315,Rs 436,Rs 333,High,Rapido Bike or Auto (cost effective),62-77 min,47-72 min,"Bheemunipatnam Road, Near Tagurapuvalasa",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to Hcg Cancer Hospital Bhimili Road in Bheemunipatnam, Visakhapatnam. Distance approx 21.8 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2428,Arilova,Smartvision Eye Hospitals,Dwaraka Nagar,3.9,9-14 min,Rs 64,Rs 78,Rs 100,Low,Rapido Bike (good balance of speed and cost),19-34 min,5-14 min,"Dwaraka Nagar, Near Visakha Steel",Rapido Bike (fastest in traffic),"Travel from Arilova to Smartvision Eye Hospitals in Dwaraka Nagar, Visakhapatnam. Distance approx 3.9 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2429,Arilova,Aayushman Hospital,Kommadi,8.5,20-32 min,Rs 129,Rs 170,Rs 160,Moderate to High,Rapido Bike or Auto (cost effective),30-45 min,15-32 min,"Kommadi Road, Near Bheemunipatnam Road",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to Aayushman Hospital in Kommadi, Visakhapatnam. Distance approx 8.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2430,Arilova,BHEL Hospital,Scindia,7.6,18-26 min,Rs 116,Rs 152,Rs 148,Moderate,Rapido Bike (good balance of speed and cost),28-43 min,13-26 min,"BHEL Township, Scindia",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to BHEL Hospital in Scindia, Visakhapatnam. Distance approx 7.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2431,Arilova,Goutami Hospital,Gajuwaka,11.4,27-39 min,Rs 169,Rs 228,Rs 198,Moderate to High,Rapido Bike or Auto (cost effective),37-52 min,22-39 min,"Gajuwaka, Near Balaji Theatre",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to Goutami Hospital in Gajuwaka, Visakhapatnam. Distance approx 11.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2432,Arilova,Padmasri Hospital,One Town,6.7,16-24 min,Rs 103,Rs 134,Rs 137,Moderate,Rapido Bike (good balance of speed and cost),26-41 min,11-24 min,"One Town, Near Jagadamba",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to Padmasri Hospital in One Town, Visakhapatnam. Distance approx 6.7 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2433,Arilova,Sai Geetha Hospital,Steel Plant Area,8.2,19-27 min,Rs 124,Rs 164,Rs 156,Moderate,Rapido Bike or Auto (cost effective),29-44 min,14-27 min,"Steel Plant Colony, Near HPCL Gate",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to Sai Geetha Hospital in Steel Plant Area, Visakhapatnam. Distance approx 8.2 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2434,Arilova,Rama Nursing Home,Gopalapatnam,0.6,7-12 min,Rs 30,Rs 40,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Gopalapatnam, Near Hindu Colony",Rapido Bike (fastest in traffic),"Travel from Arilova to Rama Nursing Home in Gopalapatnam, Visakhapatnam. Distance approx 0.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2435,Arilova,Waltair Multicare Hospital,Waltair,5.4,12-20 min,Rs 85,Rs 108,Rs 120,Moderate,Rapido Bike (good balance of speed and cost),22-37 min,7-20 min,"Waltair, Near RBI Colony",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to Waltair Multicare Hospital in Waltair, Visakhapatnam. Distance approx 5.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2436,Arilova,Medicover Cancer Hospital,Waltair Main Road,5.3,12-20 min,Rs 84,Rs 106,Rs 118,Moderate,Rapido Bike (good balance of speed and cost),22-37 min,7-20 min,"Waltair Main Road, Near Old Govt Hospital",Rapido Bike or Cab (quickest door-to-door),"Travel from Arilova to Medicover Cancer Hospital in Waltair Main Road, Visakhapatnam. Distance approx 5.3 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2437,Beach Road,Medicover Hospitals Vizag,Waltair Main Road,1.0,7-12 min,Rs 30,Rs 40,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Near Waltair Main Road, Opposite YMCA",Rapido Bike (fastest in traffic),"Travel from Beach Road to Medicover Hospitals Vizag in Waltair Main Road, Visakhapatnam. Distance approx 1.0 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2438,Beach Road,Apollo Hospitals Visakhapatnam,Waltair,1.5,7-12 min,Rs 31,Rs 40,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Waltair Uplands, Near Andhra University",Rapido Bike (fastest in traffic),"Travel from Beach Road to Apollo Hospitals Visakhapatnam in Waltair, Visakhapatnam. Distance approx 1.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2439,Beach Road,KIMS Hospitals Seethammadhara,Seethammadhara,2.2,7-12 min,Rs 40,Rs 44,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Near Seethammadhara Junction, Opp Aditya Park",Rapido Bike (fastest in traffic),"Travel from Beach Road to KIMS Hospitals Seethammadhara in Seethammadhara, Visakhapatnam. Distance approx 2.2 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2440,Beach Road,Mahatma Gandhi Cancer Hospital,Maharani Peta,4.2,10-18 min,Rs 68,Rs 84,Rs 104,Moderate,Rapido Bike (good balance of speed and cost),20-35 min,5-18 min,"Near RTC Complex, Maharani Peta",Rapido Bike (fastest in traffic),"Travel from Beach Road to Mahatma Gandhi Cancer Hospital in Maharani Peta, Visakhapatnam. Distance approx 4.2 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
