route_id,source_area,cafe_name,cafe_area,nearest_bus_stop,bus_number,bus_type,major_stops,distance_km,estimated_duration,ticket_price,first_bus,last_bus,frequency_minutes,walking_distance_from_stop_km,tourist_friendly,description
RTE03711,Scindia,"TIME FOR TEA, A Healthy sip...!",MVP Colony,MVP Colony Bus Stop,28V/52V/400/450,City Ordinary/Semi-Deluxe,"Scindia, Gajuwaka, Steel Plant, NAD Jn, RTC Complex, Jagadamba, Dwaraka Nagar, MVP Colony Bus Stop",24,60-70 mins,â‚¹30,5:00 AM,10:00 PM,15,0.4,Yes,APSRTC city bus from southern industrial zone through city to northern residential areas.
RTE03712,One Town,"TIME FOR TEA, A Healthy sip...!",MVP Colony,MVP Colony Bus Stop,300/52D/400D/450,City Ordinary/Semi-Deluxe,"One Town, RTC Complex, Jagadamba, Siripuram, Dwaraka Nagar, MVP Colony Bus Stop",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,City bus from central areas to north Vizag residential zones.
RTE03713,Poorna Market,"TIME FOR TEA, A Healthy sip...!",MVP Colony,MVP Colony Bus Stop,300/52D/400D/450,City Ordinary/Semi-Deluxe,"Poorna Market, RTC Complex, Jagadamba, Siripuram, Dwaraka Nagar, MVP Colony Bus Stop",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,City bus from central areas to north Vizag residential zones.
RTE03714,RK Beach,"TIME FOR TEA, A Healthy sip...!",MVP Colony,MVP Colony Bus Stop,300/300D/52D,City Ordinary,"RK Beach, Siripuram, Waltair, Dwaraka Nagar, MVP Colony",10,28-35 mins,â‚¹18,5:00 AM,10:30 PM,10,0.3,Yes,City bus from RK Beach to northern residential zones of Vizag.
RTE03715,Rushikonda,"TIME FOR TEA, A Healthy sip...!",MVP Colony,MVP Colony Bus Stop,217/218/500,City Ordinary,"Rushikonda, Kommadi, Madhurawada, Yendada, MVP Colony, Seethammadhara, Dwaraka Nagar",14,35-45 mins,â‚¹20,5:30 AM,10:00 PM,20,0.3,Yes,Local bus from northern coastal suburbs to north city residential areas.
RTE03716,Lawson's Bay,"TIME FOR TEA, A Healthy sip...!",MVP Colony,MVP Colony Bus Stop,300/300D/52D,City Ordinary,"Lawson's Bay, RK Beach, Siripuram, Waltair, Dwaraka Nagar, MVP Colony",10,28-35 mins,â‚¹18,5:00 AM,10:30 PM,10,0.3,Yes,City bus from RK Beach to northern residential zones of Vizag.
RTE03717,Hanumanthuwaka,"TIME FOR TEA, A Healthy sip...!",MVP Colony,MVP Colony Bus Stop,28V/52V/400/450,City Ordinary/Semi-Deluxe,"Hanumanthuwaka, Gajuwaka, Steel Plant, NAD Jn, RTC Complex, Jagadamba, Dwaraka Nagar, MVP Colony Bus Stop",24,60-70 mins,â‚¹30,5:00 AM,10:00 PM,15,0.4,Yes,APSRTC city bus from southern industrial zone through city to northern residential areas.
RTE03718,Arilova,"TIME FOR TEA, A Healthy sip...!",MVP Colony,MVP Colony Bus Stop,52V/500/55,City Ordinary,"Arilova, NAD Jn, PM Palem, Gopalapatnam, Old Town, RTC Complex, Dwaraka Nagar, MVP Colony Bus Stop",20,50-60 mins,â‚¹25,5:00 AM,10:00 PM,20,0.4,Yes,City bus from NAD/PM Palem area to north Vizag residential zones.
RTE03719,Beach Road,"TIME FOR TEA, A Healthy sip...!",MVP Colony,MVP Colony Bus Stop,300/300D/52D,City Ordinary,"Beach Road, RK Beach, Siripuram, Waltair, Dwaraka Nagar, MVP Colony",10,28-35 mins,â‚¹18,5:00 AM,10:30 PM,10,0.3,Yes,City bus from RK Beach to northern residential zones of Vizag.
RTE03720,Kailasagiri,"TIME FOR TEA, A Healthy sip...!",MVP Colony,MVP Colony Bus Stop,217/218/500,City Ordinary,"Kailasagiri, Kommadi, Madhurawada, Yendada, MVP Colony, Seethammadhara, Dwaraka Nagar",14,35-45 mins,â‚¹20,5:30 AM,10:00 PM,20,0.3,Yes,Local bus from northern coastal suburbs to north city residential areas.
RTE03721,Gajuwaka,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,28V/52V/400/450,City Ordinary/Semi-Deluxe,"Gajuwaka, Steel Plant, NAD Jn, RTC Complex, Jagadamba, Dwaraka Nagar, Seethammapeta Bus Stop",24,60-70 mins,â‚¹30,5:00 AM,10:00 PM,15,0.4,Yes,APSRTC city bus from southern industrial zone through city to northern residential areas.
RTE03722,Kommadi,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,217/218/500,City Ordinary,"Kommadi, Madhurawada, Yendada, MVP Colony, Seethammadhara, Dwaraka Nagar",14,35-45 mins,â‚¹20,5:30 AM,10:00 PM,20,0.3,Yes,Local bus from northern coastal suburbs to north city residential areas.
RTE03723,Madhurawada,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,217/218/500,City Ordinary,"Kommadi, Madhurawada, Yendada, MVP Colony, Seethammadhara, Dwaraka Nagar",14,35-45 mins,â‚¹20,5:30 AM,10:00 PM,20,0.3,Yes,Local bus from northern coastal suburbs to north city residential areas.
RTE03724,PM Palem,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,52V/500/55,City Ordinary,"NAD Jn, PM Palem, Gopalapatnam, Old Town, RTC Complex, Dwaraka Nagar, Seethammapeta Bus Stop",20,50-60 mins,â‚¹25,5:00 AM,10:00 PM,20,0.4,Yes,City bus from NAD/PM Palem area to north Vizag residential zones.
RTE03725,MVP Colony,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,300C/301,City Ordinary,Local stops within MVP Colony,1.5,10-15 mins,â‚¹10,5:30 AM,10:00 PM,15,0.2,Yes,Local city bus from MVP Colony to Seethammapeta Bus Stop. Short route within same area.
RTE03726,Siripuram,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,300/52D/400D/450,City Ordinary/Semi-Deluxe,"RTC Complex, Jagadamba, Siripuram, Dwaraka Nagar, Seethammapeta Bus Stop",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,City bus from central areas to north Vizag residential zones.
RTE03727,Dwaraka Nagar,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,300C/52D/500,City Ordinary,"Dwaraka Nagar, Seethammadhara, MVP Colony, Maddilapalem",3,12-18 mins,â‚¹10,5:00 AM,11:00 PM,10,0.2,Yes,Local bus within north Vizag residential zones.
RTE03728,Maddilapalem,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,300C/52D/500,City Ordinary,"Dwaraka Nagar, Seethammadhara, MVP Colony, Maddilapalem",3,12-18 mins,â‚¹10,5:00 AM,11:00 PM,10,0.2,Yes,Local bus within north Vizag residential zones.
RTE03729,NAD Junction,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,52V/500/55,City Ordinary,"NAD Junction, NAD Jn, PM Palem, Gopalapatnam, Old Town, RTC Complex, Dwaraka Nagar, Seethammapeta Bus Stop",20,50-60 mins,â‚¹25,5:00 AM,10:00 PM,20,0.4,Yes,City bus from NAD/PM Palem area to north Vizag residential zones.
RTE03730,Seethammadhara,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,300C/52D/500,City Ordinary,"Dwaraka Nagar, Seethammadhara, MVP Colony, Maddilapalem",3,12-18 mins,â‚¹10,5:00 AM,11:00 PM,10,0.2,Yes,Local bus within north Vizag residential zones.
RTE03731,Jagadamba,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,300/52D/400D/450,City Ordinary/Semi-Deluxe,"RTC Complex, Jagadamba, Siripuram, Dwaraka Nagar, Seethammapeta Bus Stop",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,City bus from central areas to north Vizag residential zones.
RTE03732,Asilmetta,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,300/52D/400D/450,City Ordinary/Semi-Deluxe,"Asilmetta, RTC Complex, Jagadamba, Siripuram, Dwaraka Nagar, Seethammapeta Bus Stop",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,City bus from central areas to north Vizag residential zones.
RTE03733,Railway Station,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,300/52D/400D/450,City Ordinary/Semi-Deluxe,"Railway Station, RTC Complex, Jagadamba, Siripuram, Dwaraka Nagar, Seethammapeta Bus Stop",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,City bus from central areas to north Vizag residential zones.
RTE03734,RTC Complex,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,300/52D/400D/450,City Ordinary/Semi-Deluxe,"RTC Complex, Jagadamba, Siripuram, Dwaraka Nagar, Seethammapeta Bus Stop",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,City bus from central areas to north Vizag residential zones.
RTE03735,Airport,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,500A/217,City Ordinary/Semi-Deluxe,"Airport, Kommadi, Beach Road, MVP Colony, Dwaraka Nagar",24,55-65 mins,â‚¹35,5:30 AM,9:00 PM,30,0.4,Yes,Airport bus to northern residential areas via coastal road.
RTE03736,Pendurthi,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,217/218/500,City Ordinary,"Pendurthi, Kommadi, Madhurawada, Yendada, MVP Colony, Seethammadhara, Dwaraka Nagar",14,35-45 mins,â‚¹20,5:30 AM,10:00 PM,20,0.3,Yes,Local bus from northern coastal suburbs to north city residential areas.
RTE03737,Gopalapatnam,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,217/218/500,City Ordinary,"Gopalapatnam, Kommadi, Madhurawada, Yendada, MVP Colony, Seethammadhara, Dwaraka Nagar",14,35-45 mins,â‚¹20,5:30 AM,10:00 PM,20,0.3,Yes,Local bus from northern coastal suburbs to north city residential areas.
RTE03738,Kurmannapalem,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,28V/52V/400/450,City Ordinary/Semi-Deluxe,"Kurmannapalem, Gajuwaka, Steel Plant, NAD Jn, RTC Complex, Jagadamba, Dwaraka Nagar, Seethammapeta Bus Stop",24,60-70 mins,â‚¹30,5:00 AM,10:00 PM,15,0.4,Yes,APSRTC city bus from southern industrial zone through city to northern residential areas.
RTE03739,Auto Nagar,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,28V/52V/400/450,City Ordinary/Semi-Deluxe,"Auto Nagar, Gajuwaka, Steel Plant, NAD Jn, RTC Complex, Jagadamba, Dwaraka Nagar, Seethammapeta Bus Stop",24,60-70 mins,â‚¹30,5:00 AM,10:00 PM,15,0.4,Yes,APSRTC city bus from southern industrial zone through city to northern residential areas.
RTE03740,Steel Plant,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,28V/52V/400/450,City Ordinary/Semi-Deluxe,"Gajuwaka, Steel Plant, NAD Jn, RTC Complex, Jagadamba, Dwaraka Nagar, Seethammapeta Bus Stop",24,60-70 mins,â‚¹30,5:00 AM,10:00 PM,15,0.4,Yes,APSRTC city bus from southern industrial zone through city to northern residential areas.
RTE03741,Scindia,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,28V/52V/400/450,City Ordinary/Semi-Deluxe,"Scindia, Gajuwaka, Steel Plant, NAD Jn, RTC Complex, Jagadamba, Dwaraka Nagar, Seethammapeta Bus Stop",24,60-70 mins,â‚¹30,5:00 AM,10:00 PM,15,0.4,Yes,APSRTC city bus from southern industrial zone through city to northern residential areas.
RTE03742,One Town,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,300/52D/400D/450,City Ordinary/Semi-Deluxe,"One Town, RTC Complex, Jagadamba, Siripuram, Dwaraka Nagar, Seethammapeta Bus Stop",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,City bus from central areas to north Vizag residential zones.
RTE03743,Poorna Market,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,300/52D/400D/450,City Ordinary/Semi-Deluxe,"Poorna Market, RTC Complex, Jagadamba, Siripuram, Dwaraka Nagar, Seethammapeta Bus Stop",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,City bus from central areas to north Vizag residential zones.
RTE03744,RK Beach,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,300/300D/52D,City Ordinary,"RK Beach, Siripuram, Waltair, Dwaraka Nagar, MVP Colony",10,28-35 mins,â‚¹18,5:00 AM,10:30 PM,10,0.3,Yes,City bus from RK Beach to northern residential zones of Vizag.
RTE03745,Rushikonda,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,217/218/500,City Ordinary,"Rushikonda, Kommadi, Madhurawada, Yendada, MVP Colony, Seethammadhara, Dwaraka Nagar",14,35-45 mins,â‚¹20,5:30 AM,10:00 PM,20,0.3,Yes,Local bus from northern coastal suburbs to north city residential areas.
RTE03746,Lawson's Bay,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,300/300D/52D,City Ordinary,"Lawson's Bay, RK Beach, Siripuram, Waltair, Dwaraka Nagar, MVP Colony",10,28-35 mins,â‚¹18,5:00 AM,10:30 PM,10,0.3,Yes,City bus from RK Beach to northern residential zones of Vizag.
RTE03747,Hanumanthuwaka,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,28V/52V/400/450,City Ordinary/Semi-Deluxe,"Hanumanthuwaka, Gajuwaka, Steel Plant, NAD Jn, RTC Complex, Jagadamba, Dwaraka Nagar, Seethammapeta Bus Stop",24,60-70 mins,â‚¹30,5:00 AM,10:00 PM,15,0.4,Yes,APSRTC city bus from southern industrial zone through city to northern residential areas.
RTE03748,Arilova,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,52V/500/55,City Ordinary,"Arilova, NAD Jn, PM Palem, Gopalapatnam, Old Town, RTC Complex, Dwaraka Nagar, Seethammapeta Bus Stop",20,50-60 mins,â‚¹25,5:00 AM,10:00 PM,20,0.4,Yes,City bus from NAD/PM Palem area to north Vizag residential zones.
RTE03749,Beach Road,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,300/300D/52D,City Ordinary,"Beach Road, RK Beach, Siripuram, Waltair, Dwaraka Nagar, MVP Colony",10,28-35 mins,â‚¹18,5:00 AM,10:30 PM,10,0.3,Yes,City bus from RK Beach to northern residential zones of Vizag.
RTE03750,Kailasagiri,MADHURAM COFFEE CAFE,MVP Colony,Seethammapeta Bus Stop,217/218/500,City Ordinary,"Kailasagiri, Kommadi, Madhurawada, Yendada, MVP Colony, Seethammadhara, Dwaraka Nagar",14,35-45 mins,â‚¹20,5:30 AM,10:00 PM,20,0.3,Yes,Local bus from northern coastal suburbs to north city residential areas.
RTE03751,Gajuwaka,RK Beach,RK Beach,RK Beach Bus Stop,28V/28C/999/Beach Special,City Ordinary,"Gajuwaka, NAD Jn, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹30,5:00 AM,10:00 PM,15,0.3,Yes,APSRTC city bus from Gajuwaka area through city center to Beach Road. Tourist-friendly route.
RTE03752,Kommadi,RK Beach,RK Beach,RK Beach Bus Stop,99/217/Beach Special,City Ordinary,"Madhurawada/Kommadi, Bheemunipatnam Road, Lawson's Bay, Beach Road, RK Beach",15,35-45 mins,â‚¹20,5:30 AM,10:30 PM,20,0.3,Yes,Scenic coastal bus route from northern suburbs along Beach Road to RK Beach.
RTE03753,Madhurawada,RK Beach,RK Beach,RK Beach Bus Stop,99/217/Beach Special,City Ordinary,"Madhurawada/Kommadi, Bheemunipatnam Road, Lawson's Bay, Beach Road, RK Beach",15,35-45 mins,â‚¹20,5:30 AM,10:30 PM,20,0.3,Yes,Scenic coastal bus route from northern suburbs along Beach Road to RK Beach.
RTE03754,PM Palem,RK Beach,RK Beach,RK Beach Bus Stop,52V/999/Beach Special,City Ordinary,"PM Palem, NAD Jn, Old Town, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹25,5:00 AM,10:00 PM,20,0.3,Yes,Bus from PM Palem/NAD area via city center to RK Beach.
RTE03755,MVP Colony,RK Beach,RK Beach,RK Beach Bus Stop,300/999/28B,City Ordinary,"MVP Colony, Dwaraka Nagar/Seethammadhara, Siripuram, Waltair, RK Beach",9,25-30 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,City bus from north Vizag residential areas to RK Beach.
RTE03756,Siripuram,RK Beach,RK Beach,RK Beach Bus Stop,300/999/Beach Special/28B,City Ordinary,"RTC Complex/Jagadamba, Siripuram, Waltair, RK Beach",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from central Vizag to RK Beach. Popular tourist route.
RTE03757,Dwaraka Nagar,RK Beach,RK Beach,RK Beach Bus Stop,300/999/28B,City Ordinary,"Dwaraka Nagar/Seethammadhara, Siripuram, Waltair, RK Beach",9,25-30 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,City bus from north Vizag residential areas to RK Beach.
RTE03758,Maddilapalem,RK Beach,RK Beach,RK Beach Bus Stop,300/999/28B,City Ordinary,"Maddilapalem, Dwaraka Nagar/Seethammadhara, Siripuram, Waltair, RK Beach",9,25-30 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,City bus from north Vizag residential areas to RK Beach.
RTE03759,NAD Junction,RK Beach,RK Beach,RK Beach Bus Stop,52V/999/Beach Special,City Ordinary,"NAD Junction, PM Palem, NAD Jn, Old Town, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹25,5:00 AM,10:00 PM,20,0.3,Yes,Bus from PM Palem/NAD area via city center to RK Beach.
RTE03760,Seethammadhara,RK Beach,RK Beach,RK Beach Bus Stop,300/999/28B,City Ordinary,"Dwaraka Nagar/Seethammadhara, Siripuram, Waltair, RK Beach",9,25-30 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,City bus from north Vizag residential areas to RK Beach.
RTE03761,Jagadamba,RK Beach,RK Beach,RK Beach Bus Stop,300/999/Beach Special/28B,City Ordinary,"RTC Complex/Jagadamba, Siripuram, Waltair, RK Beach",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from central Vizag to RK Beach. Popular tourist route.
RTE03762,Asilmetta,RK Beach,RK Beach,RK Beach Bus Stop,300/999/Beach Special/28B,City Ordinary,"Asilmetta, RTC Complex/Jagadamba, Siripuram, Waltair, RK Beach",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from central Vizag to RK Beach. Popular tourist route.
RTE03763,Railway Station,RK Beach,RK Beach,RK Beach Bus Stop,300/999/Beach Special/28B,City Ordinary,"Railway Station, RTC Complex/Jagadamba, Siripuram, Waltair, RK Beach",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from central Vizag to RK Beach. Popular tourist route.
RTE03764,RTC Complex,RK Beach,RK Beach,RK Beach Bus Stop,300/999/Beach Special/28B,City Ordinary,"RTC Complex/Jagadamba, Siripuram, Waltair, RK Beach",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from central Vizag to RK Beach. Popular tourist route.
RTE03765,Airport,RK Beach,RK Beach,RK Beach Bus Stop,38A/99/Airport Special,Semi-Deluxe,"Airport, Bheemunipatnam Road, Rushikonda, Beach Road, RK Beach",28,60-70 mins,â‚¹40,5:00 AM,9:00 PM,30,0.4,Yes,Airport bus via coastal route to RK Beach. Great option for tourists.
RTE03766,Pendurthi,RK Beach,RK Beach,RK Beach Bus Stop,99/217/Beach Special,City Ordinary,"Pendurthi, Madhurawada/Kommadi, Bheemunipatnam Road, Lawson's Bay, Beach Road, RK Beach",15,35-45 mins,â‚¹20,5:30 AM,10:30 PM,20,0.3,Yes,Scenic coastal bus route from northern suburbs along Beach Road to RK Beach.
RTE03767,Gopalapatnam,RK Beach,RK Beach,RK Beach Bus Stop,99/217/Beach Special,City Ordinary,"Gopalapatnam, Madhurawada/Kommadi, Bheemunipatnam Road, Lawson's Bay, Beach Road, RK Beach",15,35-45 mins,â‚¹20,5:30 AM,10:30 PM,20,0.3,Yes,Scenic coastal bus route from northern suburbs along Beach Road to RK Beach.
RTE03768,Kurmannapalem,RK Beach,RK Beach,RK Beach Bus Stop,28V/28C/999/Beach Special,City Ordinary,"Kurmannapalem, Gajuwaka, NAD Jn, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹30,5:00 AM,10:00 PM,15,0.3,Yes,APSRTC city bus from Gajuwaka area through city center to Beach Road. Tourist-friendly route.
RTE03769,Auto Nagar,RK Beach,RK Beach,RK Beach Bus Stop,28V/28C/999/Beach Special,City Ordinary,"Auto Nagar, Gajuwaka, NAD Jn, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹30,5:00 AM,10:00 PM,15,0.3,Yes,APSRTC city bus from Gajuwaka area through city center to Beach Road. Tourist-friendly route.
RTE03770,Steel Plant,RK Beach,RK Beach,RK Beach Bus Stop,28V/28C/999/Beach Special,City Ordinary,"Steel Plant, Gajuwaka, NAD Jn, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹30,5:00 AM,10:00 PM,15,0.3,Yes,APSRTC city bus from Gajuwaka area through city center to Beach Road. Tourist-friendly route.
RTE03771,Scindia,RK Beach,RK Beach,RK Beach Bus Stop,28V/28C/999/Beach Special,City Ordinary,"Scindia, Gajuwaka, NAD Jn, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹30,5:00 AM,10:00 PM,15,0.3,Yes,APSRTC city bus from Gajuwaka area through city center to Beach Road. Tourist-friendly route.
RTE03772,One Town,RK Beach,RK Beach,RK Beach Bus Stop,300/999/Beach Special/28B,City Ordinary,"One Town, RTC Complex/Jagadamba, Siripuram, Waltair, RK Beach",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from central Vizag to RK Beach. Popular tourist route.
RTE03773,Poorna Market,RK Beach,RK Beach,RK Beach Bus Stop,300/999/Beach Special/28B,City Ordinary,"Poorna Market, RTC Complex/Jagadamba, Siripuram, Waltair, RK Beach",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from central Vizag to RK Beach. Popular tourist route.
RTE03774,RK Beach,RK Beach,RK Beach,RK Beach Bus Stop,300C/301,City Ordinary,Local stops within RK Beach,1.5,10-15 mins,â‚¹10,5:30 AM,10:00 PM,15,0.2,Yes,Local city bus from RK Beach to RK Beach Bus Stop. Short route within same area.
RTE03775,Rushikonda,RK Beach,RK Beach,RK Beach Bus Stop,99/217/Beach Special,City Ordinary,"Rushikonda, Madhurawada/Kommadi, Bheemunipatnam Road, Lawson's Bay, Beach Road, RK Beach",15,35-45 mins,â‚¹20,5:30 AM,10:30 PM,20,0.3,Yes,Scenic coastal bus route from northern suburbs along Beach Road to RK Beach.
RTE03776,Lawson's Bay,RK Beach,RK Beach,RK Beach Bus Stop,300/28B/Beach Special,City Ordinary,"RK Beach, Waltair, Lawson's Bay, Beach Road",3,12-15 mins,â‚¹10,5:00 AM,11:00 PM,10,0.2,Yes,Local city bus along Beach Road connecting RK Beach and surrounding areas.
RTE03777,Hanumanthuwaka,RK Beach,RK Beach,RK Beach Bus Stop,28V/28C/999/Beach Special,City Ordinary,"Hanumanthuwaka, Gajuwaka, NAD Jn, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹30,5:00 AM,10:00 PM,15,0.3,Yes,APSRTC city bus from Gajuwaka area through city center to Beach Road. Tourist-friendly route.
RTE03778,Arilova,RK Beach,RK Beach,RK Beach Bus Stop,52V/999/Beach Special,City Ordinary,"Arilova, PM Palem, NAD Jn, Old Town, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹25,5:00 AM,10:00 PM,20,0.3,Yes,Bus from PM Palem/NAD area via city center to RK Beach.
RTE03779,Beach Road,RK Beach,RK Beach,RK Beach Bus Stop,300/28B/Beach Special,City Ordinary,"RK Beach, Waltair, Lawson's Bay, Beach Road",3,12-15 mins,â‚¹10,5:00 AM,11:00 PM,10,0.2,Yes,Local city bus along Beach Road connecting RK Beach and surrounding areas.
RTE03780,Kailasagiri,RK Beach,RK Beach,RK Beach Bus Stop,99/217/Beach Special,City Ordinary,"Kailasagiri, Madhurawada/Kommadi, Bheemunipatnam Road, Lawson's Bay, Beach Road, RK Beach",15,35-45 mins,â‚¹20,5:30 AM,10:30 PM,20,0.3,Yes,Scenic coastal bus route from northern suburbs along Beach Road to RK Beach.
RTE03781,Gajuwaka,G Venkatalaxmi,RK Beach,RK Beach Bus Stop,28V/28C/999/Beach Special,City Ordinary,"Gajuwaka, NAD Jn, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹30,5:00 AM,10:00 PM,15,0.3,Yes,APSRTC city bus from Gajuwaka area through city center to Beach Road. Tourist-friendly route.
RTE03782,Kommadi,G Venkatalaxmi,RK Beach,RK Beach Bus Stop,99/217/Beach Special,City Ordinary,"Madhurawada/Kommadi, Bheemunipatnam Road, Lawson's Bay, Beach Road, RK Beach",15,35-45 mins,â‚¹20,5:30 AM,10:30 PM,20,0.3,Yes,Scenic coastal bus route from northern suburbs along Beach Road to RK Beach.
RTE03783,Madhurawada,G Venkatalaxmi,RK Beach,RK Beach Bus Stop,99/217/Beach Special,City Ordinary,"Madhurawada/Kommadi, Bheemunipatnam Road, Lawson's Bay, Beach Road, RK Beach",15,35-45 mins,â‚¹20,5:30 AM,10:30 PM,20,0.3,Yes,Scenic coastal bus route from northern suburbs along Beach Road to RK Beach.
RTE03784,PM Palem,G Venkatalaxmi,RK Beach,RK Beach Bus Stop,52V/999/Beach Special,City Ordinary,"PM Palem, NAD Jn, Old Town, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹25,5:00 AM,10:00 PM,20,0.3,Yes,Bus from PM Palem/NAD area via city center to RK Beach.
RTE03785,MVP Colony,G Venkatalaxmi,RK Beach,RK Beach Bus Stop,300/999/28B,City Ordinary,"MVP Colony, Dwaraka Nagar/Seethammadhara, Siripuram, Waltair, RK Beach",9,25-30 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,City bus from north Vizag residential areas to RK Beach.
RTE03786,Siripuram,G Venkatalaxmi,RK Beach,RK Beach Bus Stop,300/999/Beach Special/28B,City Ordinary,"RTC Complex/Jagadamba, Siripuram, Waltair, RK Beach",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from central Vizag to RK Beach. Popular tourist route.
RTE03787,Dwaraka Nagar,G Venkatalaxmi,RK Beach,RK Beach Bus Stop,300/999/28B,City Ordinary,"Dwaraka Nagar/Seethammadhara, Siripuram, Waltair, RK Beach",9,25-30 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,City bus from north Vizag residential areas to RK Beach.
RTE03788,Maddilapalem,G Venkatalaxmi,RK Beach,RK Beach Bus Stop,300/999/28B,City Ordinary,"Maddilapalem, Dwaraka Nagar/Seethammadhara, Siripuram, Waltair, RK Beach",9,25-30 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,City bus from north Vizag residential areas to RK Beach.
